Orthogroup	MHP_11_genes	MHP_168L_genes
OG0000483	B5C39_RS03575	MHP168L_RS02240
OG0000484	B5C39_RS01020	MHP168L_RS00175
OG0000485	B5C39_RS01740	MHP168L_RS01150
OG0000486	B5C39_RS02585	MHP168L_RS02325
OG0000487	B5C39_RS03510	MHP168L_RS02095
OG0000488	B5C39_RS03545	MHP168L_RS02270
OG0000489	B5C39_RS00865	MHP168L_RS00050
OG0000490	B5C39_RS00805	MHP168L_RS03655
OG0000491	B5C39_RS01550	MHP168L_RS01440
OG0000492	B5C39_RS01475	MHP168L_RS01515
OG0000493	B5C39_RS02315	MHP168L_RS00565
OG0000495	B5C39_RS00055	MHP168L_RS02865
OG0000496	B5C39_RS00045	MHP168L_RS02855
OG0000497	B5C39_RS00040	MHP168L_RS02850
OG0000498	B5C39_RS03010	MHP168L_RS02770
OG0000499	B5C39_RS02975	MHP168L_RS02735
OG0000500	B5C39_RS03435	MHP168L_RS02020
OG0000501	B5C39_RS00255	MHP168L_RS03065
OG0000502	B5C39_RS01700	MHP168L_RS01285
OG0000503	B5C39_RS02145	MHP168L_RS00905
OG0000505	B5C39_RS01975	MHP168L_RS00725
OG0000506	B5C39_RS01965	MHP168L_RS00715
OG0000507	B5C39_RS01930	MHP168L_RS00685
OG0000508	B5C39_RS01075	MHP168L_RS00230
OG0000509	B5C39_RS01110	MHP168L_RS00265
OG0000510	B5C39_RS01120	MHP168L_RS00275
OG0000511	B5C39_RS02470	MHP168L_RS00410
OG0000512	B5C39_RS02830	MHP168L_RS02585
OG0000513	B5C39_RS00615	MHP168L_RS03410
OG0000514	B5C39_RS00080	MHP168L_RS02890
OG0000515	B5C39_RS01335, B5C39_RS03090	MHP168L_RS01655
OG0000516	B5C39_RS03515	MHP168L_RS02100
OG0000517	B5C39_RS00880	MHP168L_RS00065
OG0000518	B5C39_RS00295	MHP168L_RS03105
OG0000519	B5C39_RS02120	MHP168L_RS00880
OG0000520	B5C39_RS01995	MHP168L_RS00750
OG0000521	B5C39_RS01090	MHP168L_RS00245
OG0000522	B5C39_RS01125	MHP168L_RS00280
OG0000523	B5C39_RS00550	MHP168L_RS03350
OG0000524	B5C39_RS02945	MHP168L_RS02705
OG0000525	B5C39_RS00515	MHP168L_RS03320
OG0000526	B5C39_RS03895	MHP168L_RS03980
OG0000527	B5C39_RS03280	MHP168L_RS03975
OG0000528	B5C39_RS03520	MHP168L_RS02105
OG0000529	B5C39_RS02520	MHP168L_RS02150
OG0000530	B5C39_RS02630	MHP168L_RS02370
OG0000531	B5C39_RS01500	MHP168L_RS01490
OG0000532	B5C39_RS03145	MHP168L_RS01805
OG0000533	B5C39_RS02295	MHP168L_RS01060
OG0000534	B5C39_RS01210	MHP168L_RS00360
OG0000535	B5C39_RS00860	MHP168L_RS00045
OG0000536	B5C39_RS00730	MHP168L_RS03525
OG0000537	B5C39_RS02180	MHP168L_RS00935
OG0000538	B5C39_RS01785	MHP168L_RS01105
OG0000539	B5C39_RS01035	MHP168L_RS00190
OG0000540	B5C39_RS02915	MHP168L_RS02670
OG0000541	B5C39_RS02990	MHP168L_RS02750
OG0000542	B5C39_RS01180	MHP168L_RS00330
OG0000543	B5C39_RS00015	MHP168L_RS03535
OG0000544	B5C39_RS01645	MHP168L_RS01335
OG0000545	B5C39_RS03330	MHP168L_RS01925
OG0000546	B5C39_RS03060	MHP168L_RS02820
OG0000547	B5C39_RS00130	MHP168L_RS02940
OG0000548	B5C39_RS03105	MHP168L_RS01840
OG0000549	B5C39_RS00505	MHP168L_RS03310
OG0000550	B5C39_RS00650	MHP168L_RS03445
OG0000551	B5C39_RS00205	MHP168L_RS03015
OG0000552	B5C39_RS00330	MHP168L_RS03140
OG0000553	B5C39_RS02960	MHP168L_RS02720
OG0000554	B5C39_RS02675	MHP168L_RS02415
OG0000555	B5C39_RS03755	MHP168L_RS02945
OG0000556	B5C39_RS01280	MHP168L_RS03560
OG0000557	B5C39_RS01635	MHP168L_RS01345
OG0000558	B5C39_RS01665	MHP168L_RS01315
OG0000559	B5C39_RS03210	MHP168L_RS01740
OG0000560	B5C39_RS03320	MHP168L_RS01915
OG0000561	B5C39_RS01800	MHP168L_RS01090
OG0000562	B5C39_RS03325	MHP168L_RS01920
OG0000563	B5C39_RS03310	MHP168L_RS01905
OG0000564	B5C39_RS03805	MHP168L_RS03955
OG0000565	B5C39_RS03365	MHP168L_RS01965
OG0000566	B5C39_RS03355	MHP168L_RS01955
OG0000567	B5C39_RS03335	MHP168L_RS01930
OG0000568	B5C39_RS02220	MHP168L_RS00975
OG0000569	B5C39_RS01660	MHP168L_RS01320
OG0000570	B5C39_RS01655	MHP168L_RS01325
OG0000571	B5C39_RS01650	MHP168L_RS01330
OG0000572	B5C39_RS01630	MHP168L_RS01350
OG0000573	B5C39_RS03205	MHP168L_RS01745
OG0000574	B5C39_RS01590	MHP168L_RS01395
OG0000575	B5C39_RS01675	MHP168L_RS01305
OG0000576	B5C39_RS03165	MHP168L_RS01780
OG0000577	B5C39_RS02935	MHP168L_RS02695
OG0000578	B5C39_RS02955	MHP168L_RS02715
OG0000579	B5C39_RS03300	MHP168L_RS01890
OG0000580	B5C39_RS03870	MHP168L_RS04050
OG0000581	B5C39_RS03285	MHP168L_RS01875
OG0000582	B5C39_RS03810	MHP168L_RS03935
OG0000583	B5C39_RS03195	MHP168L_RS01755
OG0000584	B5C39_RS01300	MHP168L_RS01245
OG0000586	B5C39_RS03180	MHP168L_RS01765
OG0000587	B5C39_RS03705	MHP168L_RS04085
OG0000588	B5C39_RS03155	MHP168L_RS01785
OG0000590	B5C39_RS01310	MHP168L_RS03550
OG0000591	B5C39_RS03720	MHP168L_RS04095
OG0000592	B5C39_RS02925	MHP168L_RS02680
OG0000593	B5C39_RS00715	MHP168L_RS03510
OG0000594	B5C39_RS01670	MHP168L_RS01310
OG0000598	B5C39_RS03250	MHP168L_RS01700
OG0000599	B5C39_RS03255	MHP168L_RS01695
OG0000600	B5C39_RS01295	MHP168L_RS01240
OG0000601	B5C39_RS03315	MHP168L_RS01910
OG0000604	B5C39_RS03910	MHP168L_RS04100
OG0000605	B5C39_RS01285	MHP168L_RS01220
OG0000606	B5C39_RS03290	MHP168L_RS01880
OG0000609	B5C39_RS03660	MHP168L_RS03835
OG0000610	B5C39_RS03900	MHP168L_RS04075
OG0000612	B5C39_RS03890	MHP168L_RS04070
OG0000615	B5C39_RS02965	MHP168L_RS02725
OG0000616	B5C39_RS01275	MHP168L_RS03565
OG0000619	B5C39_RS03295	MHP168L_RS01885
OG0000620	B5C39_RS03670	MHP168L_RS03820
OG0000621	B5C39_RS03925	MHP168L_RS04090
