Orthogroup	MHP_MHP709_genes	MHP_LH_genes
OG0000527	DR088_RS00365	KUD10_RS01830
OG0000528	DR088_RS04345	KUD10_RS02065
OG0000529	DR088_RS02880	KUD10_RS02305
OG0000530	DR088_RS02435	KUD10_RS02410
OG0000531	DR088_RS02675	KUD10_RS01470
OG0000532	DR088_RS04600	KUD10_RS01685
OG0000533	DR088_RS00780	KUD10_RS00605
OG0000534	DR088_RS01135	KUD10_RS00380
OG0000535	DR088_RS04420	KUD10_RS00045
OG0000536	DR088_RS02125	KUD10_RS03615
OG0000537	DR088_RS02805	KUD10_RS00720
OG0000538	DR088_RS00820	KUD10_RS01120
OG0000539	DR088_RS01305	KUD10_RS00215
OG0000540	DR088_RS00065	KUD10_RS02725
OG0000541	DR088_RS00135	KUD10_RS02800
OG0000542	DR088_RS01165	KUD10_RS00350
OG0000544	DR088_RS04370	KUD10_RS01325
OG0000545	DR088_RS00420	KUD10_RS01885
OG0000546	DR088_RS03745	KUD10_RS02865
OG0000547	DR088_RS00325	KUD10_RS02985
OG0000548	DR088_RS03345	KUD10_RS01655
OG0000549	DR088_RS04435	KUD10_RS03385
OG0000550	DR088_RS02155	KUD10_RS03530
OG0000552	DR088_RS01485	KUD10_RS03210
OG0000553	DR088_RS04295	KUD10_RS02770
OG0000554	DR088_RS02390	KUD10_RS02455
OG0000555	DR088_RS03765	KUD10_RS02990
OG0000557	DR088_RS00965	KUD10_RS01335
OG0000558	DR088_RS00935	KUD10_RS01305
OG0000559	DR088_RS02315	KUD10_RS01760
OG0000560	DR088_RS00405	KUD10_RS01875
OG0000561	DR088_RS00805	KUD10_RS01105
OG0000562	DR088_RS00410	KUD10_RS01880
OG0000563	DR088_RS00395	KUD10_RS01865
OG0000564	DR088_RS03880	KUD10_RS01360
OG0000565	DR088_RS00470	KUD10_RS01930
OG0000566	DR088_RS00455	KUD10_RS01915
OG0000567	DR088_RS00425	KUD10_RS01890
OG0000568	DR088_RS02845	KUD10_RS00680
OG0000569	DR088_RS00940	KUD10_RS01310
OG0000570	DR088_RS04365	KUD10_RS01315
OG0000571	DR088_RS00950	KUD10_RS01320
OG0000572	DR088_RS00970	KUD10_RS01340
OG0000573	DR088_RS02320	KUD10_RS01755
OG0000574	DR088_RS01010	KUD10_RS01380
OG0000575	DR088_RS00925	KUD10_RS01295
OG0000576	DR088_RS02365	KUD10_RS01715
OG0000577	DR088_RS00085	KUD10_RS02745
OG0000578	DR088_RS00105	KUD10_RS02765
OG0000579	DR088_RS00385	KUD10_RS01855
OG0000580	DR088_RS03750	KUD10_RS02870
OG0000581	DR088_RS00370	KUD10_RS01835
OG0000582	DR088_RS04375	KUD10_RS01330
OG0000583	DR088_RS02330	KUD10_RS01745
OG0000585	DR088_RS03515	KUD10_RS02275
OG0000586	DR088_RS02345	KUD10_RS01730
OG0000587	DR088_RS03785	KUD10_RS03745
OG0000588	DR088_RS02370	KUD10_RS01705
OG0000589	DR088_RS03680	KUD10_RS02220
OG0000591	DR088_RS00500	KUD10_RS03705
OG0000592	DR088_RS00075	KUD10_RS02735
OG0000593	DR088_RS02110	KUD10_RS03595
OG0000594	DR088_RS00930	KUD10_RS01300
OG0000595	DR088_RS03435	KUD10_RS03070
OG0000597	DR088_RS03445	KUD10_RS03065
OG0000601	DR088_RS00400	KUD10_RS01870
OG0000602	DR088_RS00645	KUD10_RS02090
OG0000604	DR088_RS03755	KUD10_RS03715
OG0000606	DR088_RS00375	KUD10_RS01840
OG0000607	DR088_RS00915	KUD10_RS01285
OG0000609	DR088_RS00440	KUD10_RS01905
OG0000611	DR088_RS01940	KUD10_RS00090
OG0000613	DR088_RS03790	KUD10_RS01945
OG0000614	DR088_RS03280	KUD10_RS02240
OG0000619	DR088_RS00380	KUD10_RS01845
