Orthogroup	MHP_MHP709_genes	MHP_ES2L_genes
OG0000525	DR088_RS04440	HZK19_RS03375
OG0000526	DR088_RS03780	HZK19_RS03755
OG0000527	DR088_RS00365	HZK19_RS01730
OG0000528	DR088_RS04345	HZK19_RS01980
OG0000529	DR088_RS02880	HZK19_RS02210
OG0000530	DR088_RS02435	HZK19_RS02315
OG0000531	DR088_RS02675	HZK19_RS01365
OG0000532	DR088_RS04600	HZK19_RS01590
OG0000533	DR088_RS00780	HZK19_RS00590
OG0000534	DR088_RS01135	HZK19_RS00365
OG0000535	DR088_RS04420	HZK19_RS00045
OG0000536	DR088_RS02125	HZK19_RS03590
OG0000537	DR088_RS02805	HZK19_RS00700
OG0000538	DR088_RS00820	HZK19_RS01100
OG0000539	DR088_RS01305	HZK19_RS00200
OG0000540	DR088_RS00065	HZK19_RS02605
OG0000541	DR088_RS00135	HZK19_RS02685
OG0000542	DR088_RS01165	HZK19_RS00335
OG0000544	DR088_RS04370	HZK19_RS01215
OG0000545	DR088_RS00420	HZK19_RS01785
OG0000546	DR088_RS03745	HZK19_RS02755
OG0000547	DR088_RS00325	HZK19_RS02875
OG0000548	DR088_RS03345	HZK19_RS01560
OG0000549	DR088_RS04435	HZK19_RS03365
OG0000550	DR088_RS02155	HZK19_RS03510
OG0000551	DR088_RS03225	HZK19_RS02945
OG0000552	DR088_RS01485	HZK19_RS03180
OG0000553	DR088_RS04295	HZK19_RS02655
OG0000554	DR088_RS02390	HZK19_RS02360
OG0000555	DR088_RS03765	HZK19_RS02880
OG0000557	DR088_RS00965	HZK19_RS01230
OG0000558	DR088_RS00935	HZK19_RS01195
OG0000559	DR088_RS02315	HZK19_RS01670
OG0000560	DR088_RS00405	HZK19_RS01770
OG0000561	DR088_RS00805	HZK19_RS01085
OG0000562	DR088_RS00410	HZK19_RS01775
OG0000563	DR088_RS00395	HZK19_RS01760
OG0000564	DR088_RS03880	HZK19_RS03725
OG0000565	DR088_RS00470	HZK19_RS01835
OG0000566	DR088_RS00455	HZK19_RS01815
OG0000567	DR088_RS00425	HZK19_RS01790
OG0000568	DR088_RS02845	HZK19_RS00660
OG0000569	DR088_RS00940	HZK19_RS01200
OG0000570	DR088_RS04365	HZK19_RS01205
OG0000571	DR088_RS00950	HZK19_RS01210
OG0000572	DR088_RS00970	HZK19_RS01235
OG0000573	DR088_RS02320	HZK19_RS01665
OG0000574	DR088_RS01010	HZK19_RS01275
OG0000575	DR088_RS00925	HZK19_RS01185
OG0000576	DR088_RS02365	HZK19_RS01615
OG0000577	DR088_RS00085	HZK19_RS02625
OG0000578	DR088_RS00105	HZK19_RS02650
OG0000579	DR088_RS00385	HZK19_RS01750
OG0000580	DR088_RS03750	HZK19_RS02760
OG0000581	DR088_RS00370	HZK19_RS01735
OG0000582	DR088_RS04375	HZK19_RS01225
OG0000583	DR088_RS02330	HZK19_RS01655
OG0000585	DR088_RS03515	HZK19_RS02180
OG0000586	DR088_RS02345	HZK19_RS01635
OG0000587	DR088_RS03785	HZK19_RS03875
OG0000588	DR088_RS02370	HZK19_RS01610
OG0000589	DR088_RS03680	HZK19_RS02120
OG0000591	DR088_RS00500	HZK19_RS03885
OG0000592	DR088_RS00075	HZK19_RS02615
OG0000593	DR088_RS02110	HZK19_RS03575
OG0000594	DR088_RS00930	HZK19_RS01190
OG0000595	DR088_RS03435	HZK19_RS02965
OG0000597	DR088_RS03445	HZK19_RS02960
OG0000601	DR088_RS00400	HZK19_RS01765
OG0000602	DR088_RS00645	HZK19_RS02005
OG0000604	DR088_RS03755	HZK19_RS03900
OG0000606	DR088_RS00375	HZK19_RS01740
OG0000608	DR088_RS00415	HZK19_RS01780
OG0000609	DR088_RS00440	HZK19_RS01805
OG0000614	DR088_RS03280	HZK19_RS02140
OG0000617	DR088_RS02360	HZK19_RS01620
OG0000619	DR088_RS00380	HZK19_RS01745
OG0000620	DR088_RS00480	HZK19_RS01845
OG0000626	DR088_RS03665	HZK19_RS03185
