Orthogroup	MHP_MHP709_genes	MHP_131B_genes
OG0000573	DR088_RS02320	NB627_RS01825
OG0000574	DR088_RS01010	NB627_RS01430
OG0000576	DR088_RS02365	NB627_RS01780
OG0000577	DR088_RS00085	NB627_RS02850
OG0000578	DR088_RS00105	NB627_RS02870
OG0000579	DR088_RS00385	NB627_RS01920
OG0000580	DR088_RS03750	NB627_RS02980
OG0000581	DR088_RS00370	NB627_RS01915
OG0000582	DR088_RS04375	NB627_RS01380
OG0000583	DR088_RS02330	NB627_RS01815
OG0000585	DR088_RS03515	NB627_RS02370
OG0000586	DR088_RS02345	NB627_RS01800
OG0000587	DR088_RS03785	NB627_RS02020
OG0000588	DR088_RS02370	NB627_RS01770
OG0000589	DR088_RS03680	NB627_RS02300
OG0000591	DR088_RS00500	NB627_RS02035
OG0000593	DR088_RS02110	NB627_RS03730
OG0000594	DR088_RS00930	NB627_RS01340
OG0000595	DR088_RS03435	NB627_RS03195
OG0000597	DR088_RS03445	NB627_RS03190
OG0000604	DR088_RS03755	NB627_RS02990
OG0000607	DR088_RS00915	NB627_RS01325
OG0000608	DR088_RS00415	NB627_RS01950
OG0000611	DR088_RS01940	NB627_RS00095
OG0000613	DR088_RS03790	NB627_RS02030
OG0000617	DR088_RS02360	NB627_RS01785
OG0000620	DR088_RS00480	NB627_RS02015
