Orthogroup	MHP_F72C_genes	MHP_1257_genes
OG0000466	EHI52_RS00410	ABKJ22_RS00390
OG0000467	EHI52_RS02670	ABKJ22_RS02620
OG0000468	EHI52_RS01970	ABKJ22_RS01940
OG0000469	EHI52_RS01910	ABKJ22_RS02000
OG0000470	EHI52_RS03650	ABKJ22_RS00860
OG0000471	EHI52_RS00920	ABKJ22_RS00780
OG0000472	EHI52_RS03340	ABKJ22_RS03205
OG0000473	EHI52_RS03495	ABKJ22_RS03380
OG0000474	EHI52_RS03500	ABKJ22_RS03385
OG0000475	EHI52_RS03505	ABKJ22_RS03390
OG0000476	EHI52_RS01615	ABKJ22_RS01570
OG0000477	EHI52_RS02615	ABKJ22_RS02565
OG0000478	EHI52_RS03440	ABKJ22_RS03325
OG0000479	EHI52_RS01390	ABKJ22_RS01345
OG0000480	EHI52_RS03665	ABKJ22_RS02005
OG0000481	EHI52_RS00815	ABKJ22_RS00885
OG0000482	EHI52_RS01275	ABKJ22_RS01225
OG0000483	EHI52_RS01865	ABKJ22_RS02050
OG0000484	EHI52_RS00205	ABKJ22_RS00195
OG0000485	EHI52_RS01240	ABKJ22_RS01180
OG0000486	EHI52_RS02315	ABKJ22_RS02105
OG0000487	EHI52_RS01930	ABKJ22_RS01980
OG0000488	EHI52_RS01895	ABKJ22_RS02020
OG0000489	EHI52_RS00050	ABKJ22_RS00050
OG0000490	EHI52_RS03610	ABKJ22_RS03495
OG0000491	EHI52_RS01410	ABKJ22_RS01365
OG0000492	EHI52_RS01485	ABKJ22_RS01440
OG0000493	EHI52_RS00595	ABKJ22_RS00580
OG0000494	EHI52_RS00655	ABKJ22_RS01060
OG0000495	EHI52_RS02825	ABKJ22_RS02780
OG0000496	EHI52_RS02815	ABKJ22_RS02770
OG0000497	EHI52_RS02810	ABKJ22_RS02765
OG0000498	EHI52_RS02730	ABKJ22_RS02675
OG0000499	EHI52_RS02695	ABKJ22_RS02640
OG0000500	EHI52_RS02005	ABKJ22_RS01905
OG0000501	EHI52_RS03080	ABKJ22_RS02970
OG0000502	EHI52_RS01265	ABKJ22_RS01215
OG0000503	EHI52_RS00760	ABKJ22_RS00940
OG0000504	EHI52_RS00895	ABKJ22_RS00805
OG0000505	EHI52_RS01000	ABKJ22_RS00755
OG0000506	EHI52_RS01010	ABKJ22_RS00740
OG0000507	EHI52_RS01045	ABKJ22_RS00705
OG0000508	EHI52_RS00260	ABKJ22_RS00245
OG0000509	EHI52_RS00295	ABKJ22_RS00280
OG0000510	EHI52_RS00305	ABKJ22_RS00290
OG0000511	EHI52_RS00445	ABKJ22_RS00435
OG0000512	EHI52_RS02550	ABKJ22_RS02500
OG0000513	EHI52_RS03425	ABKJ22_RS03310
OG0000514	EHI52_RS02850	ABKJ22_RS02805
OG0000516	EHI52_RS01925	ABKJ22_RS01985
OG0000517	EHI52_RS00065	ABKJ22_RS00065
OG0000518	EHI52_RS03125	ABKJ22_RS03010
OG0000519	EHI52_RS00785	ABKJ22_RS00915
OG0000520	EHI52_RS00910	ABKJ22_RS00790
OG0000521	EHI52_RS00275	ABKJ22_RS00260
OG0000522	EHI52_RS00310	ABKJ22_RS00295
OG0000523	EHI52_RS03360	ABKJ22_RS03245
OG0000524	EHI52_RS02665	ABKJ22_RS02615
OG0000525	EHI52_RS03345	ABKJ22_RS03210
OG0000526	EHI52_RS03800	ABKJ22_RS01820
OG0000527	EHI52_RS02185	ABKJ22_RS01745
OG0000528	EHI52_RS01920	ABKJ22_RS01990
OG0000529	EHI52_RS02250	ABKJ22_RS02170
OG0000530	EHI52_RS02355	ABKJ22_RS02300
OG0000531	EHI52_RS01460	ABKJ22_RS01415
OG0000532	EHI52_RS01685	ABKJ22_RS01625
OG0000534	EHI52_RS00395	ABKJ22_RS00375
OG0000535	EHI52_RS00045	ABKJ22_RS00045
OG0000536	EHI52_RS03545	ABKJ22_RS03430
OG0000537	EHI52_RS00725	ABKJ22_RS00975
OG0000538	EHI52_RS01195	ABKJ22_RS01140
OG0000539	EHI52_RS00220	ABKJ22_RS00210
OG0000540	EHI52_RS02635	ABKJ22_RS02585
OG0000541	EHI52_RS02710	ABKJ22_RS02655
OG0000542	EHI52_RS00365	ABKJ22_RS00345
OG0000544	EHI52_RS01315	ABKJ22_RS01265
OG0000546	EHI52_RS02780	ABKJ22_RS02730, ABKJ22_RS02725
OG0000547	EHI52_RS02900	ABKJ22_RS02860
OG0000548	EHI52_RS01650	ABKJ22_RS01595
OG0000549	EHI52_RS03335	ABKJ22_RS03200
OG0000550	EHI52_RS03460	ABKJ22_RS03345
OG0000551	EHI52_RS02975	ABKJ22_RS02925
OG0000552	EHI52_RS03160	ABKJ22_RS03045
OG0000553	EHI52_RS02680	ABKJ22_RS02630
OG0000554	EHI52_RS02400	ABKJ22_RS02345
OG0000557	EHI52_RS01325	ABKJ22_RS01275
OG0000558	EHI52_RS01295	ABKJ22_RS01245
OG0000559	EHI52_RS01755	ABKJ22_RS01695
OG0000560	EHI52_RS02125	ABKJ22_RS01795
OG0000561	EHI52_RS01180	ABKJ22_RS01125
OG0000562	EHI52_RS02120	ABKJ22_RS01800
OG0000563	EHI52_RS02135	ABKJ22_RS01785
OG0000564	EHI52_RS03770	ABKJ22_RS01305
OG0000565	EHI52_RS02070	ABKJ22_RS01850
OG0000566	EHI52_RS02080	ABKJ22_RS01840
OG0000567	EHI52_RS02105	ABKJ22_RS01815
OG0000568	EHI52_RS00685	ABKJ22_RS01015
OG0000569	EHI52_RS01300	ABKJ22_RS01250
OG0000570	EHI52_RS01305	ABKJ22_RS01255
OG0000571	EHI52_RS01310	ABKJ22_RS01260
OG0000572	EHI52_RS01330	ABKJ22_RS01280
OG0000573	EHI52_RS01750	ABKJ22_RS01690
OG0000574	EHI52_RS01370	ABKJ22_RS01325
OG0000575	EHI52_RS01285	ABKJ22_RS01235
OG0000576	EHI52_RS01710	ABKJ22_RS01650
OG0000577	EHI52_RS02655	ABKJ22_RS02605
OG0000578	EHI52_RS02675	ABKJ22_RS02625
OG0000579	EHI52_RS02170	ABKJ22_RS01760
OG0000580	EHI52_RS03845	ABKJ22_RS02735
OG0000581	EHI52_RS02175	ABKJ22_RS01750
OG0000582	EHI52_RS03765	ABKJ22_RS01270
OG0000583	EHI52_RS01740	ABKJ22_RS01680
OG0000585	EHI52_RS02220	ABKJ22_RS02200
OG0000586	EHI52_RS01725	ABKJ22_RS01665
OG0000587	EHI52_RS03915	ABKJ22_RS01855
OG0000588	EHI52_RS01700	ABKJ22_RS01640
OG0000589	EHI52_RS00950	ABKJ22_RS02245
OG0000591	EHI52_RS02045	ABKJ22_RS01870
OG0000592	EHI52_RS02645	ABKJ22_RS02595
OG0000593	EHI52_RS03525	ABKJ22_RS03410
OG0000594	EHI52_RS01290	ABKJ22_RS01240
OG0000601	EHI52_RS02130	ABKJ22_RS01790
OG0000604	EHI52_RS03890	ABKJ22_RS02740
OG0000608	EHI52_RS02115	ABKJ22_RS01805
OG0000609	EHI52_RS03640	ABKJ22_RS01830
OG0000611	EHI52_RS00090	ABKJ22_RS00090
OG0000613	EHI52_RS03785	ABKJ22_RS01865
OG0000622	EHI52_RS03730	ABKJ22_RS00760
OG0000623	EHI52_RS03895, EHI52_RS03875, EHI52_RS03645	ABKJ22_RS00430
OG0000625	EHI52_RS03920	ABKJ22_RS01765
OG0000633	EHI52_RS03870	ABKJ22_RS01770
