Orthogroup	MHP_F72C_genes	MHP_MHP653_genes
OG0000532	EHI52_RS01685	DR096_RS01395
OG0000534	EHI52_RS00395	DR096_RS00125
OG0000535	EHI52_RS00045	DR096_RS04655
OG0000537	EHI52_RS00725	DR096_RS02110
OG0000538	EHI52_RS01195	DR096_RS01915
OG0000539	EHI52_RS00220	DR096_RS00295
OG0000540	EHI52_RS02635	DR096_RS02455
OG0000541	EHI52_RS02710	DR096_RS01465
OG0000542	EHI52_RS00365	DR096_RS00155
OG0000544	EHI52_RS01315	DR096_RS04680
OG0000545	EHI52_RS02110	DR096_RS03395
OG0000546	EHI52_RS02780	DR096_RS01200
OG0000547	EHI52_RS02900	DR096_RS01080
OG0000548	EHI52_RS01650	DR096_RS01360
OG0000549	EHI52_RS03335	DR096_RS04755
OG0000550	EHI52_RS03460	DR096_RS00975
OG0000551	EHI52_RS02975	DR096_RS00810
OG0000553	EHI52_RS02680	DR096_RS04625
OG0000554	EHI52_RS02400	DR096_RS01730
OG0000555	EHI52_RS03850	DR096_RS04580
OG0000557	EHI52_RS01325	DR096_RS02225
OG0000558	EHI52_RS01295	DR096_RS02255
OG0000559	EHI52_RS01755	DR096_RS02035
OG0000560	EHI52_RS02125	DR096_RS03410
OG0000561	EHI52_RS01180	DR096_RS01900
OG0000562	EHI52_RS02120	DR096_RS03405
OG0000563	EHI52_RS02135	DR096_RS03420
OG0000564	EHI52_RS03770	DR096_RS01675
OG0000565	EHI52_RS02070	DR096_RS00410
OG0000566	EHI52_RS02080	DR096_RS00400
OG0000567	EHI52_RS02105	DR096_RS00370
OG0000568	EHI52_RS00685	DR096_RS02070
OG0000569	EHI52_RS01300	DR096_RS02250
OG0000570	EHI52_RS01305	DR096_RS04685
OG0000571	EHI52_RS01310	DR096_RS02240
OG0000572	EHI52_RS01330	DR096_RS02220
OG0000573	EHI52_RS01750	DR096_RS02030
OG0000574	EHI52_RS01370	DR096_RS01655
OG0000575	EHI52_RS01285	DR096_RS02265
OG0000576	EHI52_RS01710	DR096_RS01985
OG0000578	EHI52_RS02675	DR096_RS01430
OG0000579	EHI52_RS02170	DR096_RS03475
OG0000580	EHI52_RS03845	DR096_RS04010
OG0000581	EHI52_RS02175	DR096_RS03460
OG0000582	EHI52_RS03765	DR096_RS04675
OG0000583	EHI52_RS01740	DR096_RS02020
OG0000585	EHI52_RS02220	DR096_RS02895
OG0000586	EHI52_RS01725	DR096_RS04145
OG0000587	EHI52_RS03915	DR096_RS04830
OG0000588	EHI52_RS01700	DR096_RS01980
OG0000589	EHI52_RS00950	DR096_RS03445
OG0000591	EHI52_RS02045	DR096_RS03895
OG0000592	EHI52_RS02645	DR096_RS02445
OG0000593	EHI52_RS03525	DR096_RS01040
OG0000594	EHI52_RS01290	DR096_RS02260
OG0000595	EHI52_RS03000	DR096_RS00790
OG0000596	EHI52_RS01785	DR096_RS03350
OG0000598	EHI52_RS01790	DR096_RS03355
OG0000599	EHI52_RS01795	DR096_RS03360
OG0000601	EHI52_RS02130	DR096_RS03415
OG0000604	EHI52_RS03890	DR096_RS04005
OG0000606	EHI52_RS02160	DR096_RS03465
OG0000607	EHI52_RS03630	DR096_RS02275
OG0000608	EHI52_RS02115	DR096_RS04805
OG0000611	EHI52_RS00090	DR096_RS02585
OG0000612	EHI52_RS01800	DR096_RS03365
OG0000613	EHI52_RS03785	DR096_RS03890
OG0000615	EHI52_RS02685	DR096_RS01440
OG0000618	EHI52_RS03300	DR096_RS04300
OG0000622	EHI52_RS03730	DR096_RS04235
OG0000625	EHI52_RS03920	DR096_RS03630
OG0000626	EHI52_RS03695	DR096_RS03795
