Orthogroup	MHP_F72C_genes	MHP_116_genes
OG0000483	EHI52_RS01865	ABJ972_RS02040
OG0000484	EHI52_RS00205	ABJ972_RS00185
OG0000485	EHI52_RS01240	ABJ972_RS01150
OG0000486	EHI52_RS02315	ABJ972_RS02255
OG0000487	EHI52_RS01930	ABJ972_RS01970
OG0000488	EHI52_RS01895	ABJ972_RS02010
OG0000489	EHI52_RS00050	ABJ972_RS00050
OG0000490	EHI52_RS03610	ABJ972_RS03540
OG0000491	EHI52_RS01410	ABJ972_RS01335
OG0000492	EHI52_RS01485	ABJ972_RS01410
OG0000493	EHI52_RS00595	ABJ972_RS00565
OG0000494	EHI52_RS00655	ABJ972_RS01030
OG0000495	EHI52_RS02825	ABJ972_RS02760
OG0000496	EHI52_RS02815	ABJ972_RS02750
OG0000497	EHI52_RS02810	ABJ972_RS02745
OG0000498	EHI52_RS02730	ABJ972_RS02665
OG0000499	EHI52_RS02695	ABJ972_RS02630
OG0000500	EHI52_RS02005	ABJ972_RS01895
OG0000501	EHI52_RS03080	ABJ972_RS02975
OG0000502	EHI52_RS01265	ABJ972_RS01190
OG0000503	EHI52_RS00760	ABJ972_RS00905
OG0000504	EHI52_RS00895	ABJ972_RS00770
OG0000505	EHI52_RS01000	ABJ972_RS00735
OG0000506	EHI52_RS01010	ABJ972_RS00725
OG0000507	EHI52_RS01045	ABJ972_RS00690
OG0000508	EHI52_RS00260	ABJ972_RS00235
OG0000509	EHI52_RS00295	ABJ972_RS00270
OG0000510	EHI52_RS00305	ABJ972_RS00280
OG0000511	EHI52_RS00445	ABJ972_RS00415
OG0000512	EHI52_RS02550	ABJ972_RS02490
OG0000513	EHI52_RS03425	ABJ972_RS03330
OG0000514	EHI52_RS02850	ABJ972_RS02785
OG0000516	EHI52_RS01925	ABJ972_RS01975
OG0000517	EHI52_RS00065	ABJ972_RS00065
OG0000518	EHI52_RS03125	ABJ972_RS03015
OG0000519	EHI52_RS00785	ABJ972_RS00880
OG0000520	EHI52_RS00910	ABJ972_RS00755
OG0000521	EHI52_RS00275	ABJ972_RS00250
OG0000522	EHI52_RS00310	ABJ972_RS00285
OG0000523	EHI52_RS03360	ABJ972_RS03265
OG0000524	EHI52_RS02665	ABJ972_RS02605
OG0000525	EHI52_RS03345	ABJ972_RS03240
OG0000526	EHI52_RS03800	ABJ972_RS01800, ABJ972_RS01810
OG0000527	EHI52_RS02185	ABJ972_RS01725
OG0000528	EHI52_RS01920	ABJ972_RS01980
OG0000529	EHI52_RS02250	ABJ972_RS02190
OG0000530	EHI52_RS02355	ABJ972_RS02295
OG0000531	EHI52_RS01460	ABJ972_RS01385
OG0000532	EHI52_RS01685	ABJ972_RS01605
OG0000534	EHI52_RS00395	ABJ972_RS00365
OG0000535	EHI52_RS00045	ABJ972_RS00045
OG0000536	EHI52_RS03545	ABJ972_RS03445
OG0000537	EHI52_RS00725	ABJ972_RS00945
OG0000538	EHI52_RS01195	ABJ972_RS01110
OG0000539	EHI52_RS00220	ABJ972_RS00200
OG0000540	EHI52_RS02635	ABJ972_RS02575
OG0000542	EHI52_RS00365	ABJ972_RS00335
OG0000544	EHI52_RS01315	ABJ972_RS01240
OG0000545	EHI52_RS02110	ABJ972_RS01790
OG0000546	EHI52_RS02780	ABJ972_RS02710
OG0000547	EHI52_RS02900	ABJ972_RS02835
OG0000548	EHI52_RS01650	ABJ972_RS01570
OG0000549	EHI52_RS03335	ABJ972_RS03230
OG0000550	EHI52_RS03460	ABJ972_RS03365
OG0000551	EHI52_RS02975	ABJ972_RS02905
OG0000552	EHI52_RS03160	ABJ972_RS03050
OG0000553	EHI52_RS02680	ABJ972_RS02620
OG0000554	EHI52_RS02400	ABJ972_RS02340
OG0000555	EHI52_RS03850	ABJ972_RS02840
OG0000557	EHI52_RS01325	ABJ972_RS01250
OG0000558	EHI52_RS01295	ABJ972_RS01220
OG0000559	EHI52_RS01755	ABJ972_RS01675
OG0000560	EHI52_RS02125	ABJ972_RS01780
OG0000561	EHI52_RS01180	ABJ972_RS01095
OG0000562	EHI52_RS02120	ABJ972_RS01785
OG0000563	EHI52_RS02135	ABJ972_RS01770
OG0000564	EHI52_RS03770	ABJ972_RS01275
OG0000565	EHI52_RS02070	ABJ972_RS01845
OG0000566	EHI52_RS02080	ABJ972_RS01830
OG0000567	EHI52_RS02105	ABJ972_RS01795
OG0000568	EHI52_RS00685	ABJ972_RS00985
OG0000569	EHI52_RS01300	ABJ972_RS01225
OG0000570	EHI52_RS01305	ABJ972_RS01230
OG0000571	EHI52_RS01310	ABJ972_RS01235
OG0000572	EHI52_RS01330	ABJ972_RS01255
OG0000573	EHI52_RS01750	ABJ972_RS01670
OG0000574	EHI52_RS01370	ABJ972_RS01295
OG0000575	EHI52_RS01285	ABJ972_RS01210
OG0000576	EHI52_RS01710	ABJ972_RS01630
OG0000577	EHI52_RS02655	ABJ972_RS02595
OG0000578	EHI52_RS02675	ABJ972_RS02615
OG0000579	EHI52_RS02170	ABJ972_RS01735
OG0000580	EHI52_RS03845	ABJ972_RS02715
OG0000581	EHI52_RS02175	ABJ972_RS01730
OG0000582	EHI52_RS03765	ABJ972_RS01245
OG0000583	EHI52_RS01740	ABJ972_RS01660
OG0000585	EHI52_RS02220	ABJ972_RS02155
OG0000586	EHI52_RS01725	ABJ972_RS01645
OG0000587	EHI52_RS03915	ABJ972_RS01850
OG0000588	EHI52_RS01700	ABJ972_RS01620
OG0000589	EHI52_RS00950	ABJ972_RS02110
OG0000592	EHI52_RS02645	ABJ972_RS02585
OG0000593	EHI52_RS03525	ABJ972_RS03430
OG0000594	EHI52_RS01290	ABJ972_RS01215
OG0000595	EHI52_RS03000	ABJ972_RS02925
OG0000601	EHI52_RS02130	ABJ972_RS01775
OG0000606	EHI52_RS02160	ABJ972_RS01740
OG0000609	EHI52_RS03640	ABJ972_RS01820
OG0000611	EHI52_RS00090	ABJ972_RS00090
OG0000618	EHI52_RS03300	ABJ972_RS03195
OG0000625	EHI52_RS03920	ABJ972_RS01750
OG0000633	EHI52_RS03870	ABJ972_RS01760
