Orthogroup	MHP_F72C_genes	MHP_7448_genes
OG0000484	EHI52_RS00205	MHP7448_RS00195
OG0000485	EHI52_RS01240	MHP7448_RS01170
OG0000486	EHI52_RS02315	MHP7448_RS02235
OG0000487	EHI52_RS01930	MHP7448_RS02025
OG0000488	EHI52_RS01895	MHP7448_RS02060
OG0000489	EHI52_RS00050	MHP7448_RS00050
OG0000490	EHI52_RS03610	MHP7448_RS03645
OG0000491	EHI52_RS01410	MHP7448_RS01365
OG0000492	EHI52_RS01485	MHP7448_RS01440
OG0000493	EHI52_RS00595	MHP7448_RS00580
OG0000494	EHI52_RS00655	MHP7448_RS00650
OG0000495	EHI52_RS02825	MHP7448_RS02855
OG0000496	EHI52_RS02815	MHP7448_RS02845
OG0000497	EHI52_RS02810	MHP7448_RS02840
OG0000498	EHI52_RS02730	MHP7448_RS02760
OG0000499	EHI52_RS02695	MHP7448_RS02725
OG0000500	EHI52_RS02005	MHP7448_RS01950
OG0000501	EHI52_RS03080	MHP7448_RS03100
OG0000502	EHI52_RS01265	MHP7448_RS01205
OG0000503	EHI52_RS00760	MHP7448_RS00765
OG0000504	EHI52_RS00895	MHP7448_RS00900
OG0000505	EHI52_RS01000	MHP7448_RS00935
OG0000506	EHI52_RS01010	MHP7448_RS00945
OG0000507	EHI52_RS01045	MHP7448_RS00980
OG0000508	EHI52_RS00260	MHP7448_RS00250
OG0000509	EHI52_RS00295	MHP7448_RS00285
OG0000510	EHI52_RS00305	MHP7448_RS00295
OG0000511	EHI52_RS00445	MHP7448_RS00430
OG0000512	EHI52_RS02550	MHP7448_RS02575
OG0000513	EHI52_RS03425	MHP7448_RS03460
OG0000514	EHI52_RS02850	MHP7448_RS02885
OG0000516	EHI52_RS01925	MHP7448_RS02030
OG0000517	EHI52_RS00065	MHP7448_RS00065
OG0000518	EHI52_RS03125	MHP7448_RS03145
OG0000519	EHI52_RS00785	MHP7448_RS00790
OG0000520	EHI52_RS00910	MHP7448_RS00915
OG0000521	EHI52_RS00275	MHP7448_RS00265
OG0000522	EHI52_RS00310	MHP7448_RS00300
OG0000523	EHI52_RS03360	MHP7448_RS03395
OG0000524	EHI52_RS02665	MHP7448_RS02695
OG0000525	EHI52_RS03345	MHP7448_RS03365
OG0000526	EHI52_RS03800	MHP7448_RS03985
OG0000527	EHI52_RS02185	MHP7448_RS01795
OG0000528	EHI52_RS01920	MHP7448_RS02035
OG0000529	EHI52_RS02250	MHP7448_RS02170
OG0000530	EHI52_RS02355	MHP7448_RS02370
OG0000531	EHI52_RS01460	MHP7448_RS01415
OG0000532	EHI52_RS01685	MHP7448_RS01645
OG0000534	EHI52_RS00395	MHP7448_RS00380
OG0000535	EHI52_RS00045	MHP7448_RS00045
OG0000536	EHI52_RS03545	MHP7448_RS03575
OG0000537	EHI52_RS00725	MHP7448_RS00735
OG0000538	EHI52_RS01195	MHP7448_RS01125
OG0000539	EHI52_RS00220	MHP7448_RS00210
OG0000540	EHI52_RS02635	MHP7448_RS02660
OG0000541	EHI52_RS02710	MHP7448_RS02740
OG0000542	EHI52_RS00365	MHP7448_RS00350
OG0000544	EHI52_RS01315	MHP7448_RS01265
OG0000545	EHI52_RS02110	MHP7448_RS01860
OG0000546	EHI52_RS02780	MHP7448_RS02810
OG0000547	EHI52_RS02900	MHP7448_RS02935
OG0000548	EHI52_RS01650	MHP7448_RS01610
OG0000549	EHI52_RS03335	MHP7448_RS03355
OG0000550	EHI52_RS03460	MHP7448_RS03495
OG0000551	EHI52_RS02975	MHP7448_RS03010
OG0000552	EHI52_RS03160	MHP7448_RS03180
OG0000553	EHI52_RS02680	MHP7448_RS02710
OG0000554	EHI52_RS02400	MHP7448_RS02415
OG0000555	EHI52_RS03850	MHP7448_RS04050
OG0000557	EHI52_RS01325	MHP7448_RS01275
OG0000558	EHI52_RS01295	MHP7448_RS01245
OG0000559	EHI52_RS01755	MHP7448_RS01715
OG0000560	EHI52_RS02125	MHP7448_RS01845
OG0000561	EHI52_RS01180	MHP7448_RS01110
OG0000562	EHI52_RS02120	MHP7448_RS01850
OG0000563	EHI52_RS02135	MHP7448_RS01835
OG0000564	EHI52_RS03770	MHP7448_RS03960
OG0000565	EHI52_RS02070	MHP7448_RS01900
OG0000566	EHI52_RS02080	MHP7448_RS01890
OG0000567	EHI52_RS02105	MHP7448_RS01865
OG0000568	EHI52_RS00685	MHP7448_RS00695
OG0000569	EHI52_RS01300	MHP7448_RS01250
OG0000570	EHI52_RS01305	MHP7448_RS01255
OG0000571	EHI52_RS01310	MHP7448_RS01260
OG0000572	EHI52_RS01330	MHP7448_RS01280
OG0000573	EHI52_RS01750	MHP7448_RS01710
OG0000574	EHI52_RS01370	MHP7448_RS01325
OG0000575	EHI52_RS01285	MHP7448_RS01235
OG0000576	EHI52_RS01710	MHP7448_RS03735
OG0000577	EHI52_RS02655	MHP7448_RS02680
OG0000578	EHI52_RS02675	MHP7448_RS02705
OG0000579	EHI52_RS02170	MHP7448_RS01805
OG0000580	EHI52_RS03845	MHP7448_RS02815
OG0000581	EHI52_RS02175	MHP7448_RS01800
OG0000582	EHI52_RS03765	MHP7448_RS03955
OG0000583	EHI52_RS01740	MHP7448_RS01700
OG0000586	EHI52_RS01725	MHP7448_RS01690
OG0000587	EHI52_RS03915	MHP7448_RS04085
OG0000588	EHI52_RS01700	MHP7448_RS01670
OG0000591	EHI52_RS02045	MHP7448_RS03890
OG0000592	EHI52_RS02645	MHP7448_RS02670
OG0000593	EHI52_RS03525	MHP7448_RS03560
OG0000594	EHI52_RS01290	MHP7448_RS01240
OG0000595	EHI52_RS03000	MHP7448_RS03030
OG0000596	EHI52_RS01785	MHP7448_RS01750
OG0000597	EHI52_RS02995	MHP7448_RS03025
OG0000598	EHI52_RS01790	MHP7448_RS01755
OG0000599	EHI52_RS01795	MHP7448_RS01760
OG0000601	EHI52_RS02130	MHP7448_RS01840
OG0000602	EHI52_RS01900	MHP7448_RS02055
OG0000604	EHI52_RS03890	MHP7448_RS04090
OG0000606	EHI52_RS02160	MHP7448_RS01815
OG0000607	EHI52_RS03630	MHP7448_RS03855
OG0000608	EHI52_RS02115	MHP7448_RS03865
OG0000609	EHI52_RS03640	MHP7448_RS03875
OG0000611	EHI52_RS00090	MHP7448_RS00090
OG0000612	EHI52_RS01800	MHP7448_RS01770
OG0000613	EHI52_RS03785	MHP7448_RS01910
OG0000615	EHI52_RS02685	MHP7448_RS02715
OG0000618	EHI52_RS03300	MHP7448_RS03320
OG0000623	EHI52_RS03895, EHI52_RS03875, EHI52_RS03645, EHI52_RS03625	MHP7448_RS03940
OG0000625	EHI52_RS03920	MHP7448_RS04130
OG0000626	EHI52_RS03695	MHP7448_RS03935
OG0000633	EHI52_RS03870	MHP7448_RS04075
