Orthogroup	MHP_11_genes	MHP_UFV02_genes
OG0000514	B5C39_RS00080	FEF31_RS02600
OG0000515	B5C39_RS01335	FEF31_RS01230
OG0000516	B5C39_RS03515	FEF31_RS04490
OG0000517	B5C39_RS00880	FEF31_RS03350
OG0000518	B5C39_RS00295	FEF31_RS03675
OG0000519	B5C39_RS02120	FEF31_RS00440
OG0000520	B5C39_RS01995	FEF31_RS00565
OG0000521	B5C39_RS01090	FEF31_RS03535
OG0000522	B5C39_RS01125	FEF31_RS03570
OG0000523	B5C39_RS00550	FEF31_RS03035
OG0000524	B5C39_RS02945	FEF31_RS02410
OG0000525	B5C39_RS00515	FEF31_RS04585
OG0000526	B5C39_RS03895	FEF31_RS01585
OG0000527	B5C39_RS03280	FEF31_RS01525
OG0000528	B5C39_RS03520	FEF31_RS01760
OG0000529	B5C39_RS02520	FEF31_RS01980
OG0000530	B5C39_RS02630	FEF31_RS02080
OG0000531	B5C39_RS01500	FEF31_RS01060
OG0000532	B5C39_RS03145	FEF31_RS01290
OG0000533	B5C39_RS02295	FEF31_RS00260
OG0000534	B5C39_RS01210	FEF31_RS00045
OG0000535	B5C39_RS00860	FEF31_RS04655
OG0000536	B5C39_RS00730	FEF31_RS03215
OG0000537	B5C39_RS02180	FEF31_RS00380
OG0000538	B5C39_RS01785	FEF31_RS00780
OG0000539	B5C39_RS01035	FEF31_RS03485
OG0000540	B5C39_RS02915	FEF31_RS02380
OG0000541	B5C39_RS02990	FEF31_RS02460
OG0000542	B5C39_RS01180	FEF31_RS00015
OG0000544	B5C39_RS01645	FEF31_RS04410
OG0000545	B5C39_RS03330	FEF31_RS01575
OG0000546	B5C39_RS03060	FEF31_RS02530
OG0000547	B5C39_RS00130	FEF31_RS02650
OG0000548	B5C39_RS03105	FEF31_RS01255
OG0000549	B5C39_RS00505	FEF31_RS04580
OG0000550	B5C39_RS00650	FEF31_RS03135
OG0000552	B5C39_RS00330	FEF31_RS03710
OG0000553	B5C39_RS02960	FEF31_RS04535
OG0000554	B5C39_RS02675	FEF31_RS02125
OG0000555	B5C39_RS03755	FEF31_RS02655
OG0000557	B5C39_RS01635	FEF31_RS00920
OG0000558	B5C39_RS01665	FEF31_RS00890
OG0000559	B5C39_RS03210	FEF31_RS01360
OG0000560	B5C39_RS03320	FEF31_RS01560
OG0000561	B5C39_RS01800	FEF31_RS00765
OG0000562	B5C39_RS03325	FEF31_RS01565
OG0000563	B5C39_RS03310	FEF31_RS01550
OG0000564	B5C39_RS03805	FEF31_RS00945
OG0000565	B5C39_RS03365	FEF31_RS01620
OG0000566	B5C39_RS03355	FEF31_RS01605
OG0000567	B5C39_RS03335	FEF31_RS01580
OG0000568	B5C39_RS02220	FEF31_RS00340
OG0000569	B5C39_RS01660	FEF31_RS00895
OG0000570	B5C39_RS01655	FEF31_RS04405
OG0000571	B5C39_RS01650	FEF31_RS00905
OG0000572	B5C39_RS01630	FEF31_RS00925
OG0000573	B5C39_RS03205	FEF31_RS01355
OG0000574	B5C39_RS01590	FEF31_RS00965
OG0000575	B5C39_RS01675	FEF31_RS00880
OG0000576	B5C39_RS03165	FEF31_RS01315
OG0000577	B5C39_RS02935	FEF31_RS02400
OG0000578	B5C39_RS02955	FEF31_RS02420
OG0000579	B5C39_RS03300	FEF31_RS01540
OG0000580	B5C39_RS03870	FEF31_RS02535
OG0000581	B5C39_RS03285	FEF31_RS01530
OG0000582	B5C39_RS03810	FEF31_RS04415
OG0000583	B5C39_RS03195	FEF31_RS01345
OG0000584	B5C39_RS01300	FEF31_RS01425
OG0000586	B5C39_RS03180	FEF31_RS01330
OG0000587	B5C39_RS03705	FEF31_RS04780
OG0000588	B5C39_RS03155	FEF31_RS01305
OG0000591	B5C39_RS03720	FEF31_RS04065
OG0000592	B5C39_RS02925	FEF31_RS02390
OG0000593	B5C39_RS00715	FEF31_RS03200
OG0000594	B5C39_RS01670	FEF31_RS00885
OG0000598	B5C39_RS03250	FEF31_RS01495
OG0000599	B5C39_RS03255	FEF31_RS01500
OG0000600	B5C39_RS01295	FEF31_RS01430
OG0000601	B5C39_RS03315	FEF31_RS01555
OG0000604	B5C39_RS03910	FEF31_RS04155
OG0000605	B5C39_RS01285	FEF31_RS01445
OG0000606	B5C39_RS03290	FEF31_RS01535
OG0000607	B5C39_RS03645	FEF31_RS00870
OG0000610	B5C39_RS03900	FEF31_RS03930
OG0000612	B5C39_RS03890	FEF31_RS01505
OG0000615	B5C39_RS02965	FEF31_RS02430
OG0000618	B5C39_RS00470	FEF31_RS02240
OG0000645	B5C39_RS01720	FEF31_RS00840
