Orthogroup	MHP_11_genes	MHP_NCTC10127_genes
OG0000479	B5C39_RS01570	EXC50_RS02760
OG0000480	B5C39_RS03725	EXC50_RS03895
OG0000481	B5C39_RS02090	EXC50_RS03270
OG0000482	B5C39_RS01690	EXC50_RS02875
OG0000483	B5C39_RS03575	EXC50_RS01015
OG0000484	B5C39_RS01020	EXC50_RS00205
OG0000485	B5C39_RS01740	EXC50_RS02920
OG0000486	B5C39_RS02585	EXC50_RS01155
OG0000487	B5C39_RS03510	EXC50_RS00950
OG0000488	B5C39_RS03545	EXC50_RS00985
OG0000489	B5C39_RS00865	EXC50_RS00050
OG0000490	B5C39_RS00805	EXC50_RS02450
OG0000491	B5C39_RS01550	EXC50_RS02740
OG0000492	B5C39_RS01475	EXC50_RS02665
OG0000493	B5C39_RS02315	EXC50_RS03505
OG0000494	B5C39_RS02255	EXC50_RS03445
OG0000495	B5C39_RS00055	EXC50_RS01675
OG0000496	B5C39_RS00045	EXC50_RS01665
OG0000497	B5C39_RS00040	EXC50_RS01660
OG0000498	B5C39_RS03010	EXC50_RS01580
OG0000499	B5C39_RS02975	EXC50_RS01545
OG0000500	B5C39_RS03435	EXC50_RS00875
OG0000501	B5C39_RS00255	EXC50_RS01905
OG0000502	B5C39_RS01700	EXC50_RS02885
OG0000503	B5C39_RS02145	EXC50_RS03325
OG0000504	B5C39_RS02010	EXC50_RS03190
OG0000505	B5C39_RS01975	EXC50_RS03155
OG0000506	B5C39_RS01965	EXC50_RS03145
OG0000507	B5C39_RS01930	EXC50_RS03110
OG0000508	B5C39_RS01075	EXC50_RS00260
OG0000509	B5C39_RS01110	EXC50_RS00295
OG0000510	B5C39_RS01120	EXC50_RS00305
OG0000511	B5C39_RS02470	EXC50_RS03655
OG0000512	B5C39_RS02830	EXC50_RS01400
OG0000513	B5C39_RS00615	EXC50_RS02270
OG0000514	B5C39_RS00080	EXC50_RS01700
OG0000515	B5C39_RS01335	EXC50_RS02525
OG0000515	B5C39_RS03090	EXC50_RS00520
OG0000516	B5C39_RS03515	EXC50_RS00955
OG0000517	B5C39_RS00880	EXC50_RS00065
OG0000518	B5C39_RS00295	EXC50_RS01945
OG0000519	B5C39_RS02120	EXC50_RS03300
OG0000520	B5C39_RS01995	EXC50_RS03175
OG0000521	B5C39_RS01090	EXC50_RS00275
OG0000522	B5C39_RS01125	EXC50_RS00310
OG0000523	B5C39_RS00550	EXC50_RS02205
OG0000524	B5C39_RS02945	EXC50_RS01515
OG0000525	B5C39_RS00515	EXC50_RS02170
OG0000526	B5C39_RS03895	EXC50_RS04005
OG0000527	B5C39_RS03280	EXC50_RS00720
OG0000528	B5C39_RS03520	EXC50_RS00960
OG0000529	B5C39_RS02520	EXC50_RS01090
OG0000530	B5C39_RS02630	EXC50_RS01200
OG0000531	B5C39_RS01500	EXC50_RS02690
OG0000532	B5C39_RS03145	EXC50_RS00575
OG0000533	B5C39_RS02295	EXC50_RS03490
OG0000534	B5C39_RS01210	EXC50_RS00395
OG0000535	B5C39_RS00860	EXC50_RS00045
OG0000536	B5C39_RS00730	EXC50_RS02385
OG0000537	B5C39_RS02180	EXC50_RS03360
OG0000538	B5C39_RS01785	EXC50_RS02965
OG0000539	B5C39_RS01035	EXC50_RS00220
OG0000540	B5C39_RS02915	EXC50_RS01485
OG0000541	B5C39_RS02990	EXC50_RS01560
OG0000542	B5C39_RS01180	EXC50_RS00365
OG0000543	B5C39_RS00015	EXC50_RS00505, EXC50_RS03730
OG0000544	B5C39_RS01645	EXC50_RS02835
OG0000545	B5C39_RS03330	EXC50_RS00770
OG0000546	B5C39_RS03060	EXC50_RS01630
OG0000547	B5C39_RS00130	EXC50_RS01750
OG0000548	B5C39_RS03105	EXC50_RS00535
OG0000549	B5C39_RS00505	EXC50_RS02160
OG0000550	B5C39_RS00650	EXC50_RS02305
OG0000551	B5C39_RS00205	EXC50_RS01825
OG0000552	B5C39_RS00330	EXC50_RS01980
OG0000553	B5C39_RS02960	EXC50_RS01530
OG0000554	B5C39_RS02675	EXC50_RS01245
OG0000555	B5C39_RS03755	EXC50_RS04055
OG0000556	B5C39_RS01280	EXC50_RS03790, EXC50_RS03775
OG0000557	B5C39_RS01635	EXC50_RS02825
OG0000558	B5C39_RS01665	EXC50_RS02855
OG0000559	B5C39_RS03210	EXC50_RS00655
OG0000560	B5C39_RS03320	EXC50_RS00760
OG0000561	B5C39_RS01800	EXC50_RS02980
OG0000562	B5C39_RS03325	EXC50_RS00765
OG0000563	B5C39_RS03310	EXC50_RS00750
OG0000564	B5C39_RS03805	EXC50_RS04095
OG0000565	B5C39_RS03365	EXC50_RS00810
OG0000566	B5C39_RS03355	EXC50_RS00800
OG0000567	B5C39_RS03335	EXC50_RS00775
OG0000568	B5C39_RS02220	EXC50_RS03400
OG0000569	B5C39_RS01660	EXC50_RS02850
OG0000570	B5C39_RS01655	EXC50_RS02845
OG0000571	B5C39_RS01650	EXC50_RS02840
OG0000572	B5C39_RS01630	EXC50_RS02820
OG0000573	B5C39_RS03205	EXC50_RS00650
OG0000574	B5C39_RS01590	EXC50_RS02780
OG0000575	B5C39_RS01675	EXC50_RS02865
OG0000576	B5C39_RS03165	EXC50_RS00610
OG0000577	B5C39_RS02935	EXC50_RS01505
OG0000578	B5C39_RS02955	EXC50_RS01525
OG0000579	B5C39_RS03300	EXC50_RS00740
OG0000580	B5C39_RS03870	EXC50_RS04050
OG0000581	B5C39_RS03285	EXC50_RS00725
OG0000582	B5C39_RS03810	EXC50_RS04100
OG0000583	B5C39_RS03195	EXC50_RS00640
OG0000584	B5C39_RS01300	EXC50_RS03755
OG0000586	B5C39_RS03180	EXC50_RS00625
OG0000587	B5C39_RS03705	EXC50_RS03910
OG0000588	B5C39_RS03155	EXC50_RS00600
OG0000590	B5C39_RS01310	EXC50_RS03745
OG0000591	B5C39_RS03720	EXC50_RS03890
OG0000592	B5C39_RS02925	EXC50_RS01495
OG0000593	B5C39_RS00715	EXC50_RS02370
OG0000594	B5C39_RS01670	EXC50_RS02860
OG0000596	B5C39_RS03245	EXC50_RS00685
OG0000598	B5C39_RS03250	EXC50_RS00690
OG0000599	B5C39_RS03255	EXC50_RS00695
OG0000600	B5C39_RS01295	EXC50_RS02480, EXC50_RS03760
OG0000601	B5C39_RS03315	EXC50_RS00755
OG0000603	B5C39_RS01290	EXC50_RS03765
OG0000604	B5C39_RS03910	EXC50_RS04240
OG0000605	B5C39_RS01285	EXC50_RS02490, EXC50_RS03770
OG0000606	B5C39_RS03290	EXC50_RS00730
OG0000607	B5C39_RS03645	EXC50_RS04105
OG0000609	B5C39_RS03660	EXC50_RS03905
OG0000610	B5C39_RS03900	EXC50_RS04245
OG0000611	B5C39_RS00905	EXC50_RS00090
OG0000612	B5C39_RS03890	EXC50_RS03995
OG0000615	B5C39_RS02965	EXC50_RS01535
OG0000616	B5C39_RS01275	EXC50_RS03795
OG0000618	B5C39_RS00470	EXC50_RS02125
OG0000619	B5C39_RS03295	EXC50_RS00735
OG0000620	B5C39_RS03670	EXC50_RS03885
OG0000621	B5C39_RS03925	EXC50_RS04230
OG0000645	B5C39_RS01720	EXC50_RS02900
OG0000647	B5C39_RS03880	EXC50_RS03980
OG0000691	B5C39_RS03675	EXC50_RS03870
