Orthogroup	Species	MHP_1257_genes	Orthologs
OG0000072	MHP_F72C_genes	ABKJ22_RS03160	EHI52_RS03290
OG0000073	MHP_MHP709_genes	ABKJ22_RS00995	DR088_RS02825
OG0000073	MHP_116_genes	ABKJ22_RS00995	ABJ972_RS00965
OG0000073	MHP_11_genes	ABKJ22_RS00995	B5C39_RS02200
OG0000073	MHP_168L_genes	ABKJ22_RS00995	MHP168L_RS00955
OG0000073	MHP_168_genes	ABKJ22_RS00995	MHP168_RS00950
OG0000073	MHP_232_genes	ABKJ22_RS00995	MHP_RS01290
OG0000073	MHP_7422_genes	ABKJ22_RS00995	MHL_RS00795
OG0000073	MHP_7448_genes	ABKJ22_RS00995	MHP7448_RS00715
OG0000073	MHP_98_genes	ABKJ22_RS00995	GOM18_RS00135
OG0000073	MHP_ES2L_genes	ABKJ22_RS00995	HZK19_RS00680
OG0000073	MHP_ES2_genes	ABKJ22_RS00995	E5E95_RS00705
OG0000073	MHP_F72C_genes	ABKJ22_RS00995	EHI52_RS00705
OG0000073	MHP_KM014_genes	ABKJ22_RS00995	CIB43_RS01580
OG0000073	MHP_LH_genes	ABKJ22_RS00995	KUD10_RS00700
OG0000073	MHP_MHP653_genes	ABKJ22_RS00995	DR096_RS02090
OG0000073	MHP_MHP679_genes	ABKJ22_RS00995	DR086_RS03040
OG0000073	MHP_MHP696_genes	ABKJ22_RS00995	DR090_RS00125
OG0000073	MHP_NCTC10127_genes	ABKJ22_RS00995	EXC50_RS03380
OG0000073	MHP_UFV01_genes	ABKJ22_RS00995	FEF30_RS01015
OG0000073	MHP_UFV02_genes	ABKJ22_RS00995	FEF31_RS00360
OG0000073	MHP_Ue273_genes	ABKJ22_RS00995	VQY17_RS00705
OG0000073	MHP_TB1_genes	ABKJ22_RS00995	B5M19_RS01840
OG0000073	MHP_111A_genes	ABKJ22_RS00995	NB623_RS00710
OG0000073	MHP_112B_genes	ABKJ22_RS00995	NBX26_RS00715
OG0000073	MHP_131B_genes	ABKJ22_RS00995	NB627_RS00820
OG0000073	MHP_133A_genes	ABKJ22_RS00995	NB626_RS00810
OG0000073	MHP_153B_genes	ABKJ22_RS00995	NB625_RS00980
OG0000073	MHP_154B_genes	ABKJ22_RS00995	NB624_RS00975
OG0000073	MFC_MF18_genes	ABKJ22_RS00995	DR082_RS02205
OG0000073	MFC_MF22_genes	ABKJ22_RS00995	DR094_RS02425
OG0000073	MFC_MF29_genes	ABKJ22_RS00995	DR095_RS02080
OG0000073	MFC_MF30_genes	ABKJ22_RS00995	DR084_RS01245
OG0000073	MFC_Ms42_genes	ABKJ22_RS00995	MYF_RS02005
OG0000073	MFC_MF11_genes	ABKJ22_RS00995	DR093_RS02505
OG0000073	MFC_MF33_genes	ABKJ22_RS00995	DR085_RS02070
OG0000073	MFC_ATCC27716_genes	ABKJ22_RS00995	MFC_RS03395, MFC_RS03390
OG0000073	MHP_MHP694_genes	ABKJ22_RS00995	DR099_RS01645
OG0000073	MHP_4284_genes	ABKJ22_RS00995	ABLE99_RS00970
OG0000073	MHP_MHP650_genes	ABKJ22_RS00995	DR083_RS01265
OG0000073	MHP_MHP682_genes	ABKJ22_RS00995	DR097_RS01115
OG0000073	MHP_J_genes	ABKJ22_RS00995	MHJ_RS00685
OG0000073	MHP_MHP691_genes	ABKJ22_RS00995	DR087_RS02200
OG0000073	MHP_MHP699_genes	ABKJ22_RS00995	DR100_RS00805
OG0000074	MHP_MHP709_genes	ABKJ22_RS00800	DR088_RS04395
OG0000074	MHP_98_genes	ABKJ22_RS00800	GOM18_RS04260
OG0000074	MHP_ES2_genes	ABKJ22_RS00800	E5E95_RS00900
OG0000074	MHP_F72C_genes	ABKJ22_RS00800	EHI52_RS00900
OG0000074	MHP_J_genes	ABKJ22_RS00800	MHJ_RS00875
OG0000074	MHP_MHP682_genes	ABKJ22_RS00800	DR097_RS04605
OG0000074	MHP_MHP691_genes	ABKJ22_RS00800	DR087_RS04685
OG0000074	MHP_MHP694_genes	ABKJ22_RS00800	DR099_RS04430
OG0000074	MHP_MHP696_genes	ABKJ22_RS00800	DR090_RS04455
OG0000074	MHP_MHP699_genes	ABKJ22_RS00800	DR100_RS04605
OG0000074	MHP_MHP653_genes	ABKJ22_RS00800	DR096_RS04705
OG0000074	MHP_11_genes	ABKJ22_RS00800	B5C39_RS02005
OG0000074	MHP_232_genes	ABKJ22_RS00800	MHP_RS01100
OG0000074	MHP_MHP650_genes	ABKJ22_RS00800	DR083_RS04700
OG0000074	MHP_NCTC10127_genes	ABKJ22_RS00800	EXC50_RS03185
OG0000074	MHP_7422_genes	ABKJ22_RS00800	MHL_RS03950, MHL_RS04210
OG0000074	MHP_7448_genes	ABKJ22_RS00800	MHP7448_RS03660
OG0000074	MHP_133A_genes	ABKJ22_RS00800	NB626_RS01020, NB626_RS01025
OG0000074	MHP_153B_genes	ABKJ22_RS00800	NB625_RS00780
OG0000074	MHP_154B_genes	ABKJ22_RS00800	NB624_RS00775
OG0000074	MHP_111A_genes	ABKJ22_RS00800	NB623_RS00910
OG0000074	MHP_112B_genes	ABKJ22_RS00800	NBX26_RS00910
OG0000074	MHP_131B_genes	ABKJ22_RS00800	NB627_RS01020
OG0000074	MHP_MHP679_genes	ABKJ22_RS00800	DR086_RS04990
OG0000074	MFC_MF29_genes	ABKJ22_RS00800	DR095_RS03915
OG0000074	MFC_ATCC27716_genes	ABKJ22_RS00800	MFC_RS03400
OG0000074	MFC_MF30_genes	ABKJ22_RS00800	DR084_RS03540
OG0000074	MFC_Ms42_genes	ABKJ22_RS00800	MYF_RS02195
OG0000074	MFC_MF33_genes	ABKJ22_RS00800	DR085_RS03690
OG0000074	MFC_MF11_genes	ABKJ22_RS00800	DR093_RS03915
OG0000074	MFC_MF18_genes	ABKJ22_RS00800	DR082_RS03730
OG0000074	MFC_MF22_genes	ABKJ22_RS00800	DR094_RS03685
OG0000074	MHP_ES2L_genes	ABKJ22_RS00800	HZK19_RS00875
OG0000074	MHP_Ue273_genes	ABKJ22_RS00800	VQY17_RS00910
OG0000074	MHP_LH_genes	ABKJ22_RS00800	KUD10_RS00895
OG0000074	MHP_116_genes	ABKJ22_RS00800	ABJ972_RS00765
OG0000074	MHP_168L_genes	ABKJ22_RS00800	MHP168L_RS00765
OG0000074	MHP_168_genes	ABKJ22_RS00800	MHP168_RS00760
OG0000074	MHP_TB1_genes	ABKJ22_RS00800	B5M19_RS01645
OG0000074	MHP_UFV01_genes	ABKJ22_RS00800	FEF30_RS04230
OG0000074	MHP_UFV02_genes	ABKJ22_RS00800	FEF31_RS04395
OG0000074	MHP_4284_genes	ABKJ22_RS00800	ABLE99_RS00775
OG0000075	MHP_MHP709_genes	ABKJ22_RS00335	DR088_RS01175
OG0000075	MHP_111A_genes	ABKJ22_RS00335	NB623_RS00330
OG0000075	MHP_112B_genes	ABKJ22_RS00335	NBX26_RS00335
OG0000075	MHP_116_genes	ABKJ22_RS00335	ABJ972_RS00325
OG0000075	MHP_153B_genes	ABKJ22_RS00335	NB625_RS00345
OG0000075	MHP_154B_genes	ABKJ22_RS00335	NB624_RS00340
OG0000075	MHP_168L_genes	ABKJ22_RS00335	MHP168L_RS00320
OG0000075	MHP_168_genes	ABKJ22_RS00335	MHP168_RS00315
OG0000075	MHP_4284_genes	ABKJ22_RS00335	ABLE99_RS00340
OG0000075	MHP_7448_genes	ABKJ22_RS00335	MHP7448_RS00340
OG0000075	MHP_J_genes	ABKJ22_RS00335	MHJ_RS00320
OG0000075	MHP_LH_genes	ABKJ22_RS00335	KUD10_RS00340
OG0000075	MHP_MHP650_genes	ABKJ22_RS00335	DR083_RS00220
OG0000075	MHP_MHP653_genes	ABKJ22_RS00335	DR096_RS00165
OG0000075	MHP_MHP682_genes	ABKJ22_RS00335	DR097_RS00090
OG0000075	MHP_MHP691_genes	ABKJ22_RS00335	DR087_RS01860
OG0000075	MHP_MHP694_genes	ABKJ22_RS00335	DR099_RS00645
OG0000075	MHP_MHP696_genes	ABKJ22_RS00335	DR090_RS00610
OG0000075	MHP_MHP699_genes	ABKJ22_RS00335	DR100_RS00505
OG0000075	MHP_TB1_genes	ABKJ22_RS00335	B5M19_RS00265
OG0000075	MHP_KM014_genes	ABKJ22_RS00335	CIB43_RS01060
OG0000075	MHP_ES2L_genes	ABKJ22_RS00335	HZK19_RS00325
OG0000075	MHP_MHP679_genes	ABKJ22_RS00335	DR086_RS03840, DR086_RS00210
OG0000075	MFC_MF18_genes	ABKJ22_RS00335	DR082_RS00360
OG0000075	MFC_MF22_genes	ABKJ22_RS00335	DR094_RS00790
OG0000075	MFC_MF29_genes	ABKJ22_RS00335	DR095_RS00815
OG0000075	MFC_MF33_genes	ABKJ22_RS00335	DR085_RS00175
OG0000075	MFC_MF11_genes	ABKJ22_RS00335	DR093_RS00360
OG0000075	MFC_ATCC27716_genes	ABKJ22_RS00335	MFC_RS02565
OG0000075	MFC_Ms42_genes	ABKJ22_RS00335	MYF_RS00305
OG0000075	MFC_MF30_genes	ABKJ22_RS00335	DR084_RS00175
OG0000075	MHP_UFV01_genes	ABKJ22_RS00335	FEF30_RS00655
OG0000075	MHP_UFV02_genes	ABKJ22_RS00335	FEF31_RS00005
OG0000075	MHP_11_genes	ABKJ22_RS00335	B5C39_RS01170
OG0000075	MHP_232_genes	ABKJ22_RS00335	MHP_RS00350
OG0000075	MHP_NCTC10127_genes	ABKJ22_RS00335	EXC50_RS00355
OG0000075	MHP_ES2_genes	ABKJ22_RS00335	E5E95_RS00340
OG0000075	MHP_Ue273_genes	ABKJ22_RS00335	VQY17_RS00345
OG0000075	MHP_98_genes	ABKJ22_RS00335	GOM18_RS01450
OG0000075	MHP_131B_genes	ABKJ22_RS00335	NB627_RS00350
OG0000075	MHP_133A_genes	ABKJ22_RS00335	NB626_RS00340
OG0000075	MHP_F72C_genes	ABKJ22_RS00335	EHI52_RS00355
OG0000075	MHP_7422_genes	ABKJ22_RS00335	MHL_RS00345
OG0000076	MHP_MHP709_genes	ABKJ22_RS00350	DR088_RS01160
OG0000076	MHP_MHP679_genes	ABKJ22_RS00350	DR086_RS00225
OG0000076	MHP_MHP682_genes	ABKJ22_RS00350	DR097_RS00075
OG0000076	MHP_MHP696_genes	ABKJ22_RS00350	DR090_RS00595
OG0000076	MHP_MHP699_genes	ABKJ22_RS00350	DR100_RS00490
OG0000076	MHP_MHP694_genes	ABKJ22_RS00350	DR099_RS00630
OG0000076	MHP_ES2L_genes	ABKJ22_RS00350	HZK19_RS00340
OG0000076	MHP_131B_genes	ABKJ22_RS00350	NB627_RS00365, NB627_RS00370
OG0000076	MHP_133A_genes	ABKJ22_RS00350	NB626_RS00355, NB626_RS00360
OG0000076	MHP_168L_genes	ABKJ22_RS00350	MHP168L_RS00335
OG0000076	MHP_168_genes	ABKJ22_RS00350	MHP168_RS00330
OG0000076	MHP_7422_genes	ABKJ22_RS00350	MHL_RS00360
OG0000076	MHP_7448_genes	ABKJ22_RS00350	MHP7448_RS00355
OG0000076	MHP_LH_genes	ABKJ22_RS00350	KUD10_RS00355
OG0000076	MHP_TB1_genes	ABKJ22_RS00350	B5M19_RS00280
OG0000076	MHP_J_genes	ABKJ22_RS00350	MHJ_RS00335
OG0000076	MFC_MF18_genes	ABKJ22_RS00350	DR082_RS00375
OG0000076	MFC_ATCC27716_genes	ABKJ22_RS00350	MFC_RS02580
OG0000076	MFC_MF11_genes	ABKJ22_RS00350	DR093_RS00375
OG0000076	MFC_MF22_genes	ABKJ22_RS00350	DR094_RS00775
OG0000076	MFC_MF30_genes	ABKJ22_RS00350	DR084_RS00190
OG0000076	MFC_MF33_genes	ABKJ22_RS00350	DR085_RS00190
OG0000076	MFC_Ms42_genes	ABKJ22_RS00350	MYF_RS00320
OG0000076	MFC_MF29_genes	ABKJ22_RS00350	DR095_RS00800
OG0000076	MHP_UFV01_genes	ABKJ22_RS00350	FEF30_RS00670
OG0000076	MHP_UFV02_genes	ABKJ22_RS00350	FEF31_RS00020
OG0000076	MHP_ES2_genes	ABKJ22_RS00350	E5E95_RS00355
OG0000076	MHP_153B_genes	ABKJ22_RS00350	NB625_RS00360
OG0000076	MHP_154B_genes	ABKJ22_RS00350	NB624_RS00355
OG0000076	MHP_MHP653_genes	ABKJ22_RS00350	DR096_RS00150
OG0000076	MHP_MHP691_genes	ABKJ22_RS00350	DR087_RS01875
OG0000076	MHP_Ue273_genes	ABKJ22_RS00350	VQY17_RS00360
OG0000076	MHP_112B_genes	ABKJ22_RS00350	NBX26_RS00350
OG0000076	MHP_111A_genes	ABKJ22_RS00350	NB623_RS00345
OG0000076	MHP_11_genes	ABKJ22_RS00350	B5C39_RS01185
OG0000076	MHP_232_genes	ABKJ22_RS00350	MHP_RS00365
OG0000076	MHP_NCTC10127_genes	ABKJ22_RS00350	EXC50_RS00370
OG0000076	MHP_MHP650_genes	ABKJ22_RS00350	DR083_RS00235
OG0000076	MHP_116_genes	ABKJ22_RS00350	ABJ972_RS00340
OG0000076	MHP_4284_genes	ABKJ22_RS00350	ABLE99_RS00355
OG0000076	MHP_98_genes	ABKJ22_RS00350	GOM18_RS01465
OG0000076	MHP_F72C_genes	ABKJ22_RS00350	EHI52_RS00370
OG0000077	MHP_MHP709_genes	ABKJ22_RS00445	DR088_RS01070
OG0000077	MHP_MHP696_genes	ABKJ22_RS00445	DR090_RS00505
OG0000077	MHP_116_genes	ABKJ22_RS00445	ABJ972_RS00425
OG0000077	MHP_KM014_genes	ABKJ22_RS00445	CIB43_RS01330
OG0000077	MHP_98_genes	ABKJ22_RS00445	GOM18_RS01550
OG0000077	MHP_LH_genes	ABKJ22_RS00445	KUD10_RS00440
OG0000077	MFC_MF33_genes	ABKJ22_RS00445	DR085_RS00275
OG0000077	MFC_MF18_genes	ABKJ22_RS00445	DR082_RS00460
OG0000077	MFC_MF22_genes	ABKJ22_RS00445	DR094_RS00690
OG0000077	MFC_MF29_genes	ABKJ22_RS00445	DR095_RS00715
OG0000077	MFC_MF30_genes	ABKJ22_RS00445	DR084_RS00275
OG0000077	MFC_MF11_genes	ABKJ22_RS00445	DR093_RS00460
OG0000077	MFC_ATCC27716_genes	ABKJ22_RS00445	MFC_RS02670
OG0000077	MFC_Ms42_genes	ABKJ22_RS00445	MYF_RS00410
OG0000077	MHP_TB1_genes	ABKJ22_RS00445	B5M19_RS03440
OG0000077	MHP_MHP682_genes	ABKJ22_RS00445	DR097_RS03275
OG0000077	MHP_J_genes	ABKJ22_RS00445	MHJ_RS00425
OG0000077	MHP_11_genes	ABKJ22_RS00445	B5C39_RS02455
OG0000077	MHP_232_genes	ABKJ22_RS00445	MHP_RS01545
OG0000077	MHP_NCTC10127_genes	ABKJ22_RS00445	EXC50_RS03640
OG0000077	MHP_4284_genes	ABKJ22_RS00445	ABLE99_RS00440
OG0000077	MHP_ES2L_genes	ABKJ22_RS00445	HZK19_RS00425
OG0000077	MHP_MHP650_genes	ABKJ22_RS00445	DR083_RS03235
OG0000077	MHP_7422_genes	ABKJ22_RS00445	MHL_RS00450
OG0000077	MHP_7448_genes	ABKJ22_RS00445	MHP7448_RS00445
OG0000077	MHP_UFV01_genes	ABKJ22_RS00445	FEF30_RS00755
OG0000077	MHP_UFV02_genes	ABKJ22_RS00445	FEF31_RS00105
OG0000077	MHP_MHP679_genes	ABKJ22_RS00445	DR086_RS00315
OG0000077	MHP_F72C_genes	ABKJ22_RS00445	EHI52_RS00460
OG0000077	MHP_MHP691_genes	ABKJ22_RS00445	DR087_RS03060
OG0000077	MHP_MHP699_genes	ABKJ22_RS00445	DR100_RS00400
OG0000077	MHP_MHP653_genes	ABKJ22_RS00445	DR096_RS00060
OG0000077	MHP_131B_genes	ABKJ22_RS00445	NB627_RS00550
OG0000077	MHP_133A_genes	ABKJ22_RS00445	NB626_RS00540
OG0000077	MHP_ES2_genes	ABKJ22_RS00445	E5E95_RS00445
OG0000077	MHP_153B_genes	ABKJ22_RS00445	NB625_RS00445
OG0000077	MHP_154B_genes	ABKJ22_RS00445	NB624_RS00440
OG0000077	MHP_111A_genes	ABKJ22_RS00445	NB623_RS00430
OG0000077	MHP_112B_genes	ABKJ22_RS00445	NBX26_RS00435
OG0000077	MHP_Ue273_genes	ABKJ22_RS00445	VQY17_RS00445
OG0000077	MHP_168L_genes	ABKJ22_RS00445	MHP168L_RS00425
OG0000077	MHP_168_genes	ABKJ22_RS00445	MHP168_RS00420
OG0000077	MHP_MHP694_genes	ABKJ22_RS00445	DR099_RS03000
OG0000078	MHP_MHP709_genes	ABKJ22_RS01675	DR088_RS02335
OG0000078	MHP_MHP696_genes	ABKJ22_RS01675	DR090_RS02395
OG0000078	MHP_MHP679_genes	ABKJ22_RS01675	DR086_RS01625
OG0000078	MHP_116_genes	ABKJ22_RS01675	ABJ972_RS01655
OG0000078	MHP_MHP682_genes	ABKJ22_RS01675	DR097_RS01875
OG0000078	MHP_MHP699_genes	ABKJ22_RS01675	DR100_RS02200
OG0000078	MHP_MHP650_genes	ABKJ22_RS01675	DR083_RS02075
OG0000078	MHP_F72C_genes	ABKJ22_RS01675	EHI52_RS01735
OG0000078	MHP_Ue273_genes	ABKJ22_RS01675	VQY17_RS01715
OG0000078	MHP_7422_genes	ABKJ22_RS01675	MHL_RS01755
OG0000078	MHP_KM014_genes	ABKJ22_RS01675	CIB43_RS02560
OG0000078	MHP_4284_genes	ABKJ22_RS01675	ABLE99_RS01630
OG0000078	MHP_MHP694_genes	ABKJ22_RS01675	DR099_RS02460
OG0000078	MHP_MHP691_genes	ABKJ22_RS01675	DR087_RS02065
OG0000078	MHP_153B_genes	ABKJ22_RS01675	NB625_RS01685
OG0000078	MHP_154B_genes	ABKJ22_RS01675	NB624_RS01680
OG0000078	MHP_MHP653_genes	ABKJ22_RS01675	DR096_RS04150, DR096_RS02015
OG0000078	MHP_UFV01_genes	ABKJ22_RS01675	FEF30_RS01995
OG0000078	MHP_UFV02_genes	ABKJ22_RS01675	FEF31_RS01340
OG0000078	MHP_131B_genes	ABKJ22_RS01675	NB627_RS01810
OG0000078	MHP_133A_genes	ABKJ22_RS01675	NB626_RS01795
OG0000078	MHP_7448_genes	ABKJ22_RS01675	MHP7448_RS01695
OG0000078	MHP_98_genes	ABKJ22_RS01675	GOM18_RS03020
OG0000078	MHP_111A_genes	ABKJ22_RS01675	NB623_RS01805
OG0000078	MHP_112B_genes	ABKJ22_RS01675	NBX26_RS01810
OG0000078	MHP_11_genes	ABKJ22_RS01675	B5C39_RS03190
OG0000078	MHP_232_genes	ABKJ22_RS01675	MHP_RS01670
OG0000078	MHP_NCTC10127_genes	ABKJ22_RS01675	EXC50_RS00635
OG0000078	MFC_ATCC27716_genes	ABKJ22_RS01675	MFC_RS03005
OG0000078	MFC_Ms42_genes	ABKJ22_RS01675	MYF_RS00880
OG0000078	MFC_MF30_genes	ABKJ22_RS01675	DR084_RS00725
OG0000078	MFC_MF29_genes	ABKJ22_RS01675	DR095_RS00415
OG0000078	MFC_MF33_genes	ABKJ22_RS01675	DR085_RS00755
OG0000078	MFC_MF18_genes	ABKJ22_RS01675	DR082_RS00920
OG0000078	MFC_MF11_genes	ABKJ22_RS01675	DR093_RS00930
OG0000078	MFC_MF22_genes	ABKJ22_RS01675	DR094_RS00235
OG0000078	MHP_J_genes	ABKJ22_RS01675	MHJ_RS01625
OG0000078	MHP_168L_genes	ABKJ22_RS01675	MHP168L_RS01760
OG0000078	MHP_168_genes	ABKJ22_RS01675	MHP168_RS01745
OG0000078	MHP_TB1_genes	ABKJ22_RS01675	B5M19_RS02055
OG0000078	MHP_ES2L_genes	ABKJ22_RS01675	HZK19_RS01645
OG0000078	MHP_ES2_genes	ABKJ22_RS01675	E5E95_RS01790
OG0000078	MHP_LH_genes	ABKJ22_RS01675	KUD10_RS01740
OG0000079	MHP_MHP709_genes	ABKJ22_RS02505	DR088_RS03130
OG0000079	MHP_11_genes	ABKJ22_RS02505	B5C39_RS02835
OG0000079	MHP_168L_genes	ABKJ22_RS02505	MHP168L_RS02590
OG0000079	MHP_168_genes	ABKJ22_RS02505	MHP168_RS02565
OG0000079	MHP_232_genes	ABKJ22_RS02505	MHP_RS02420
OG0000079	MHP_7448_genes	ABKJ22_RS02505	MHP7448_RS02580
OG0000079	MHP_KM014_genes	ABKJ22_RS02505	CIB43_RS03480
OG0000079	MHP_MHP682_genes	ABKJ22_RS02505	DR097_RS02640
OG0000079	MHP_MHP696_genes	ABKJ22_RS02505	DR090_RS02780
OG0000079	MHP_MHP699_genes	ABKJ22_RS02505	DR100_RS01910
OG0000079	MHP_NCTC10127_genes	ABKJ22_RS02505	EXC50_RS01405
OG0000079	MHP_TB1_genes	ABKJ22_RS02505	B5M19_RS01010
OG0000079	MHP_111A_genes	ABKJ22_RS02505	NB623_RS02720
OG0000079	MHP_112B_genes	ABKJ22_RS02505	NBX26_RS02720
OG0000079	MHP_98_genes	ABKJ22_RS02505	GOM18_RS02005
OG0000079	MHP_116_genes	ABKJ22_RS02505	ABJ972_RS02495
OG0000079	MHP_131B_genes	ABKJ22_RS02505	NB627_RS02745
OG0000079	MHP_133A_genes	ABKJ22_RS02505	NB626_RS02740
OG0000079	MHP_4284_genes	ABKJ22_RS02505	ABLE99_RS02455
OG0000079	MHP_7422_genes	ABKJ22_RS02505	MHL_RS02615
OG0000079	MHP_MHP679_genes	ABKJ22_RS02505	DR086_RS00950
OG0000079	MHP_MHP653_genes	ABKJ22_RS02505	DR096_RS02960
OG0000079	MHP_MHP691_genes	ABKJ22_RS02505	DR087_RS02980
OG0000079	MFC_MF11_genes	ABKJ22_RS02505	DR093_RS01040
OG0000079	MFC_MF33_genes	ABKJ22_RS02505	DR085_RS00860
OG0000079	MFC_MF18_genes	ABKJ22_RS02505	DR082_RS01035
OG0000079	MFC_MF22_genes	ABKJ22_RS02505	DR094_RS00130
OG0000079	MFC_MF29_genes	ABKJ22_RS02505	DR095_RS00525
OG0000079	MFC_MF30_genes	ABKJ22_RS02505	DR084_RS00835
OG0000079	MFC_Ms42_genes	ABKJ22_RS02505	MYF_RS01050
OG0000079	MFC_ATCC27716_genes	ABKJ22_RS02505	MFC_RS02930, MFC_RS03120
OG0000079	MHP_J_genes	ABKJ22_RS02505	MHJ_RS02515
OG0000079	MHP_LH_genes	ABKJ22_RS02505	KUD10_RS02640
OG0000079	MHP_UFV01_genes	ABKJ22_RS02505	FEF30_RS02935
OG0000079	MHP_UFV02_genes	ABKJ22_RS02505	FEF31_RS02300
OG0000079	MHP_MHP650_genes	ABKJ22_RS02505	DR083_RS01845
OG0000079	MHP_MHP694_genes	ABKJ22_RS02505	DR099_RS00230
OG0000079	MHP_ES2_genes	ABKJ22_RS02505	E5E95_RS02760
OG0000079	MHP_153B_genes	ABKJ22_RS02505	NB625_RS02710
OG0000079	MHP_154B_genes	ABKJ22_RS02505	NB624_RS02715
OG0000079	MHP_ES2L_genes	ABKJ22_RS02505	HZK19_RS02525
OG0000079	MHP_F72C_genes	ABKJ22_RS02505	EHI52_RS02555
OG0000079	MHP_Ue273_genes	ABKJ22_RS02505	VQY17_RS02550
OG0000080	MHP_MHP709_genes	ABKJ22_RS02550	DR088_RS03700
OG0000080	MHP_168L_genes	ABKJ22_RS02550	MHP168L_RS03895
OG0000080	MHP_168_genes	ABKJ22_RS02550	MHP168_RS03900
OG0000080	MHP_98_genes	ABKJ22_RS02550	GOM18_RS03980
OG0000080	MHP_ES2_genes	ABKJ22_RS02550	E5E95_RS03935
OG0000080	MHP_J_genes	ABKJ22_RS02550	MHJ_RS03800
OG0000080	MHP_MHP679_genes	ABKJ22_RS02550	DR086_RS04145
OG0000080	MHP_MHP682_genes	ABKJ22_RS02550	DR097_RS04360
OG0000080	MHP_MHP694_genes	ABKJ22_RS02550	DR099_RS03705
OG0000080	MHP_MHP696_genes	ABKJ22_RS02550	DR090_RS03915
OG0000080	MHP_TB1_genes	ABKJ22_RS02550	B5M19_RS03900
OG0000080	MHP_UFV01_genes	ABKJ22_RS02550	FEF30_RS02980
OG0000080	MHP_UFV02_genes	ABKJ22_RS02550	FEF31_RS02345
OG0000080	MHP_Ue273_genes	ABKJ22_RS02550	VQY17_RS02595
OG0000080	MHP_153B_genes	ABKJ22_RS02550	NB625_RS02760
OG0000080	MHP_154B_genes	ABKJ22_RS02550	NB624_RS02770
OG0000080	MHP_LH_genes	ABKJ22_RS02550	KUD10_RS02690
OG0000080	MHP_KM014_genes	ABKJ22_RS02550	CIB43_RS03525
OG0000080	MHP_MHP699_genes	ABKJ22_RS02550	DR100_RS04175
OG0000080	MFC_ATCC27716_genes	ABKJ22_RS02550	MFC_RS03315
OG0000080	MFC_MF11_genes	ABKJ22_RS02550	DR093_RS03415
OG0000080	MFC_MF18_genes	ABKJ22_RS02550	DR082_RS03280
OG0000080	MFC_MF22_genes	ABKJ22_RS02550	DR094_RS03080
OG0000080	MFC_MF29_genes	ABKJ22_RS02550	DR095_RS03375
OG0000080	MFC_MF30_genes	ABKJ22_RS02550	DR084_RS03130
OG0000080	MFC_MF33_genes	ABKJ22_RS02550	DR085_RS03275
OG0000080	MFC_Ms42_genes	ABKJ22_RS02550	MYF_RS01000, MYF_RS03365
OG0000080	MHP_116_genes	ABKJ22_RS02550	ABJ972_RS02540
OG0000080	MHP_131B_genes	ABKJ22_RS02550	NB627_RS02795
OG0000080	MHP_133A_genes	ABKJ22_RS02550	NB626_RS02790
OG0000080	MHP_F72C_genes	ABKJ22_RS02550	EHI52_RS03675
OG0000080	MHP_4284_genes	ABKJ22_RS02550	ABLE99_RS02500
OG0000080	MHP_111A_genes	ABKJ22_RS02550	NB623_RS02770
OG0000080	MHP_112B_genes	ABKJ22_RS02550	NBX26_RS02765
OG0000080	MHP_11_genes	ABKJ22_RS02550	B5C39_RS03700
OG0000080	MHP_232_genes	ABKJ22_RS02550	MHP_RS03805
OG0000080	MHP_7422_genes	ABKJ22_RS02550	MHL_RS03870
OG0000080	MHP_7448_genes	ABKJ22_RS02550	MHP7448_RS03915
OG0000080	MHP_ES2L_genes	ABKJ22_RS02550	HZK19_RS02570
OG0000080	MHP_MHP650_genes	ABKJ22_RS02550	DR083_RS04190
OG0000080	MHP_MHP653_genes	ABKJ22_RS02550	DR096_RS04245
OG0000080	MHP_MHP691_genes	ABKJ22_RS02550	DR087_RS04005
OG0000080	MHP_NCTC10127_genes	ABKJ22_RS02550	EXC50_RS03930
OG0000081	MHP_MHP709_genes	ABKJ22_RS00330	DR088_RS01180
OG0000081	MHP_MHP696_genes	ABKJ22_RS00330	DR090_RS00615
OG0000081	MHP_153B_genes	ABKJ22_RS00330	NB625_RS00340
OG0000081	MHP_154B_genes	ABKJ22_RS00330	NB624_RS00335
OG0000081	MHP_116_genes	ABKJ22_RS00330	ABJ972_RS00320
OG0000081	MHP_7422_genes	ABKJ22_RS00330	MHL_RS00340
OG0000081	MHP_7448_genes	ABKJ22_RS00330	MHP7448_RS00335
OG0000081	MHP_98_genes	ABKJ22_RS00330	GOM18_RS01445
OG0000081	MHP_KM014_genes	ABKJ22_RS00330	CIB43_RS01055
OG0000081	MHP_MHP694_genes	ABKJ22_RS00330	DR099_RS00650
OG0000081	MHP_111A_genes	ABKJ22_RS00330	NB623_RS00325
OG0000081	MHP_112B_genes	ABKJ22_RS00330	NBX26_RS00330
OG0000081	MHP_MHP653_genes	ABKJ22_RS00330	DR096_RS00170
OG0000081	MHP_Ue273_genes	ABKJ22_RS00330	VQY17_RS00340
OG0000081	MHP_MHP699_genes	ABKJ22_RS00330	DR100_RS00510
OG0000081	MHP_MHP682_genes	ABKJ22_RS00330	DR097_RS00095
OG0000081	MHP_ES2_genes	ABKJ22_RS00330	E5E95_RS00335
OG0000081	MHP_MHP691_genes	ABKJ22_RS00330	DR087_RS01855
