Orthogroup	Species	MHP_131B_proteins	Orthologs
OG0000044	MHP_116_proteins	WP_225973034.1	WP_225973034.1
OG0000044	MHP_1257_proteins	WP_225973034.1	WP_225973034.1
OG0000044	MHP_133A_proteins	WP_225973034.1	WP_225973034.1
OG0000044	MHP_153B_proteins	WP_225973034.1	WP_225973034.1
OG0000044	MHP_154B_proteins	WP_225973034.1	WP_225973034.1
OG0000044	MHP_168L_proteins	WP_225973034.1	WP_225973034.1
OG0000044	MHP_168_proteins	WP_225973034.1	WP_225973034.1
OG0000044	MHP_7422_proteins	WP_225973034.1	WP_225973034.1
OG0000044	MHP_7448_proteins	WP_225973034.1	WP_225973034.1
OG0000044	MHP_98_proteins	WP_225973034.1	WP_225973034.1
OG0000044	MHP_ES2L_proteins	WP_225973034.1	WP_225973034.1
OG0000044	MHP_F72C_proteins	WP_225973034.1	WP_225973034.1
OG0000044	MHP_J_proteins	WP_225973034.1	WP_225973034.1
OG0000044	MHP_MHP650_proteins	WP_225973034.1	WP_225973034.1
OG0000044	MHP_MHP653_proteins	WP_225973034.1	WP_225973034.1
OG0000044	MHP_MHP679_proteins	WP_225973034.1	WP_225973034.1
OG0000044	MHP_MHP682_proteins	WP_225973034.1	WP_225973034.1
OG0000044	MHP_MHP694_proteins	WP_225973034.1	WP_225973034.1
OG0000044	MHP_MHP696_proteins	WP_225973034.1	WP_225973034.1
OG0000044	MHP_MHP699_proteins	WP_225973034.1	WP_225973034.1
OG0000044	MHP_MHP709_proteins	WP_225973034.1	WP_225973034.1
OG0000044	MHP_Ue273_proteins	WP_225973034.1	WP_225973034.1
OG0000044	MHP_153B_proteins	WP_404911819.1	WP_404924168.1
OG0000044	MHP_154B_proteins	WP_404911819.1	WP_404924168.1
OG0000044	MHP_168L_proteins	WP_404911819.1	WP_044277998.1
OG0000044	MHP_168_proteins	WP_404911819.1	WP_044277998.1
OG0000044	MHP_TB1_proteins	WP_404911819.1	WP_044277998.1
OG0000044	MHP_11_proteins	WP_404911819.1	WP_011206179.1
OG0000044	MHP_232_proteins	WP_404911819.1	WP_011206179.1
OG0000044	MHP_4284_proteins	WP_404911819.1	WP_011206179.1
OG0000044	MHP_ES2L_proteins	WP_404911819.1	WP_011206179.1
OG0000044	MHP_J_proteins	WP_404911819.1	WP_011206179.1
OG0000044	MHP_KM014_proteins	WP_404911819.1	WP_011206179.1
OG0000044	MHP_LH_proteins	WP_404911819.1	WP_011206179.1
OG0000044	MHP_MHP650_proteins	WP_404911819.1	WP_011206179.1
OG0000044	MHP_MHP696_proteins	WP_404911819.1	WP_011206179.1
OG0000044	MHP_MHP709_proteins	WP_404911819.1	WP_011206179.1
OG0000044	MHP_NCTC10127_proteins	WP_404911819.1	WP_011206179.1
OG0000044	MHP_UFV01_proteins	WP_404911819.1	WP_011206179.1
OG0000044	MHP_UFV02_proteins	WP_404911819.1	WP_011206179.1
OG0000044	MHP_111A_proteins	WP_404911819.1	WP_404911819.1
OG0000044	MHP_112B_proteins	WP_404911819.1	WP_404911819.1
OG0000044	MHP_133A_proteins	WP_404911819.1	WP_404911819.1
OG0000045	MHP_MHP709_proteins	WP_404924452.1	WP_225973032.1
OG0000045	MHP_98_proteins	WP_404924452.1	WP_225973032.1
OG0000045	MHP_F72C_proteins	WP_404924452.1	WP_225973032.1
OG0000045	MHP_J_proteins	WP_404924452.1	WP_225973032.1
OG0000045	MHP_MHP696_proteins	WP_404924452.1	WP_225973032.1
OG0000045	MHP_1257_proteins	WP_404924452.1	WP_348572084.1
OG0000045	MHP_153B_proteins	WP_404924452.1	WP_404924192.1
OG0000045	MHP_154B_proteins	WP_404924452.1	WP_404924192.1
OG0000045	MHP_MHP653_proteins	WP_404924452.1	WP_258555923.1
OG0000045	MHP_MHP679_proteins	WP_404924452.1	WP_258555619.1
OG0000045	MHP_MHP691_proteins	WP_404924452.1	WP_258555619.1
OG0000045	MHP_ES2L_proteins	WP_404924452.1	WP_240536645.1
OG0000045	MHP_KM014_proteins	WP_404924452.1	WP_094521771.1
OG0000045	MHP_MHP650_proteins	WP_404924452.1	WP_160590485.1
OG0000045	MHP_7422_proteins	WP_404924452.1	WP_020835667.1
OG0000045	MHP_7448_proteins	WP_404924452.1	WP_020835667.1
OG0000045	MHP_LH_proteins	WP_404924452.1	WP_020835667.1
OG0000045	MFC_MF11_proteins	WP_404924452.1	WP_160603048.1
OG0000045	MFC_MF33_proteins	WP_404924452.1	WP_144245607.1
OG0000045	MFC_ATCC27716_proteins	WP_404924452.1	WP_002557601.1
OG0000045	MFC_MF30_proteins	WP_404924452.1	WP_002557601.1
OG0000045	MFC_Ms42_proteins	WP_404924452.1	WP_002557601.1
OG0000045	MFC_MF18_proteins	WP_404924452.1	WP_255454455.1, WP_255454456.1
OG0000045	MFC_MF29_proteins	WP_404924452.1	WP_255454455.1, WP_255454456.1
OG0000045	MFC_MF22_proteins	WP_404924452.1	WP_258556598.1, WP_255454456.1
OG0000045	MHP_116_proteins	WP_404924452.1	WP_160606615.1
OG0000045	MHP_MHP694_proteins	WP_404924452.1	WP_160606615.1
OG0000045	MHP_168L_proteins	WP_404924452.1	WP_228365422.1
OG0000045	MHP_168_proteins	WP_404924452.1	WP_228365422.1
OG0000045	MHP_TB1_proteins	WP_404924452.1	WP_014579772.1
OG0000045	MHP_11_proteins	WP_404924452.1	WP_011206147.1
OG0000045	MHP_232_proteins	WP_404924452.1	WP_011206147.1
OG0000045	MHP_NCTC10127_proteins	WP_404924452.1	WP_011206147.1
OG0000045	MHP_ES2_proteins	WP_404924452.1	WP_135618740.1
OG0000045	MHP_4284_proteins	WP_404924452.1	WP_406823261.1
OG0000045	MHP_MHP682_proteins	WP_404924452.1	WP_160585827.1
OG0000045	MHP_Ue273_proteins	WP_404924452.1	WP_160585827.1
OG0000045	MHP_MHP699_proteins	WP_404924452.1	WP_160585319.1
OG0000045	MHP_111A_proteins	WP_404924452.1	WP_404912363.1
OG0000045	MHP_112B_proteins	WP_404924452.1	WP_404912363.1
OG0000045	MHP_UFV01_proteins	WP_404924452.1	WP_243216072.1, WP_243216073.1
OG0000045	MHP_UFV02_proteins	WP_404924452.1	WP_243216072.1, WP_243216073.1
OG0000045	MHP_133A_proteins	WP_404924452.1	WP_404924452.1
OG0000046	MHP_11_proteins	WP_404924315.1	WP_011206464.1
OG0000046	MHP_232_proteins	WP_404924315.1	WP_011206464.1
OG0000046	MHP_NCTC10127_proteins	WP_404924315.1	WP_011206464.1
OG0000046	MHP_ES2L_proteins	WP_404924315.1	WP_179221242.1
OG0000046	MHP_ES2_proteins	WP_404924315.1	WP_135619114.1
OG0000046	MHP_LH_proteins	WP_404924315.1	WP_233688551.1
OG0000046	MHP_UFV01_proteins	WP_404924315.1	WP_243216347.1
OG0000046	MHP_UFV02_proteins	WP_404924315.1	WP_243234996.1, WP_243234989.1
OG0000046	MHP_7422_proteins	WP_404924315.1	WP_236607957.1
OG0000046	MHP_7448_proteins	WP_404924315.1	WP_228366114.1
OG0000046	MHP_MHP694_proteins	WP_404924315.1	WP_160606801.1
OG0000046	MHP_F72C_proteins	WP_404924315.1	WP_146379739.1
OG0000046	MHP_MHP682_proteins	WP_404924315.1	WP_160585788.1
OG0000046	MHP_MHP653_proteins	WP_404924315.1	WP_308507046.1
OG0000046	MHP_153B_proteins	WP_404924315.1	WP_347952302.1
OG0000046	MHP_Ue273_proteins	WP_404924315.1	WP_347952302.1
OG0000046	MHP_154B_proteins	WP_404924315.1	WP_347952302.1, WP_404924602.1
OG0000046	MHP_111A_proteins	WP_404924315.1	WP_404912040.1
OG0000046	MHP_112B_proteins	WP_404924315.1	WP_404913676.1
OG0000046	MHP_116_proteins	WP_404924315.1	WP_348602631.1
OG0000046	MHP_98_proteins	WP_404924315.1	WP_258556527.1
OG0000046	MHP_133A_proteins	WP_404924315.1	WP_404924315.1
OG0000046	MHP_Ue273_proteins	WP_404924314.1	WP_347952303.1
OG0000046	MHP_153B_proteins	WP_404924314.1	WP_404924033.1
OG0000046	MHP_1257_proteins	WP_404924314.1	WP_348571853.1
OG0000046	MHP_168L_proteins	WP_404924314.1	WP_014579994.1
OG0000046	MHP_168_proteins	WP_404924314.1	WP_014579994.1
OG0000046	MHP_TB1_proteins	WP_404924314.1	WP_014579994.1
OG0000046	MHP_MHP679_proteins	WP_404924314.1	WP_160590348.1
OG0000046	MHP_MHP699_proteins	WP_404924314.1	WP_160585240.1
OG0000046	MHP_7422_proteins	WP_404924314.1	WP_020835896.1
OG0000046	MHP_MHP709_proteins	WP_404924314.1	WP_308507097.1
OG0000046	MHP_MHP691_proteins	WP_404924314.1	WP_160607969.1
OG0000046	MHP_MHP650_proteins	WP_404924314.1	WP_308704763.1
OG0000046	MHP_J_proteins	WP_404924314.1	WP_237697251.1
OG0000046	MHP_111A_proteins	WP_404924314.1	WP_404912037.1
OG0000046	MHP_112B_proteins	WP_404924314.1	WP_404912037.1
OG0000046	MHP_133A_proteins	WP_404924314.1	WP_404924314.1
OG0000047	MFC_MF11_proteins	WP_404924546.1	WP_160593376.1
OG0000047	MFC_MF18_proteins	WP_404924546.1	WP_160593376.1
OG0000047	MHP_MHP679_proteins	WP_404924546.1	WP_160590089.1
OG0000047	MHP_ES2L_proteins	WP_404924546.1	WP_240536618.1
OG0000047	MHP_ES2_proteins	WP_404924546.1	WP_240536319.1
OG0000047	MHP_MHP691_proteins	WP_404924546.1	WP_258555522.1
OG0000047	MHP_MHP699_proteins	WP_404924546.1	WP_280996561.1
OG0000047	MHP_168L_proteins	WP_404924546.1	WP_044889034.1
OG0000047	MHP_TB1_proteins	WP_404924546.1	WP_252862195.1
OG0000047	MHP_7422_proteins	WP_404924546.1	WP_236607968.1
OG0000047	MHP_MHP650_proteins	WP_404924546.1	WP_258556683.1
OG0000047	MHP_11_proteins	WP_404924546.1	WP_044284803.1
OG0000047	MHP_232_proteins	WP_404924546.1	WP_044284803.1
OG0000047	MHP_NCTC10127_proteins	WP_404924546.1	WP_197724688.1, WP_232039593.1
OG0000047	MHP_Ue273_proteins	WP_404924546.1	WP_347952436.1
OG0000047	MHP_7448_proteins	WP_404924546.1	WP_044272416.1
OG0000047	MHP_KM014_proteins	WP_404924546.1	WP_094521564.1
OG0000047	MHP_133A_proteins	WP_404924546.1	WP_404924383.1
OG0000048	MHP_MHP709_proteins	WP_011284150.1	WP_011284150.1
OG0000048	MHP_116_proteins	WP_011284150.1	WP_011284150.1
OG0000048	MHP_133A_proteins	WP_011284150.1	WP_011284150.1
OG0000048	MHP_ES2L_proteins	WP_011284150.1	WP_011284150.1
OG0000048	MHP_J_proteins	WP_011284150.1	WP_011284150.1
OG0000048	MHP_KM014_proteins	WP_011284150.1	WP_011284150.1
OG0000048	MHP_MHP650_proteins	WP_011284150.1	WP_011284150.1
OG0000048	MHP_MHP653_proteins	WP_011284150.1	WP_011284150.1
OG0000048	MHP_MHP696_proteins	WP_011284150.1	WP_011284150.1
OG0000048	MHP_MHP699_proteins	WP_011284150.1	WP_011284150.1
OG0000048	MHP_111A_proteins	WP_011284150.1	WP_404912397.1
OG0000048	MHP_112B_proteins	WP_011284150.1	WP_404912397.1
OG0000048	MHP_UFV01_proteins	WP_011284150.1	WP_243216169.1
OG0000048	MHP_UFV02_proteins	WP_011284150.1	WP_243216169.1
OG0000048	MHP_1257_proteins	WP_011284150.1	WP_348571637.1
OG0000048	MHP_7422_proteins	WP_011284150.1	WP_020835735.1
OG0000048	MHP_11_proteins	WP_011284150.1	WP_011206232.1
OG0000048	MHP_232_proteins	WP_011284150.1	WP_011206232.1
OG0000048	MHP_NCTC10127_proteins	WP_011284150.1	WP_011206232.1
OG0000048	MHP_168L_proteins	WP_011284150.1	WP_014579838.1
OG0000048	MHP_168_proteins	WP_011284150.1	WP_014579838.1
OG0000048	MHP_TB1_proteins	WP_011284150.1	WP_014579838.1
OG0000048	MHP_Ue273_proteins	WP_011284150.1	WP_347952212.1
OG0000048	MHP_MHP679_proteins	WP_011284150.1	WP_160590061.1
OG0000048	MHP_MHP682_proteins	WP_011284150.1	WP_160585777.1
OG0000048	MHP_MHP691_proteins	WP_011284150.1	WP_160607666.1
OG0000048	MHP_F72C_proteins	WP_011284150.1	WP_146379588.1
OG0000048	MHP_LH_proteins	WP_011284150.1	WP_146379588.1
OG0000048	MHP_98_proteins	WP_011284150.1	WP_179696016.1
OG0000048	MHP_153B_proteins	WP_011284150.1	WP_011290213.1
OG0000048	MHP_154B_proteins	WP_011284150.1	WP_011290213.1
OG0000048	MHP_4284_proteins	WP_011284150.1	WP_011290213.1
OG0000048	MHP_7448_proteins	WP_011284150.1	WP_011290213.1
OG0000048	MHP_MHP694_proteins	WP_011284150.1	WP_011290213.1
OG0000048	MFC_ATCC27716_proteins	WP_011284150.1	WP_039387763.1
OG0000048	MFC_Ms42_proteins	WP_011284150.1	WP_039387763.1
OG0000048	MFC_MF29_proteins	WP_011284150.1	WP_308704664.1, WP_160581439.1
OG0000048	MFC_MF11_proteins	WP_011284150.1	WP_308705394.1, WP_258554049.1
OG0000048	MFC_MF33_proteins	WP_011284150.1	WP_160609435.1, WP_308704749.1
OG0000048	MFC_MF18_proteins	WP_011284150.1	WP_308507122.1, WP_160593522.1
OG0000048	MFC_MF22_proteins	WP_011284150.1	WP_160581439.1, WP_308704673.1
OG0000048	MFC_MF30_proteins	WP_011284150.1	WP_160605621.1
OG0000048	MHP_ES2_proteins	WP_011284150.1	WP_135618866.1
OG0000049	MHP_MHP709_proteins	WP_020835860.1	WP_020835860.1
OG0000049	MHP_111A_proteins	WP_020835860.1	WP_020835860.1
OG0000049	MHP_112B_proteins	WP_020835860.1	WP_020835860.1
OG0000049	MHP_1257_proteins	WP_020835860.1	WP_020835860.1
OG0000049	MHP_133A_proteins	WP_020835860.1	WP_020835860.1
OG0000049	MHP_153B_proteins	WP_020835860.1	WP_020835860.1
OG0000049	MHP_154B_proteins	WP_020835860.1	WP_020835860.1
OG0000049	MHP_4284_proteins	WP_020835860.1	WP_020835860.1
OG0000049	MHP_7422_proteins	WP_020835860.1	WP_020835860.1
OG0000049	MHP_MHP696_proteins	WP_020835860.1	WP_020835860.1
OG0000049	MHP_Ue273_proteins	WP_020835860.1	WP_020835860.1
OG0000049	MHP_116_proteins	WP_020835860.1	WP_348602606.1
OG0000049	MHP_7448_proteins	WP_020835860.1	WP_011290363.1
OG0000049	MHP_UFV01_proteins	WP_020835860.1	WP_011290363.1
OG0000049	MHP_UFV02_proteins	WP_020835860.1	WP_011290363.1
OG0000049	MHP_MHP691_proteins	WP_020835860.1	WP_160607787.1
OG0000049	MHP_MHP679_proteins	WP_020835860.1	WP_160590201.1
OG0000049	MHP_MHP682_proteins	WP_020835860.1	WP_160585653.1
OG0000049	MHP_MHP699_proteins	WP_020835860.1	WP_160584921.1
OG0000049	MHP_MHP653_proteins	WP_020835860.1	WP_160615595.1
OG0000049	MHP_98_proteins	WP_020835860.1	WP_179695914.1
OG0000049	MHP_F72C_proteins	WP_020835860.1	WP_146379714.1
OG0000049	MFC_MF11_proteins	WP_020835860.1	WP_308705390.1
OG0000049	MHP_168L_proteins	WP_020835860.1	WP_014579961.1
OG0000049	MHP_168_proteins	WP_020835860.1	WP_014579961.1
OG0000049	MHP_TB1_proteins	WP_020835860.1	WP_014579961.1
OG0000049	MHP_J_proteins	WP_020835860.1	WP_011284308.1, WP_044284698.1
OG0000049	MHP_MHP694_proteins	WP_020835860.1	WP_160606715.1, WP_081430771.1
OG0000049	MHP_KM014_proteins	WP_020835860.1	WP_094521498.1
OG0000049	MHP_LH_proteins	WP_020835860.1	WP_233688524.1
OG0000049	MHP_11_proteins	WP_020835860.1	WP_011206418.1
OG0000049	MHP_232_proteins	WP_020835860.1	WP_011206418.1
OG0000049	MHP_NCTC10127_proteins	WP_020835860.1	WP_011206418.1
OG0000049	MHP_ES2L_proteins	WP_020835860.1	WP_179221202.1
OG0000049	MFC_MF22_proteins	WP_020835860.1	WP_258556603.1
OG0000049	MFC_MF29_proteins	WP_020835860.1	WP_308704657.1
OG0000049	MFC_MF18_proteins	WP_020835860.1	WP_044284698.1, WP_258556255.1
OG0000049	MFC_MF30_proteins	WP_020835860.1	WP_308705455.1
OG0000049	MFC_ATCC27716_proteins	WP_020835860.1	WP_231237870.1, WP_318023899.1
OG0000049	MFC_Ms42_proteins	WP_020835860.1	WP_231237870.1, WP_318023899.1
OG0000049	MFC_MF33_proteins	WP_020835860.1	WP_308704732.1
OG0000049	MHP_ES2_proteins	WP_020835860.1	WP_240536351.1
OG0000049	MHP_MHP650_proteins	WP_020835860.1	WP_160600923.1
OG0000050	MHP_MHP709_proteins	WP_404924247.1	WP_160588301.1
OG0000050	MHP_MHP696_proteins	WP_404924247.1	WP_160588301.1
OG0000050	MHP_MHP653_proteins	WP_404924247.1	WP_160615890.1
OG0000050	MHP_MHP691_proteins	WP_404924247.1	WP_160607999.1
OG0000050	MHP_98_proteins	WP_404924247.1	WP_179695974.1
OG0000050	MHP_111A_proteins	WP_404924247.1	WP_404911890.1
OG0000050	MHP_112B_proteins	WP_404924247.1	WP_404911890.1
OG0000050	MHP_Ue273_proteins	WP_404924247.1	WP_347952238.1
OG0000050	MHP_F72C_proteins	WP_404924247.1	WP_146379653.1
OG0000050	MHP_MHP679_proteins	WP_404924247.1	WP_160590319.1
OG0000050	MHP_7448_proteins	WP_404924247.1	WP_044272534.1
OG0000050	MHP_UFV01_proteins	WP_404924247.1	WP_044272534.1
OG0000050	MHP_UFV02_proteins	WP_404924247.1	WP_243234988.1
OG0000050	MHP_153B_proteins	WP_404924247.1	WP_404923972.1
OG0000050	MHP_154B_proteins	WP_404924247.1	WP_404923972.1
OG0000050	MHP_4284_proteins	WP_404924247.1	WP_406823126.1
OG0000050	MHP_1257_proteins	WP_404924247.1	WP_348571733.1
OG0000050	MFC_MF30_proteins	WP_404924247.1	WP_160605404.1
OG0000050	MFC_MF29_proteins	WP_404924247.1	WP_160581404.1
OG0000050	MFC_MF11_proteins	WP_404924247.1	WP_160603244.1
OG0000050	MFC_MF33_proteins	WP_404924247.1	WP_160609423.1
OG0000050	MFC_MF22_proteins	WP_404924247.1	WP_160584004.1
OG0000050	MFC_MF18_proteins	WP_404924247.1	WP_160593409.1
OG0000050	MFC_ATCC27716_proteins	WP_404924247.1	WP_002557670.1
OG0000050	MFC_Ms42_proteins	WP_404924247.1	WP_002557670.1
OG0000050	MHP_ES2L_proteins	WP_404924247.1	WP_179221157.1
OG0000050	MHP_MHP694_proteins	WP_404924247.1	WP_160606815.1
OG0000050	MHP_J_proteins	WP_404924247.1	WP_044284672.1
OG0000050	MHP_MHP650_proteins	WP_404924247.1	WP_160600723.1
OG0000050	MHP_MHP682_proteins	WP_404924247.1	WP_160585700.1
OG0000050	MHP_NCTC10127_proteins	WP_404924247.1	WP_232039637.1, WP_232039635.1, WP_232039631.1, WP_232039639.1, WP_011206286.1
OG0000050	MHP_ES2_proteins	WP_404924247.1	WP_135618938.1
OG0000050	MHP_168L_proteins	WP_404924247.1	WP_016340231.1
OG0000050	MHP_168_proteins	WP_404924247.1	WP_014579879.1
OG0000050	MHP_TB1_proteins	WP_404924247.1	WP_014579879.1
OG0000050	MHP_11_proteins	WP_404924247.1	WP_011206286.1
OG0000050	MHP_232_proteins	WP_404924247.1	WP_011206286.1
OG0000050	MHP_LH_proteins	WP_404924247.1	WP_233688465.1
OG0000050	MHP_7422_proteins	WP_404924247.1	WP_020835784.1
OG0000050	MHP_116_proteins	WP_404924247.1	WP_348602539.1
OG0000050	MHP_MHP699_proteins	WP_404924247.1	WP_160585157.1
OG0000050	MHP_133A_proteins	WP_404924247.1	WP_404924247.1
OG0000051	MHP_MHP709_proteins	WP_404924263.1	WP_160587825.1
OG0000051	MHP_MHP696_proteins	WP_404924263.1	WP_160587825.1
OG0000051	MHP_MHP682_proteins	WP_404924263.1	WP_160585663.1
OG0000051	MHP_MHP694_proteins	WP_404924263.1	WP_160606423.1
OG0000051	MHP_F72C_proteins	WP_404924263.1	WP_146379673.1
OG0000051	MHP_MHP699_proteins	WP_404924263.1	WP_160584994.1
OG0000051	MHP_98_proteins	WP_404924263.1	WP_179695991.1
OG0000051	MHP_Ue273_proteins	WP_404924263.1	WP_347952252.1
OG0000051	MHP_KM014_proteins	WP_404924263.1	WP_094521726.1
OG0000051	MHP_MHP679_proteins	WP_404924263.1	WP_160590119.1
OG0000051	MHP_MHP653_proteins	WP_404924263.1	WP_308507043.1
OG0000051	MHP_7448_proteins	WP_404924263.1	WP_011290299.1
OG0000051	MHP_111A_proteins	WP_404924263.1	WP_404911930.1
OG0000051	MHP_112B_proteins	WP_404924263.1	WP_404911930.1
OG0000051	MHP_153B_proteins	WP_404924263.1	WP_404923985.1
OG0000051	MHP_154B_proteins	WP_404924263.1	WP_404923985.1
OG0000051	MHP_MHP691_proteins	WP_404924263.1	WP_160607824.1
OG0000051	MHP_UFV01_proteins	WP_404924263.1	WP_243216261.1
OG0000051	MHP_UFV02_proteins	WP_404924263.1	WP_243216261.1
OG0000051	MHP_168L_proteins	WP_404924263.1	WP_044278027.1
OG0000051	MHP_168_proteins	WP_404924263.1	WP_044278027.1
OG0000051	MHP_TB1_proteins	WP_404924263.1	WP_044278027.1
OG0000051	MFC_MF29_proteins	WP_404924263.1	WP_160581217.1
OG0000051	MFC_MF30_proteins	WP_404924263.1	WP_160581217.1
OG0000051	MFC_MF18_proteins	WP_404924263.1	WP_160583877.1
OG0000051	MFC_MF22_proteins	WP_404924263.1	WP_160583877.1
OG0000051	MFC_MF33_proteins	WP_404924263.1	WP_160583877.1
OG0000051	MFC_ATCC27716_proteins	WP_404924263.1	WP_002557852.1
OG0000051	MFC_Ms42_proteins	WP_404924263.1	WP_002557852.1
OG0000051	MFC_MF11_proteins	WP_404924263.1	WP_160603170.1
OG0000051	MHP_ES2_proteins	WP_404924263.1	WP_135618969.1
OG0000051	MHP_MHP650_proteins	WP_404924263.1	WP_160601045.1
OG0000051	MHP_ES2L_proteins	WP_404924263.1	WP_179221174.1
OG0000051	MHP_11_proteins	WP_404924263.1	WP_011206324.1
OG0000051	MHP_232_proteins	WP_404924263.1	WP_011206324.1
OG0000051	MHP_NCTC10127_proteins	WP_404924263.1	WP_011206324.1
OG0000051	MHP_LH_proteins	WP_404924263.1	WP_233688485.1
OG0000051	MHP_J_proteins	WP_404924263.1	WP_011284239.1
OG0000051	MHP_1257_proteins	WP_404924263.1	WP_348571782.1
OG0000051	MHP_4284_proteins	WP_404924263.1	WP_406823144.1
OG0000051	MHP_116_proteins	WP_404924263.1	WP_348602565.1
OG0000051	MHP_133A_proteins	WP_404924263.1	WP_404924263.1
OG0000052	MHP_MHP709_proteins	WP_404924352.1	WP_146379447.1
OG0000052	MHP_F72C_proteins	WP_404924352.1	WP_146379447.1
OG0000052	MHP_MHP653_proteins	WP_404924352.1	WP_146379447.1
OG0000052	MHP_MHP682_proteins	WP_404924352.1	WP_146379447.1
OG0000052	MHP_MHP696_proteins	WP_404924352.1	WP_146379447.1
OG0000052	MHP_MHP694_proteins	WP_404924352.1	WP_160606901.1
OG0000052	MFC_ATCC27716_proteins	WP_404924352.1	WP_002557464.1
OG0000052	MFC_MF11_proteins	WP_404924352.1	WP_002557464.1
OG0000052	MFC_MF18_proteins	WP_404924352.1	WP_002557464.1
OG0000052	MFC_MF22_proteins	WP_404924352.1	WP_002557464.1
OG0000052	MFC_MF29_proteins	WP_404924352.1	WP_002557464.1
OG0000052	MFC_MF30_proteins	WP_404924352.1	WP_002557464.1
OG0000052	MFC_MF33_proteins	WP_404924352.1	WP_002557464.1
OG0000052	MFC_Ms42_proteins	WP_404924352.1	WP_002557464.1
OG0000052	MHP_116_proteins	WP_404924352.1	WP_011283836.1
OG0000052	MHP_J_proteins	WP_404924352.1	WP_011283836.1
OG0000052	MHP_LH_proteins	WP_404924352.1	WP_011283836.1
OG0000052	MHP_MHP650_proteins	WP_404924352.1	WP_011283836.1
OG0000052	MHP_MHP699_proteins	WP_404924352.1	WP_160584845.1
OG0000052	MHP_KM014_proteins	WP_404924352.1	WP_094521536.1
OG0000052	MHP_UFV01_proteins	WP_404924352.1	WP_094521536.1
OG0000052	MHP_UFV02_proteins	WP_404924352.1	WP_094521536.1
OG0000052	MHP_11_proteins	WP_404924352.1	WP_011205854.1
OG0000052	MHP_232_proteins	WP_404924352.1	WP_011205854.1
OG0000052	MHP_NCTC10127_proteins	WP_404924352.1	WP_011205854.1
OG0000052	MHP_ES2L_proteins	WP_404924352.1	WP_179220981.1
OG0000052	MHP_111A_proteins	WP_404924352.1	WP_404912127.1, WP_404912125.1
OG0000052	MHP_112B_proteins	WP_404924352.1	WP_404912127.1, WP_404912125.1
OG0000052	MHP_TB1_proteins	WP_404924352.1	WP_088764574.1
OG0000052	MHP_168L_proteins	WP_404924352.1	WP_014579524.1
OG0000052	MHP_168_proteins	WP_404924352.1	WP_014579524.1
OG0000052	MHP_ES2_proteins	WP_404924352.1	WP_135618448.1
OG0000052	MHP_MHP679_proteins	WP_404924352.1	WP_160590168.1
OG0000052	MHP_153B_proteins	WP_404924352.1	WP_404924060.1
OG0000052	MHP_154B_proteins	WP_404924352.1	WP_404924060.1
OG0000052	MHP_1257_proteins	WP_404924352.1	WP_011289937.1
OG0000052	MHP_4284_proteins	WP_404924352.1	WP_011289937.1
OG0000052	MHP_7422_proteins	WP_404924352.1	WP_011289937.1
OG0000052	MHP_7448_proteins	WP_404924352.1	WP_011289937.1
OG0000052	MHP_98_proteins	WP_404924352.1	WP_011289937.1
OG0000052	MHP_MHP691_proteins	WP_404924352.1	WP_011289937.1
OG0000052	MHP_Ue273_proteins	WP_404924352.1	WP_011289937.1
OG0000052	MHP_133A_proteins	WP_404924352.1	WP_404924352.1
OG0000053	MHP_MHP709_proteins	WP_404924445.1	WP_160588221.1
OG0000053	MHP_MHP696_proteins	WP_404924445.1	WP_160588221.1
OG0000053	MHP_MHP694_proteins	WP_404924445.1	WP_160606635.1
OG0000053	MHP_111A_proteins	WP_404924445.1	WP_160585093.1
OG0000053	MHP_112B_proteins	WP_404924445.1	WP_160585093.1
OG0000053	MHP_MHP699_proteins	WP_404924445.1	WP_160585093.1
OG0000053	MHP_7448_proteins	WP_404924445.1	WP_044272405.1
OG0000053	MHP_UFV01_proteins	WP_404924445.1	WP_243216057.1
OG0000053	MHP_UFV02_proteins	WP_404924445.1	WP_243216057.1
OG0000053	MHP_7422_proteins	WP_404924445.1	WP_020835649.1
OG0000053	MHP_98_proteins	WP_404924445.1	WP_020835649.1
OG0000053	MHP_4284_proteins	WP_404924445.1	WP_406823255.1
OG0000053	MHP_J_proteins	WP_404924445.1	WP_044284619.1
OG0000053	MHP_11_proteins	WP_404924445.1	WP_011205946.1
OG0000053	MHP_232_proteins	WP_404924445.1	WP_011205946.1
OG0000053	MHP_NCTC10127_proteins	WP_404924445.1	WP_011205946.1
OG0000053	MHP_LH_proteins	WP_404924445.1	WP_233688713.1
OG0000053	MHP_KM014_proteins	WP_404924445.1	WP_094521633.1
OG0000053	MHP_116_proteins	WP_404924445.1	WP_348602794.1
OG0000053	MHP_1257_proteins	WP_404924445.1	WP_348572063.1
OG0000053	MHP_MHP653_proteins	WP_404924445.1	WP_160615665.1
OG0000053	MHP_ES2L_proteins	WP_404924445.1	WP_179221080.1
OG0000053	MHP_ES2_proteins	WP_404924445.1	WP_135618705.1
OG0000053	MHP_168L_proteins	WP_404924445.1	WP_014579730.1
OG0000053	MHP_168_proteins	WP_404924445.1	WP_014579730.1
OG0000053	MHP_TB1_proteins	WP_404924445.1	WP_014579730.1
OG0000053	MFC_MF33_proteins	WP_404924445.1	WP_160609345.1
OG0000053	MFC_MF11_proteins	WP_404924445.1	WP_160603200.1
