Orthogroup	MHP_168_proteins	MHP_112B_proteins
OG0000586	WP_228365421.1	WP_044272424.1
OG0000587	WP_269076332.1	WP_258555257.1
OG0000588	WP_014579766.1	WP_404912371.1
OG0000590	WP_228365397.1	WP_404912404.1
OG0000591	WP_258556645.1	WP_258555396.1
OG0000592	WP_014579909.1	WP_404911928.1
OG0000593	WP_014580028.1	WP_404912088.1
OG0000596	WP_014579752.1	WP_404912392.1
OG0000598	WP_020835684.1	WP_192894290.1
OG0000599	WP_014579750.1	WP_011206170.1
OG0000600	WP_014579686.1	WP_404912410.1
OG0000602	WP_014579847.1	WP_404913758.1
OG0000604	WP_258555242.1	WP_258555242.1
OG0000605	WP_014579682.1	WP_404913750.1
OG0000609	WP_158520147.1	WP_220190677.1
OG0000610	WP_258556638.1	WP_269076320.1
OG0000612	WP_228365420.1	WP_225973036.1
OG0000613	WP_014579800.1	WP_225972966.1
OG0000616	WP_011206358.1	WP_011206358.1
OG0000623	WP_044278046.1	WP_275087581.1, WP_404911827.1
