Orthogroup	MHP_168_proteins	MHP_MHP679_proteins
OG0000572	WP_014579705.1	WP_160590387.1
OG0000573	WP_014579759.1	WP_160590232.1
OG0000574	WP_014579714.1	WP_014579714.1
OG0000575	WP_014579697.1	WP_146379542.1
OG0000576	WP_014579765.1	WP_011290145.1
OG0000577	WP_011290300.1	WP_011206325.1
OG0000578	WP_014579914.1	WP_258555672.1
OG0000579	WP_014579785.1	WP_258555659.1
OG0000580	WP_228365392.1	WP_160587867.1
OG0000581	WP_014579782.1	WP_160590075.1
OG0000582	WP_228365416.1	WP_308704707.1
OG0000583	WP_014579761.1	WP_160590236.1
OG0000584	WP_014579687.1	WP_014579687.1
OG0000585	WP_044278005.1	WP_160590313.1
OG0000586	WP_228365421.1	WP_160590239.1
OG0000587	WP_269076332.1	WP_308507028.1
OG0000588	WP_014579766.1	WP_308704703.1
OG0000590	WP_014579689.1	WP_011290233.1
OG0000591	WP_258556645.1	WP_258555396.1
OG0000592	WP_014579909.1	WP_160590121.1
OG0000593	WP_014580028.1	WP_160590362.1
OG0000594	WP_011284003.1	WP_160590379.1
OG0000600	WP_014579686.1	WP_160581237.1
OG0000601	WP_014579787.1	WP_020835695.1
OG0000603	WP_014579683.1	WP_014579683.1
OG0000605	WP_014579682.1	WP_258555661.1, WP_258555662.1
OG0000606	WP_014579783.1	WP_160590079.1
OG0000610	WP_258556638.1	WP_160590370.1, WP_160590549.1
OG0000613	WP_014579800.1	WP_258555653.1
OG0000628	WP_014579677.1	WP_014579677.1
OG0000629	WP_044277979.1	WP_044277979.1
OG0000630	WP_014579675.1	WP_014579675.1
OG0000631	WP_014579676.1	WP_014579676.1
