Orthogroup	MHP_7448_proteins	MHP_4284_proteins
OG0000573	WP_020835676.1	WP_348602814.1
OG0000574	WP_011284018.1	WP_011284018.1
OG0000575	WP_011290089.1	WP_406823243.1
OG0000576	WP_011290145.1	WP_011284072.1
OG0000577	WP_011290300.1	WP_011290300.1
OG0000578	WP_044272556.1	WP_406823147.1
OG0000579	WP_011290167.1	WP_406823277.1
OG0000580	WP_044272727.1	WP_258555240.1
OG0000581	WP_020835690.1	WP_406823276.1
OG0000582	WP_228366129.1	WP_404924434.1
OG0000583	WP_011290150.1	WP_406823269.1
OG0000586	WP_228366131.1	WP_406823267.1
OG0000587	WP_258555257.1	WP_406823285.1
OG0000588	WP_011290144.1	WP_406823265.1
OG0000591	WP_160585604.1	WP_258555396.1
OG0000592	WP_011290298.1	WP_011290298.1
OG0000593	WP_044272673.1	WP_348602653.1
OG0000594	WP_011290090.1	WP_406823294.1
OG0000595	WP_011290355.1	WP_406823171.1
OG0000597	WP_044272591.1	WP_044272591.1
OG0000601	WP_020835695.1	WP_020835695.1
OG0000602	WP_044272715.1	WP_406823089.1
OG0000604	WP_258555242.1	WP_258555242.1
OG0000606	WP_020835692.1	WP_160587871.1
OG0000607	WP_158209054.1	WP_158209054.1
OG0000609	WP_187145664.1	WP_157696717.1
OG0000611	WP_225973003.1	WP_225973003.1
OG0000615	WP_044272557.1	WP_406823148.1
