Orthogroup	MHP_7448_proteins	MHP_168_proteins
OG0000561	WP_011290073.1	WP_011206015.1
OG0000562	WP_020835696.1	WP_014579789.1
OG0000563	WP_011290172.1	WP_014579786.1
OG0000564	WP_041361605.1	WP_228365418.1
OG0000565	WP_011290181.1	WP_014579797.1
OG0000566	WP_228366135.1	WP_228365427.1
OG0000567	WP_228366133.1	WP_228365425.1
OG0000568	WP_044272325.1	WP_011206097.1
OG0000569	WP_044272385.1	WP_014579700.1
OG0000570	WP_011290093.1	WP_014579701.1
OG0000571	WP_011205986.1	WP_014579702.1
OG0000572	WP_011290097.1	WP_014579705.1
OG0000573	WP_020835676.1	WP_014579759.1
OG0000574	WP_011284018.1	WP_014579714.1
OG0000575	WP_011290089.1	WP_014579697.1
OG0000576	WP_011290145.1	WP_014579765.1
OG0000577	WP_011290300.1	WP_011290300.1
OG0000578	WP_044272556.1	WP_014579914.1
OG0000579	WP_011290167.1	WP_014579785.1
OG0000580	WP_044272727.1	WP_228365392.1
OG0000581	WP_020835690.1	WP_014579782.1
OG0000582	WP_228366129.1	WP_228365416.1
OG0000583	WP_011290150.1	WP_014579761.1
OG0000584	WP_228366097.1, WP_228366096.1	WP_014579687.1
OG0000586	WP_228366131.1	WP_228365421.1
OG0000587	WP_258555257.1	WP_269076332.1
OG0000588	WP_011290144.1	WP_014579766.1
OG0000590	WP_011290233.1	WP_014579689.1
OG0000591	WP_160585604.1	WP_258556645.1
OG0000592	WP_011290298.1	WP_014579909.1
OG0000593	WP_044272673.1	WP_014580028.1
OG0000594	WP_011290090.1	WP_011284003.1
OG0000596	WP_044272436.1	WP_014579752.1
OG0000598	WP_020835684.1	WP_020835684.1
OG0000599	WP_044272437.1	WP_014579750.1
OG0000600	WP_014579686.1	WP_014579686.1
OG0000601	WP_020835695.1	WP_014579787.1
OG0000602	WP_044272715.1	WP_014579847.1
OG0000603	WP_014579683.1	WP_014579683.1
OG0000604	WP_258555242.1	WP_258555242.1
OG0000605	WP_011290237.1	WP_014579682.1
OG0000606	WP_020835692.1	WP_014579783.1
OG0000609	WP_187145664.1	WP_158520147.1
OG0000610	WP_269076320.1	WP_258556638.1
OG0000612	WP_041361626.1	WP_228365420.1
OG0000613	WP_044272456.1	WP_014579800.1
OG0000615	WP_044272557.1	WP_014579916.1
OG0000620	WP_143826160.1	WP_143826160.1
OG0000623	WP_187145659.1	WP_044278046.1
OG0000628	WP_041361554.1	WP_014579677.1
OG0000629	WP_187145657.1	WP_044277979.1
OG0000630	WP_041361551.1	WP_014579675.1
OG0000631	WP_020835551.1	WP_014579676.1
