Orthogroup	MHP_7448_proteins	MHP_MHP682_proteins
OG0000568	WP_044272325.1	WP_160585617.1
OG0000569	WP_044272385.1	WP_160585559.1
OG0000570	WP_011290093.1	WP_160584704.1
OG0000571	WP_011205986.1	WP_011205986.1
OG0000572	WP_011290097.1	WP_160585558.1
OG0000573	WP_020835676.1	WP_160585052.1
OG0000575	WP_011290089.1	WP_135618654.1
OG0000576	WP_011290145.1	WP_011290145.1
OG0000577	WP_011290300.1	WP_258555819.1
OG0000578	WP_044272556.1	WP_160585659.1
OG0000579	WP_011290167.1	WP_160585817.1
OG0000580	WP_044272727.1	WP_258555826.1
OG0000581	WP_020835690.1	WP_160585815.1
OG0000582	WP_228366129.1	WP_308507001.1
OG0000583	WP_011290150.1	WP_160585056.1
OG0000584	WP_228366097.1, WP_228366096.1	WP_160585711.1
OG0000586	WP_228366131.1	WP_160585695.1
OG0000587	WP_258555257.1	WP_240536501.1
OG0000591	WP_160585604.1	WP_160585604.1
OG0000592	WP_011290298.1	WP_160585664.1
OG0000593	WP_044272673.1	WP_160584886.1
OG0000594	WP_011290090.1	WP_160585561.1
OG0000600	WP_014579686.1	WP_160584945.1
OG0000601	WP_020835695.1	WP_020835695.1
OG0000603	WP_014579683.1	WP_135618745.1
OG0000604	WP_258555242.1	WP_258555824.1
OG0000605	WP_011290237.1	WP_160585712.1
OG0000606	WP_020835692.1	WP_160585286.1
OG0000607	WP_158209054.1	WP_158209054.1
OG0000608	WP_187145663.1	WP_160585754.1
OG0000610	WP_269076320.1	WP_258555812.1
OG0000611	WP_225973003.1	WP_225973003.1
OG0000615	WP_044272557.1	WP_044272557.1
OG0000618	WP_044272647.1	WP_258555699.1
OG0000625	WP_308704619.1	WP_308507017.1
OG0000633	WP_041361634.1	WP_258555861.1
