Orthogroup	MHP_7448_proteins	MHP_MHP696_proteins
OG0000557	WP_011205983.1	WP_011205983.1
OG0000558	WP_020835624.1	WP_160587995.1
OG0000559	WP_011290153.1	WP_011206161.1
OG0000560	WP_011284100.1	WP_011284100.1
OG0000561	WP_011290073.1	WP_160584672.1
OG0000562	WP_020835696.1	WP_146379618.1
OG0000563	WP_011290172.1	WP_160587877.1
OG0000564	WP_041361605.1	WP_308507055.1
OG0000565	WP_011290181.1	WP_011290181.1
OG0000566	WP_228366135.1	WP_258555256.1
OG0000567	WP_228366133.1	WP_258555255.1
OG0000568	WP_044272325.1	WP_044272325.1
OG0000569	WP_044272385.1	WP_160587997.1
OG0000570	WP_011290093.1	WP_160587999.1
OG0000571	WP_011205986.1	WP_135618664.1
OG0000572	WP_011290097.1	WP_160588001.1
OG0000573	WP_020835676.1	WP_135618777.1
OG0000574	WP_011284018.1	WP_011284018.1
OG0000575	WP_011290089.1	WP_014579697.1
OG0000576	WP_011290145.1	WP_160585066.1
OG0000577	WP_011290300.1	WP_011290300.1
OG0000578	WP_044272556.1	WP_041361678.1
OG0000579	WP_011290167.1	WP_160587875.1
OG0000580	WP_044272727.1	WP_258555240.1
OG0000581	WP_020835690.1	WP_094521657.1
OG0000582	WP_228366129.1	WP_233688696.1
OG0000583	WP_011290150.1	WP_011290150.1
OG0000586	WP_228366131.1	WP_044272424.1
OG0000587	WP_258555257.1	WP_258555257.1
OG0000588	WP_011290144.1	WP_243216079.1
OG0000591	WP_160585604.1	WP_160585604.1
OG0000592	WP_011290298.1	WP_160587824.1
OG0000593	WP_044272673.1	WP_160584886.1
OG0000594	WP_011290090.1	WP_160587992.1
OG0000595	WP_011290355.1	WP_160588352.1
OG0000597	WP_044272591.1	WP_220191129.1
OG0000601	WP_020835695.1	WP_160587878.1
OG0000602	WP_044272715.1	WP_160617491.1
OG0000604	WP_258555242.1	WP_258555242.1
OG0000606	WP_020835692.1	WP_160587871.1
OG0000607	WP_158209054.1	WP_160587988.1
OG0000608	WP_187145663.1	WP_160587880.1
OG0000609	WP_187145664.1	WP_158520147.1
OG0000611	WP_225973003.1	WP_225973003.1
OG0000620	WP_143826160.1	WP_143826160.1
OG0000626	WP_179221224.1	WP_220191077.1
