Orthogroup	MHP_MHP699_proteins	MHP_112B_proteins
OG0000576	WP_160585066.1	WP_011290145.1
OG0000577	WP_011290300.1	WP_011290300.1
OG0000578	WP_160585115.1	WP_041361678.1
OG0000579	WP_160585282.1	WP_146379623.1
OG0000580	WP_258555826.1	WP_236607953.1
OG0000581	WP_160585288.1	WP_404911821.1
OG0000582	WP_308506985.1	WP_404912305.1
OG0000583	WP_160585056.1	WP_404912380.1
OG0000584	WP_160584947.1	WP_404912408.1
OG0000585	WP_220190718.1	WP_146379626.1
OG0000586	WP_160585060.1	WP_044272424.1
OG0000587	WP_258555257.1	WP_258555257.1
OG0000588	WP_280996643.1	WP_404912371.1
OG0000589	WP_160585313.1	WP_002557988.1
OG0000590	WP_160584949.1	WP_404912404.1
OG0000591	WP_258555396.1	WP_258555396.1
OG0000593	WP_160584886.1	WP_404912088.1
OG0000596	WP_160585040.1	WP_404912392.1
OG0000598	WP_280996637.1	WP_192894290.1
OG0000599	WP_011206170.1	WP_011206170.1
OG0000600	WP_160584945.1	WP_404912410.1
OG0000603	WP_135618745.1	WP_011206361.1
OG0000604	WP_258555422.1	WP_258555242.1
OG0000605	WP_160584943.1	WP_404913750.1
OG0000607	WP_158209054.1	WP_158209054.1
OG0000608	WP_146379617.1	WP_020835697.1
OG0000612	WP_280996633.1	WP_225973036.1
OG0000614	WP_280996807.1	WP_404913716.1
OG0000616	WP_011206358.1	WP_011206358.1
OG0000617	WP_308506992.1	WP_404912373.1
OG0000622	WP_280996499.1	WP_225973020.1
OG0000668	WP_160585028.1	WP_160585028.1
