Orthogroup	MHP_MHP699_proteins	MHP_MHP709_proteins
OG0000546	WP_258555624.1	WP_258555239.1
OG0000547	WP_020835845.1	WP_011290341.1
OG0000548	WP_160585290.1	WP_135618730.1
OG0000549	WP_160585258.1	WP_160588142.1
OG0000550	WP_220190660.1	WP_160588175.1
OG0000551	WP_160585237.1	WP_011206407.1
OG0000552	WP_160584935.1	WP_044284704.1
OG0000553	WP_020835815.1	WP_160587832.1
OG0000554	WP_160585081.1	WP_160585727.1
OG0000555	WP_225972997.1	WP_228366107.1
OG0000557	WP_011205983.1	WP_011205983.1
OG0000558	WP_160584701.1	WP_160587995.1
OG0000559	WP_011206161.1	WP_011206161.1
OG0000560	WP_011284100.1	WP_011284100.1
OG0000561	WP_160584672.1	WP_160584672.1
OG0000562	WP_146379618.1	WP_146379618.1
OG0000563	WP_160585033.1	WP_160587877.1
OG0000564	WP_280996375.1	WP_258555275.1
OG0000565	WP_160585027.1	WP_011290181.1
OG0000566	WP_280996618.1	WP_258555256.1
OG0000567	WP_308506990.1	WP_258555255.1
OG0000568	WP_044272325.1	WP_044272325.1
OG0000569	WP_160584703.1	WP_160587997.1
OG0000570	WP_160584704.1	WP_160587999.1
OG0000571	WP_160584706.1	WP_135618664.1
OG0000572	WP_160584708.1	WP_160588001.1
OG0000573	WP_160585052.1	WP_135618777.1
OG0000574	WP_160584716.1	WP_011284018.1
OG0000575	WP_160584699.1	WP_014579697.1
OG0000576	WP_160585066.1	WP_160585066.1
OG0000577	WP_011290300.1	WP_011290300.1
OG0000578	WP_160585115.1	WP_041361678.1
OG0000579	WP_160585282.1	WP_160587875.1
OG0000580	WP_258555826.1	WP_258555240.1
OG0000581	WP_160585288.1	WP_094521657.1
OG0000582	WP_308506985.1	WP_233688696.1
OG0000583	WP_160585056.1	WP_011290150.1
OG0000585	WP_220190718.1	WP_160588364.1
OG0000586	WP_160585060.1	WP_044272424.1
OG0000587	WP_258555257.1	WP_258555257.1
OG0000588	WP_280996643.1	WP_243216079.1
OG0000589	WP_160585313.1	WP_220191121.1
OG0000591	WP_258555396.1	WP_160585604.1
OG0000593	WP_160584886.1	WP_160584886.1
OG0000594	WP_160584731.1	WP_160587992.1
OG0000595	WP_160585327.1	WP_160588352.1
OG0000597	WP_220190743.1	WP_220191129.1
OG0000601	WP_020835695.1	WP_160587878.1
OG0000604	WP_258555422.1	WP_258555242.1
OG0000606	WP_160585286.1	WP_160587871.1
OG0000607	WP_158209054.1	WP_160587988.1
OG0000608	WP_146379617.1	WP_160587880.1
OG0000614	WP_280996807.1	WP_094521688.1
OG0000617	WP_308506992.1	WP_308506992.1
OG0000619	WP_160585284.1	WP_160587873.1
OG0000626	WP_179221224.1	WP_220191077.1
OG0000654	WP_280996469.1	WP_258555383.1
