Orthogroup	MHP_116_proteins	MHP_11_proteins
OG0000565	WP_348602837.1	WP_011206190.1
OG0000566	WP_348602834.1	WP_238374145.1
OG0000567	WP_348602828.1	WP_011206185.1
OG0000568	WP_044272325.1	WP_011206097.1
OG0000569	WP_348602768.1	WP_011205988.1
OG0000570	WP_348602769.1	WP_011205987.1
OG0000571	WP_011205986.1	WP_011205986.1
OG0000572	WP_348602772.1	WP_011205982.1
OG0000573	WP_348602814.1	WP_011206160.1
OG0000574	WP_348602779.1	WP_044284820.1
OG0000575	WP_348602765.1	WP_011205991.1
OG0000576	WP_348602806.1	WP_011206153.1
OG0000577	WP_011290300.1	WP_011290300.1
OG0000578	WP_348602568.1	WP_011206329.1
OG0000579	WP_146379623.1	WP_011206178.1
OG0000580	WP_041361798.1	WP_011206351.1
OG0000581	WP_348602821.1	WP_011206175.1
OG0000582	WP_348602771.1	WP_011205984.1
OG0000583	WP_348602811.1	WP_011206158.1
OG0000586	WP_348602809.1	WP_238374144.1
OG0000587	WP_348602838.1	WP_173670106.1
OG0000588	WP_348602805.1	WP_173670105.1
OG0000592	WP_347952251.1	WP_011206323.1
OG0000593	WP_348602653.1	WP_011206512.1
OG0000594	WP_348602766.1	WP_044284777.1
OG0000601	WP_348602825.1	WP_014579787.1
OG0000606	WP_020835692.1	WP_011206176.1
OG0000609	WP_348602832.1	WP_158209056.1
OG0000611	WP_348602672.1	WP_232039500.1
OG0000618	WP_348602630.1	WP_011206463.1
OG0000621	WP_348602841.1	WP_258555395.1
