Orthogroup	MHP_116_proteins	MHP_MHP691_proteins
OG0000567	WP_348602828.1	WP_258555574.1
OG0000568	WP_044272325.1	WP_160607975.1
OG0000569	WP_348602768.1	WP_160601085.1
OG0000570	WP_348602769.1	WP_308704687.1
OG0000571	WP_011205986.1	WP_014579702.1
OG0000572	WP_348602772.1	WP_160608028.1
OG0000573	WP_348602814.1	WP_160590232.1
OG0000574	WP_348602779.1	WP_014579714.1
OG0000575	WP_348602765.1	WP_146379542.1
OG0000576	WP_348602806.1	WP_160607939.1
OG0000577	WP_011290300.1	WP_011290300.1
OG0000578	WP_348602568.1	WP_160607816.1
OG0000580	WP_041361798.1	WP_258555565.1
OG0000582	WP_348602771.1	WP_308704689.1
OG0000583	WP_348602811.1	WP_160607949.1
OG0000585	WP_348602511.1	WP_160607668.1
OG0000586	WP_348602809.1	WP_258555590.1
OG0000587	WP_348602838.1	WP_240536501.1
OG0000588	WP_348602805.1	WP_308704681.1
OG0000589	WP_348602506.1	WP_002557988.1
OG0000592	WP_347952251.1	WP_160607826.1
OG0000593	WP_348602653.1	WP_160607753.1
OG0000594	WP_348602766.1	WP_160608025.1
OG0000595	WP_348602602.1	WP_160608096.1
OG0000597	WP_348602601.1	WP_167871266.1
OG0000601	WP_348602825.1	WP_020835695.1
OG0000609	WP_348602832.1	WP_158520147.1
OG0000611	WP_348602672.1	WP_225973003.1
