Orthogroup	MHP_Ue273_genes	MHP_153B_genes
OG0000554	VQY17_RS02395	NB625_RS02535
OG0000557	VQY17_RS01285	NB625_RS01265
OG0000558	VQY17_RS01255	NB625_RS01230
OG0000559	VQY17_RS01745	NB625_RS01705
OG0000560	VQY17_RS01880	NB625_RS01805
OG0000561	VQY17_RS01140	NB625_RS01115
OG0000562	VQY17_RS01885	NB625_RS01810
OG0000563	VQY17_RS01870	NB625_RS01800
OG0000564	VQY17_RS01305	NB625_RS01290
OG0000565	VQY17_RS01945	NB625_RS01875
OG0000566	VQY17_RS01925	NB625_RS01855
OG0000567	VQY17_RS01900	NB625_RS01820
OG0000568	VQY17_RS00685	NB625_RS01000
OG0000569	VQY17_RS01260	NB625_RS01235
OG0000570	VQY17_RS01265	NB625_RS01240
OG0000571	VQY17_RS01270	NB625_RS01245
OG0000572	VQY17_RS01290	NB625_RS01270
OG0000573	VQY17_RS01740	NB625_RS01700
OG0000574	VQY17_RS01325	NB625_RS01310
OG0000575	VQY17_RS01245	NB625_RS01220
OG0000576	VQY17_RS01690	NB625_RS01655
OG0000577	VQY17_RS02650	NB625_RS02815
OG0000578	VQY17_RS02670	NB625_RS02840
OG0000579	VQY17_RS01845	NB625_RS01785
OG0000580	VQY17_RS02770	NB625_RS02950
OG0000581	VQY17_RS01830	NB625_RS01770
OG0000582	VQY17_RS01280	NB625_RS01260
OG0000583	VQY17_RS01730	NB625_RS01690
OG0000585	VQY17_RS02215	NB625_RS02355
OG0000586	VQY17_RS01705	NB625_RS01675
OG0000587	VQY17_RS01950	NB625_RS01880
OG0000588	VQY17_RS01680	NB625_RS01645
OG0000591	VQY17_RS01970	NB625_RS01895
OG0000592	VQY17_RS02640	NB625_RS02805
OG0000594	VQY17_RS01250	NB625_RS01225
OG0000606	VQY17_RS01840	NB625_RS01775
OG0000609	VQY17_RS01915	NB625_RS01835
OG0000610	VQY17_RS00675	NB625_RS01010
OG0000611	VQY17_RS00090	NB625_RS00095
OG0000622	VQY17_RS00950	NB625_RS02320
