Orthogroup	MHP_Ue273_genes	MHP_7448_genes
OG0000489	VQY17_RS00050	MHP7448_RS00050
OG0000490	VQY17_RS03610	MHP7448_RS03645
OG0000491	VQY17_RS01365	MHP7448_RS01365
OG0000492	VQY17_RS01445	MHP7448_RS01440
OG0000493	VQY17_RS00580	MHP7448_RS00580
OG0000494	VQY17_RS00640	MHP7448_RS00650
OG0000495	VQY17_RS02815	MHP7448_RS02855
OG0000496	VQY17_RS02805	MHP7448_RS02845
OG0000497	VQY17_RS02800	MHP7448_RS02840
OG0000498	VQY17_RS02720	MHP7448_RS02760
OG0000499	VQY17_RS02685	MHP7448_RS02725
OG0000500	VQY17_RS02005	MHP7448_RS01950
OG0000501	VQY17_RS03055	MHP7448_RS03100
OG0000502	VQY17_RS01225	MHP7448_RS01205
OG0000503	VQY17_RS00760	MHP7448_RS00765
OG0000504	VQY17_RS00905	MHP7448_RS00900
OG0000505	VQY17_RS00965	MHP7448_RS00935
OG0000506	VQY17_RS00975	MHP7448_RS00945
OG0000507	VQY17_RS01010	MHP7448_RS00980
OG0000508	VQY17_RS00255	MHP7448_RS00250
OG0000509	VQY17_RS00290	MHP7448_RS00285
OG0000510	VQY17_RS00305	MHP7448_RS00295
OG0000511	VQY17_RS00435	MHP7448_RS00430
OG0000512	VQY17_RS02545	MHP7448_RS02575
OG0000513	VQY17_RS03425	MHP7448_RS03460
OG0000514	VQY17_RS02840	MHP7448_RS02885
OG0000516	VQY17_RS02085	MHP7448_RS02030
OG0000517	VQY17_RS00065	MHP7448_RS00065
OG0000518	VQY17_RS03095	MHP7448_RS03145
OG0000519	VQY17_RS00790	MHP7448_RS00790
OG0000520	VQY17_RS00920	MHP7448_RS00915
OG0000521	VQY17_RS00270	MHP7448_RS00265
OG0000523	VQY17_RS03360	MHP7448_RS03395
OG0000524	VQY17_RS02660	MHP7448_RS02695
OG0000525	VQY17_RS03325	MHP7448_RS03365
OG0000526	VQY17_RS01905	MHP7448_RS03985
OG0000527	VQY17_RS01825	MHP7448_RS01795
OG0000528	VQY17_RS02090	MHP7448_RS02035
OG0000529	VQY17_RS02245	MHP7448_RS02170
OG0000530	VQY17_RS02350	MHP7448_RS02370
OG0000531	VQY17_RS01420	MHP7448_RS01415
OG0000532	VQY17_RS01660	MHP7448_RS01645
OG0000533	VQY17_RS00600	MHP7448_RS00600
OG0000534	VQY17_RS00385	MHP7448_RS00380
OG0000535	VQY17_RS00045	MHP7448_RS00045
OG0000536	VQY17_RS03545	MHP7448_RS03575
OG0000537	VQY17_RS00725	MHP7448_RS00735
OG0000538	VQY17_RS01160	MHP7448_RS01125
OG0000539	VQY17_RS00215	MHP7448_RS00210
OG0000540	VQY17_RS02630	MHP7448_RS02660
OG0000541	VQY17_RS02700	MHP7448_RS02740
OG0000542	VQY17_RS00355	MHP7448_RS00350
OG0000543	VQY17_RS01675, VQY17_RS01600	MHP7448_RS01585
OG0000544	VQY17_RS01275	MHP7448_RS01265
OG0000545	VQY17_RS01895	MHP7448_RS01860
OG0000546	VQY17_RS02765	MHP7448_RS02810
OG0000547	VQY17_RS02895	MHP7448_RS02935
OG0000548	VQY17_RS01625	MHP7448_RS01610
OG0000549	VQY17_RS03315	MHP7448_RS03355
OG0000550	VQY17_RS03465	MHP7448_RS03495
OG0000552	VQY17_RS03130	MHP7448_RS03180
OG0000553	VQY17_RS02675	MHP7448_RS02710
OG0000554	VQY17_RS02395	MHP7448_RS02415
OG0000557	VQY17_RS01285	MHP7448_RS01275
OG0000558	VQY17_RS01255	MHP7448_RS01245
OG0000559	VQY17_RS01745	MHP7448_RS01715
OG0000560	VQY17_RS01880	MHP7448_RS01845
OG0000561	VQY17_RS01140	MHP7448_RS01110
OG0000562	VQY17_RS01885	MHP7448_RS01850
OG0000563	VQY17_RS01870	MHP7448_RS01835
OG0000564	VQY17_RS01305	MHP7448_RS03960
OG0000565	VQY17_RS01945	MHP7448_RS01900
OG0000566	VQY17_RS01925	MHP7448_RS01890
OG0000567	VQY17_RS01900	MHP7448_RS01865
OG0000568	VQY17_RS00685	MHP7448_RS00695
OG0000569	VQY17_RS01260	MHP7448_RS01250
OG0000570	VQY17_RS01265	MHP7448_RS01255
OG0000571	VQY17_RS01270	MHP7448_RS01260
OG0000572	VQY17_RS01290	MHP7448_RS01280
OG0000573	VQY17_RS01740	MHP7448_RS01710
OG0000574	VQY17_RS01325	MHP7448_RS01325
OG0000575	VQY17_RS01245	MHP7448_RS01235
OG0000576	VQY17_RS01690	MHP7448_RS03735
OG0000577	VQY17_RS02650	MHP7448_RS02680
OG0000578	VQY17_RS02670	MHP7448_RS02705
OG0000579	VQY17_RS01845	MHP7448_RS01805
OG0000580	VQY17_RS02770	MHP7448_RS02815
OG0000581	VQY17_RS01830	MHP7448_RS01800
OG0000582	VQY17_RS01280	MHP7448_RS03955
OG0000583	VQY17_RS01730	MHP7448_RS01700
OG0000586	VQY17_RS01705	MHP7448_RS01690
OG0000587	VQY17_RS01950	MHP7448_RS04085
OG0000588	VQY17_RS01680	MHP7448_RS01670
OG0000591	VQY17_RS01970	MHP7448_RS03890
OG0000592	VQY17_RS02640	MHP7448_RS02670
OG0000593	VQY17_RS03530	MHP7448_RS03560
OG0000594	VQY17_RS01250	MHP7448_RS01240
OG0000596	VQY17_RS01785	MHP7448_RS01750
OG0000598	VQY17_RS01790	MHP7448_RS01755
OG0000599	VQY17_RS01795	MHP7448_RS01760
OG0000601	VQY17_RS01875	MHP7448_RS01840
OG0000602	VQY17_RS02115	MHP7448_RS02055
OG0000604	VQY17_RS02780	MHP7448_RS04090
OG0000606	VQY17_RS01840	MHP7448_RS01815
OG0000608	VQY17_RS01890	MHP7448_RS03865
OG0000609	VQY17_RS01915	MHP7448_RS03875
OG0000610	VQY17_RS00675	MHP7448_RS04080
OG0000611	VQY17_RS00090	MHP7448_RS00090
OG0000612	VQY17_RS01800	MHP7448_RS01770
OG0000613	VQY17_RS01965	MHP7448_RS01910
OG0000618	VQY17_RS03275	MHP7448_RS03320
OG0000623	VQY17_RS01720	MHP7448_RS03940
OG0000625	VQY17_RS01850	MHP7448_RS04130
OG0000633	VQY17_RS01855	MHP7448_RS04075
