Orthogroup	MHP_Ue273_genes	MHP_116_genes
OG0000496	VQY17_RS02805	ABJ972_RS02750
OG0000497	VQY17_RS02800	ABJ972_RS02745
OG0000498	VQY17_RS02720	ABJ972_RS02665
OG0000499	VQY17_RS02685	ABJ972_RS02630
OG0000500	VQY17_RS02005	ABJ972_RS01895
OG0000501	VQY17_RS03055	ABJ972_RS02975
OG0000502	VQY17_RS01225	ABJ972_RS01190
OG0000503	VQY17_RS00760	ABJ972_RS00905
OG0000504	VQY17_RS00905	ABJ972_RS00770
OG0000505	VQY17_RS00965	ABJ972_RS00735
OG0000506	VQY17_RS00975	ABJ972_RS00725
OG0000507	VQY17_RS01010	ABJ972_RS00690
OG0000508	VQY17_RS00255	ABJ972_RS00235
OG0000509	VQY17_RS00290	ABJ972_RS00270
OG0000510	VQY17_RS00305	ABJ972_RS00280
OG0000511	VQY17_RS00435	ABJ972_RS00415
OG0000512	VQY17_RS02545	ABJ972_RS02490
OG0000513	VQY17_RS03425	ABJ972_RS03330
OG0000514	VQY17_RS02840	ABJ972_RS02785
OG0000516	VQY17_RS02085	ABJ972_RS01975
OG0000517	VQY17_RS00065	ABJ972_RS00065
OG0000518	VQY17_RS03095	ABJ972_RS03015
OG0000519	VQY17_RS00790	ABJ972_RS00880
OG0000520	VQY17_RS00920	ABJ972_RS00755
OG0000521	VQY17_RS00270	ABJ972_RS00250
OG0000523	VQY17_RS03360	ABJ972_RS03265
OG0000524	VQY17_RS02660	ABJ972_RS02605
OG0000525	VQY17_RS03325	ABJ972_RS03240
OG0000527	VQY17_RS01825	ABJ972_RS01725
OG0000528	VQY17_RS02090	ABJ972_RS01980
OG0000529	VQY17_RS02245	ABJ972_RS02190
OG0000530	VQY17_RS02350	ABJ972_RS02295
OG0000531	VQY17_RS01420	ABJ972_RS01385
OG0000532	VQY17_RS01660	ABJ972_RS01605
OG0000533	VQY17_RS00600	ABJ972_RS01070
OG0000534	VQY17_RS00385	ABJ972_RS00365
OG0000535	VQY17_RS00045	ABJ972_RS00045
OG0000536	VQY17_RS03545	ABJ972_RS03445
OG0000537	VQY17_RS00725	ABJ972_RS00945
OG0000538	VQY17_RS01160	ABJ972_RS01110
OG0000539	VQY17_RS00215	ABJ972_RS00200
OG0000540	VQY17_RS02630	ABJ972_RS02575
OG0000542	VQY17_RS00355	ABJ972_RS00335
OG0000544	VQY17_RS01275	ABJ972_RS01240
OG0000545	VQY17_RS01895	ABJ972_RS01790
OG0000546	VQY17_RS02765	ABJ972_RS02710
OG0000547	VQY17_RS02895	ABJ972_RS02835
OG0000548	VQY17_RS01625	ABJ972_RS01570
OG0000549	VQY17_RS03315	ABJ972_RS03230
OG0000550	VQY17_RS03465	ABJ972_RS03365
OG0000552	VQY17_RS03130	ABJ972_RS03050
OG0000553	VQY17_RS02675	ABJ972_RS02620
OG0000554	VQY17_RS02395	ABJ972_RS02340
OG0000557	VQY17_RS01285	ABJ972_RS01250
OG0000558	VQY17_RS01255	ABJ972_RS01220
OG0000559	VQY17_RS01745	ABJ972_RS01675
OG0000560	VQY17_RS01880	ABJ972_RS01780
OG0000561	VQY17_RS01140	ABJ972_RS01095
OG0000562	VQY17_RS01885	ABJ972_RS01785
OG0000563	VQY17_RS01870	ABJ972_RS01770
OG0000564	VQY17_RS01305	ABJ972_RS01275
OG0000565	VQY17_RS01945	ABJ972_RS01845
OG0000566	VQY17_RS01925	ABJ972_RS01830
OG0000567	VQY17_RS01900	ABJ972_RS01795
OG0000568	VQY17_RS00685	ABJ972_RS00985
OG0000569	VQY17_RS01260	ABJ972_RS01225
OG0000570	VQY17_RS01265	ABJ972_RS01230
OG0000571	VQY17_RS01270	ABJ972_RS01235
OG0000572	VQY17_RS01290	ABJ972_RS01255
OG0000573	VQY17_RS01740	ABJ972_RS01670
OG0000574	VQY17_RS01325	ABJ972_RS01295
OG0000575	VQY17_RS01245	ABJ972_RS01210
OG0000576	VQY17_RS01690	ABJ972_RS01630
OG0000577	VQY17_RS02650	ABJ972_RS02595
OG0000578	VQY17_RS02670	ABJ972_RS02615
OG0000579	VQY17_RS01845	ABJ972_RS01735
OG0000580	VQY17_RS02770	ABJ972_RS02715
OG0000581	VQY17_RS01830	ABJ972_RS01730
OG0000582	VQY17_RS01280	ABJ972_RS01245
OG0000583	VQY17_RS01730	ABJ972_RS01660
OG0000585	VQY17_RS02215	ABJ972_RS02155
OG0000586	VQY17_RS01705	ABJ972_RS01645
OG0000587	VQY17_RS01950	ABJ972_RS01850
OG0000588	VQY17_RS01680	ABJ972_RS01620
OG0000592	VQY17_RS02640	ABJ972_RS02585
OG0000593	VQY17_RS03530	ABJ972_RS03430
OG0000594	VQY17_RS01250	ABJ972_RS01215
OG0000601	VQY17_RS01875	ABJ972_RS01775
OG0000606	VQY17_RS01840	ABJ972_RS01740
OG0000609	VQY17_RS01915	ABJ972_RS01820
OG0000611	VQY17_RS00090	ABJ972_RS00090
OG0000618	VQY17_RS03275	ABJ972_RS03195
OG0000625	VQY17_RS01850	ABJ972_RS01750
OG0000633	VQY17_RS01855	ABJ972_RS01760
