Orthogroup	MHP_Ue273_genes	MHP_11_genes
OG0000518	VQY17_RS03095	B5C39_RS00295
OG0000519	VQY17_RS00790	B5C39_RS02120
OG0000520	VQY17_RS00920	B5C39_RS01995
OG0000521	VQY17_RS00270	B5C39_RS01090
OG0000523	VQY17_RS03360	B5C39_RS00550
OG0000524	VQY17_RS02660	B5C39_RS02945
OG0000525	VQY17_RS03325	B5C39_RS00515
OG0000526	VQY17_RS01905	B5C39_RS03895
OG0000527	VQY17_RS01825	B5C39_RS03280
OG0000528	VQY17_RS02090	B5C39_RS03520
OG0000529	VQY17_RS02245	B5C39_RS02520
OG0000530	VQY17_RS02350	B5C39_RS02630
OG0000531	VQY17_RS01420	B5C39_RS01500
OG0000532	VQY17_RS01660	B5C39_RS03145
OG0000533	VQY17_RS00600	B5C39_RS02295
OG0000534	VQY17_RS00385	B5C39_RS01210
OG0000535	VQY17_RS00045	B5C39_RS00860
OG0000536	VQY17_RS03545	B5C39_RS00730
OG0000537	VQY17_RS00725	B5C39_RS02180
OG0000538	VQY17_RS01160	B5C39_RS01785
OG0000539	VQY17_RS00215	B5C39_RS01035
OG0000540	VQY17_RS02630	B5C39_RS02915
OG0000541	VQY17_RS02700	B5C39_RS02990
OG0000542	VQY17_RS00355	B5C39_RS01180
OG0000543	VQY17_RS01600	B5C39_RS00015
OG0000544	VQY17_RS01275	B5C39_RS01645
OG0000545	VQY17_RS01895	B5C39_RS03330
OG0000546	VQY17_RS02765	B5C39_RS03060
OG0000547	VQY17_RS02895	B5C39_RS00130
OG0000548	VQY17_RS01625	B5C39_RS03105
OG0000549	VQY17_RS03315	B5C39_RS00505
OG0000550	VQY17_RS03465	B5C39_RS00650
OG0000552	VQY17_RS03130	B5C39_RS00330
OG0000553	VQY17_RS02675	B5C39_RS02960
OG0000554	VQY17_RS02395	B5C39_RS02675
OG0000557	VQY17_RS01285	B5C39_RS01635
OG0000558	VQY17_RS01255	B5C39_RS01665
OG0000559	VQY17_RS01745	B5C39_RS03210
OG0000560	VQY17_RS01880	B5C39_RS03320
OG0000561	VQY17_RS01140	B5C39_RS01800
OG0000562	VQY17_RS01885	B5C39_RS03325
OG0000563	VQY17_RS01870	B5C39_RS03310
OG0000564	VQY17_RS01305	B5C39_RS03805
OG0000565	VQY17_RS01945	B5C39_RS03365
OG0000566	VQY17_RS01925	B5C39_RS03355
OG0000567	VQY17_RS01900	B5C39_RS03335
OG0000568	VQY17_RS00685	B5C39_RS02220
OG0000569	VQY17_RS01260	B5C39_RS01660
OG0000570	VQY17_RS01265	B5C39_RS01655
OG0000571	VQY17_RS01270	B5C39_RS01650
OG0000572	VQY17_RS01290	B5C39_RS01630
OG0000573	VQY17_RS01740	B5C39_RS03205
OG0000574	VQY17_RS01325	B5C39_RS01590
OG0000575	VQY17_RS01245	B5C39_RS01675
OG0000576	VQY17_RS01690	B5C39_RS03165
OG0000577	VQY17_RS02650	B5C39_RS02935
OG0000578	VQY17_RS02670	B5C39_RS02955
OG0000579	VQY17_RS01845	B5C39_RS03300
OG0000580	VQY17_RS02770	B5C39_RS03870
OG0000581	VQY17_RS01830	B5C39_RS03285
OG0000582	VQY17_RS01280	B5C39_RS03810
OG0000583	VQY17_RS01730	B5C39_RS03195
OG0000586	VQY17_RS01705	B5C39_RS03180
OG0000587	VQY17_RS01950	B5C39_RS03705
OG0000588	VQY17_RS01680	B5C39_RS03155
OG0000591	VQY17_RS01970	B5C39_RS03720
OG0000592	VQY17_RS02640	B5C39_RS02925
OG0000593	VQY17_RS03530	B5C39_RS00715
OG0000594	VQY17_RS01250	B5C39_RS01670
OG0000598	VQY17_RS01790	B5C39_RS03250
OG0000599	VQY17_RS01795	B5C39_RS03255
OG0000601	VQY17_RS01875	B5C39_RS03315
OG0000604	VQY17_RS02780	B5C39_RS03910
OG0000606	VQY17_RS01840	B5C39_RS03290
OG0000609	VQY17_RS01915	B5C39_RS03660
OG0000610	VQY17_RS00675	B5C39_RS03900
OG0000611	VQY17_RS00090	B5C39_RS00905
OG0000612	VQY17_RS01800	B5C39_RS03890
OG0000618	VQY17_RS03275	B5C39_RS00470
