Orthogroup	MHP_Ue273_genes	MHP_4284_genes
OG0000502	VQY17_RS01225	ABLE99_RS01165
OG0000503	VQY17_RS00760	ABLE99_RS00915
OG0000504	VQY17_RS00905	ABLE99_RS00780
OG0000505	VQY17_RS00965	ABLE99_RS00745
OG0000506	VQY17_RS00975	ABLE99_RS00735
OG0000507	VQY17_RS01010	ABLE99_RS00700
OG0000508	VQY17_RS00255	ABLE99_RS00250
OG0000509	VQY17_RS00290	ABLE99_RS00285
OG0000510	VQY17_RS00305	ABLE99_RS00295
OG0000511	VQY17_RS00435	ABLE99_RS00430
OG0000512	VQY17_RS02545	ABLE99_RS02450
OG0000513	VQY17_RS03425	ABLE99_RS03290
OG0000514	VQY17_RS02840	ABLE99_RS02755
OG0000516	VQY17_RS02085	ABLE99_RS01925
OG0000517	VQY17_RS00065	ABLE99_RS00065
OG0000518	VQY17_RS03095	ABLE99_RS02995
OG0000519	VQY17_RS00790	ABLE99_RS00890
OG0000520	VQY17_RS00920	ABLE99_RS00765
OG0000521	VQY17_RS00270	ABLE99_RS00265
OG0000523	VQY17_RS03360	ABLE99_RS03225
OG0000524	VQY17_RS02660	ABLE99_RS02565
OG0000525	VQY17_RS03325	ABLE99_RS03210
OG0000527	VQY17_RS01825	ABLE99_RS01700
OG0000528	VQY17_RS02090	ABLE99_RS01930
OG0000529	VQY17_RS02245	ABLE99_RS02075
OG0000530	VQY17_RS02350	ABLE99_RS02250
OG0000531	VQY17_RS01420	ABLE99_RS01365
OG0000532	VQY17_RS01660	ABLE99_RS01580
OG0000534	VQY17_RS00385	ABLE99_RS00380
OG0000535	VQY17_RS00045	ABLE99_RS00045
OG0000536	VQY17_RS03545	ABLE99_RS03405
OG0000537	VQY17_RS00725	ABLE99_RS00950
OG0000538	VQY17_RS01160	ABLE99_RS01095
OG0000539	VQY17_RS00215	ABLE99_RS00215
OG0000540	VQY17_RS02630	ABLE99_RS02535
OG0000542	VQY17_RS00355	ABLE99_RS00350
OG0000544	VQY17_RS01275	ABLE99_RS01225
OG0000545	VQY17_RS01895	ABLE99_RS01745
OG0000546	VQY17_RS02765	ABLE99_RS02680
OG0000547	VQY17_RS02895	ABLE99_RS02810
OG0000548	VQY17_RS01625	ABLE99_RS01545
OG0000549	VQY17_RS03315	ABLE99_RS03200
OG0000550	VQY17_RS03465	ABLE99_RS03325
OG0000552	VQY17_RS03130	ABLE99_RS03030
OG0000553	VQY17_RS02675	ABLE99_RS02580
OG0000554	VQY17_RS02395	ABLE99_RS02295
OG0000557	VQY17_RS01285	ABLE99_RS01235
OG0000558	VQY17_RS01255	ABLE99_RS01205
OG0000559	VQY17_RS01745	ABLE99_RS01650
OG0000560	VQY17_RS01880	ABLE99_RS01735
OG0000561	VQY17_RS01140	ABLE99_RS01080
OG0000562	VQY17_RS01885	ABLE99_RS01740
OG0000563	VQY17_RS01870	ABLE99_RS01725
OG0000564	VQY17_RS01305	ABLE99_RS01255
OG0000565	VQY17_RS01945	ABLE99_RS01790
OG0000566	VQY17_RS01925	ABLE99_RS01775
OG0000567	VQY17_RS01900	ABLE99_RS01750
OG0000568	VQY17_RS00685	ABLE99_RS00990
OG0000569	VQY17_RS01260	ABLE99_RS01210
OG0000570	VQY17_RS01265	ABLE99_RS01215
OG0000571	VQY17_RS01270	ABLE99_RS01220
OG0000572	VQY17_RS01290	ABLE99_RS01240
OG0000573	VQY17_RS01740	ABLE99_RS01645
OG0000574	VQY17_RS01325	ABLE99_RS01275
OG0000575	VQY17_RS01245	ABLE99_RS01195
OG0000576	VQY17_RS01690	ABLE99_RS01600
OG0000577	VQY17_RS02650	ABLE99_RS02555
OG0000578	VQY17_RS02670	ABLE99_RS02575
OG0000579	VQY17_RS01845	ABLE99_RS01715
OG0000580	VQY17_RS02770	ABLE99_RS02685
OG0000581	VQY17_RS01830	ABLE99_RS01705
OG0000582	VQY17_RS01280	ABLE99_RS01230
OG0000583	VQY17_RS01730	ABLE99_RS01635
OG0000585	VQY17_RS02215	ABLE99_RS02045
OG0000586	VQY17_RS01705	ABLE99_RS01620
OG0000587	VQY17_RS01950	ABLE99_RS01795
OG0000588	VQY17_RS01680	ABLE99_RS01595
OG0000591	VQY17_RS01970	ABLE99_RS01810
OG0000592	VQY17_RS02640	ABLE99_RS02545
OG0000593	VQY17_RS03530	ABLE99_RS03390
OG0000594	VQY17_RS01250	ABLE99_RS01200
OG0000601	VQY17_RS01875	ABLE99_RS01730
OG0000602	VQY17_RS02115	ABLE99_RS01955
OG0000604	VQY17_RS02780	ABLE99_RS02695
OG0000606	VQY17_RS01840	ABLE99_RS01710
OG0000609	VQY17_RS01915	ABLE99_RS01765
OG0000611	VQY17_RS00090	ABLE99_RS00095
