Orthogroup	MHP_Ue273_genes	MHP_MHP691_genes
OG0000547	VQY17_RS02895	DR087_RS01470
OG0000548	VQY17_RS01625	DR087_RS03220
OG0000549	VQY17_RS03315	DR087_RS04650
OG0000550	VQY17_RS03465	DR087_RS00690
OG0000552	VQY17_RS03130	DR087_RS00910
OG0000553	VQY17_RS02675	DR087_RS04565
OG0000554	VQY17_RS02395	DR087_RS01690
OG0000557	VQY17_RS01285	DR087_RS02850
OG0000558	VQY17_RS01255	DR087_RS02820
OG0000559	VQY17_RS01745	DR087_RS02085
OG0000560	VQY17_RS01880	DR087_RS01645
OG0000561	VQY17_RS01140	DR087_RS01990
OG0000562	VQY17_RS01885	DR087_RS01640
OG0000563	VQY17_RS01870	DR087_RS01655
OG0000564	VQY17_RS01305	DR087_RS03320
OG0000565	VQY17_RS01945	DR087_RS01590
OG0000566	VQY17_RS01925	DR087_RS01600
OG0000567	VQY17_RS01900	DR087_RS01625
OG0000568	VQY17_RS00685	DR087_RS02180
OG0000569	VQY17_RS01260	DR087_RS02825
OG0000570	VQY17_RS01265	DR087_RS04705
OG0000571	VQY17_RS01270	DR087_RS02835
OG0000572	VQY17_RS01290	DR087_RS02855
OG0000573	VQY17_RS01740	DR087_RS02080
OG0000574	VQY17_RS01325	DR087_RS03300
OG0000575	VQY17_RS01245	DR087_RS02810
OG0000576	VQY17_RS01690	DR087_RS02035
OG0000577	VQY17_RS02650	DR087_RS01270
OG0000578	VQY17_RS02670	DR087_RS01250
OG0000580	VQY17_RS02770	DR087_RS04010
OG0000582	VQY17_RS01280	DR087_RS04715
OG0000583	VQY17_RS01730	DR087_RS02070
OG0000585	VQY17_RS02215	DR087_RS00170
OG0000586	VQY17_RS01705	DR087_RS02055
OG0000587	VQY17_RS01950	DR087_RS04775
OG0000588	VQY17_RS01680	DR087_RS02030
OG0000592	VQY17_RS02640	DR087_RS01280
OG0000593	VQY17_RS03530	DR087_RS00755
OG0000594	VQY17_RS01250	DR087_RS02815
OG0000601	VQY17_RS01875	DR087_RS01650
OG0000602	VQY17_RS02115	DR087_RS00080
OG0000608	VQY17_RS01890	DR087_RS04600
OG0000609	VQY17_RS01915	DR087_RS01615
OG0000611	VQY17_RS00090	DR087_RS00520
OG0000613	VQY17_RS01965	DR087_RS04040
OG0000622	VQY17_RS00950	DR087_RS04200
