Orthogroup	MHP_131B_proteins	MHP_168_proteins
OG0000588	WP_404924457.1	WP_014579766.1
OG0000590	WP_404924380.1	WP_228365397.1
OG0000591	WP_258555396.1	WP_258556645.1
OG0000593	WP_404924339.1	WP_014580028.1
OG0000594	WP_404924554.1	WP_011284003.1
OG0000596	WP_404924563.1	WP_014579752.1
OG0000598	WP_404924468.1	WP_020835684.1
OG0000599	WP_011206170.1	WP_014579750.1
OG0000600	WP_160584945.1	WP_014579686.1
OG0000603	WP_135618745.1	WP_014579683.1
OG0000604	WP_258555242.1	WP_258555242.1
OG0000605	WP_404924378.1	WP_014579682.1
OG0000610	WP_269076320.1	WP_258556638.1
OG0000612	WP_404924564.1	WP_228365420.1
OG0000613	WP_225972966.1	WP_014579800.1
OG0000615	WP_044272557.1	WP_014579916.1
OG0000616	WP_011206358.1	WP_011206358.1
OG0000620	WP_143826160.1	WP_143826160.1
OG0000627	WP_404924343.1	WP_014580040.1
