Orthogroup	MHP_232_genes	MHP_168L_genes
OG0000502	MHP_RS00805	MHP168L_RS01285
OG0000503	MHP_RS01240	MHP168L_RS00905
OG0000505	MHP_RS01070	MHP168L_RS00725
OG0000506	MHP_RS01060	MHP168L_RS00715
OG0000507	MHP_RS01030	MHP168L_RS00685
OG0000508	MHP_RS00260	MHP168L_RS00230
OG0000509	MHP_RS00295	MHP168L_RS00265
OG0000510	MHP_RS00305	MHP168L_RS00275
OG0000511	MHP_RS01560	MHP168L_RS00410
OG0000512	MHP_RS02415	MHP168L_RS02585
OG0000513	MHP_RS03345	MHP168L_RS03410
OG0000514	MHP_RS02805	MHP168L_RS02890
OG0000515	MHP_RS03875, MHP_RS00440	MHP168L_RS01655
OG0000516	MHP_RS01975	MHP168L_RS02100
OG0000517	MHP_RS00065	MHP168L_RS00065
OG0000518	MHP_RS03040	MHP168L_RS03105
OG0000519	MHP_RS01215	MHP168L_RS00880
OG0000520	MHP_RS01090	MHP168L_RS00750
OG0000521	MHP_RS00275	MHP168L_RS00245
OG0000522	MHP_RS00310	MHP168L_RS00280
OG0000523	MHP_RS03285	MHP168L_RS03350
OG0000524	MHP_RS02535	MHP168L_RS02705
OG0000525	MHP_RS03255	MHP168L_RS03320
OG0000526	MHP_RS03900	MHP168L_RS03980
OG0000527	MHP_RS01760	MHP168L_RS03975
OG0000528	MHP_RS01980	MHP168L_RS02105
OG0000529	MHP_RS02115	MHP168L_RS02150
OG0000530	MHP_RS02220	MHP168L_RS02370
OG0000531	MHP_RS00605	MHP168L_RS01490
OG0000532	MHP_RS01630	MHP168L_RS01805
OG0000533	MHP_RS01395	MHP168L_RS01060
OG0000534	MHP_RS00390	MHP168L_RS00360
OG0000535	MHP_RS00045	MHP168L_RS00045
OG0000536	MHP_RS03460	MHP168L_RS03525
OG0000537	MHP_RS01270	MHP168L_RS00935
OG0000538	MHP_RS00885	MHP168L_RS01105
OG0000539	MHP_RS00220	MHP168L_RS00190
OG0000540	MHP_RS02505	MHP168L_RS02670
OG0000541	MHP_RS02580	MHP168L_RS02750
OG0000542	MHP_RS00360	MHP168L_RS00330
OG0000543	MHP_RS03760	MHP168L_RS03870
OG0000543	MHP_RS02740	MHP168L_RS03535
OG0000544	MHP_RS00750	MHP168L_RS01335
OG0000545	MHP_RS01810	MHP168L_RS01925
OG0000546	MHP_RS02650	MHP168L_RS02820
OG0000547	MHP_RS02855	MHP168L_RS02940
OG0000548	MHP_RS01590	MHP168L_RS01840
OG0000549	MHP_RS03245	MHP168L_RS03310
OG0000550	MHP_RS03380	MHP168L_RS03445
OG0000551	MHP_RS02930	MHP168L_RS03015
OG0000552	MHP_RS03075	MHP168L_RS03140
OG0000553	MHP_RS02550	MHP168L_RS02720
OG0000554	MHP_RS02265	MHP168L_RS02415
OG0000555	MHP_RS03950	MHP168L_RS02945
OG0000556	MHP_RS02695	MHP168L_RS03560
OG0000557	MHP_RS00740	MHP168L_RS01345
OG0000558	MHP_RS00770	MHP168L_RS01315
OG0000559	MHP_RS01690	MHP168L_RS01740
OG0000560	MHP_RS01800	MHP168L_RS01915
OG0000561	MHP_RS00900	MHP168L_RS01090
OG0000562	MHP_RS01805	MHP168L_RS01920
OG0000563	MHP_RS01790	MHP168L_RS01905
OG0000564	MHP_RS03855	MHP168L_RS03955
OG0000565	MHP_RS01845	MHP168L_RS01965
OG0000566	MHP_RS01835	MHP168L_RS01955
OG0000567	MHP_RS01815	MHP168L_RS01930
OG0000568	MHP_RS01310	MHP168L_RS00975
OG0000569	MHP_RS00765	MHP168L_RS01320
OG0000570	MHP_RS00760	MHP168L_RS01325
OG0000571	MHP_RS00755	MHP168L_RS01330
OG0000572	MHP_RS00735	MHP168L_RS01350
OG0000573	MHP_RS01685	MHP168L_RS01745
OG0000574	MHP_RS00695	MHP168L_RS01395
OG0000575	MHP_RS00780	MHP168L_RS01305
OG0000576	MHP_RS03620	MHP168L_RS01780
OG0000577	MHP_RS02525	MHP168L_RS02695
OG0000578	MHP_RS02545	MHP168L_RS02715
OG0000579	MHP_RS01780	MHP168L_RS01890
OG0000580	MHP_RS02655	MHP168L_RS04050
OG0000581	MHP_RS01765	MHP168L_RS01875
OG0000582	MHP_RS03860	MHP168L_RS03935
OG0000583	MHP_RS01675	MHP168L_RS01755
OG0000584	MHP_RS02715	MHP168L_RS01245
OG0000586	MHP_RS01665	MHP168L_RS01765
OG0000587	MHP_RS03775	MHP168L_RS04085
OG0000588	MHP_RS01645	MHP168L_RS01785
OG0000590	MHP_RS02725	MHP168L_RS03550
OG0000591	MHP_RS03790	MHP168L_RS04095
OG0000592	MHP_RS02515	MHP168L_RS02680
OG0000593	MHP_RS03445	MHP168L_RS03510
OG0000594	MHP_RS00775	MHP168L_RS01310
OG0000598	MHP_RS01730	MHP168L_RS01700
OG0000599	MHP_RS01735	MHP168L_RS01695
OG0000600	MHP_RS02710	MHP168L_RS01240
OG0000601	MHP_RS01795	MHP168L_RS01910
OG0000602	MHP_RS02000	MHP168L_RS02275
OG0000604	MHP_RS03985	MHP168L_RS04100
OG0000605	MHP_RS02700	MHP168L_RS01220
OG0000606	MHP_RS01770	MHP168L_RS01880
OG0000609	MHP_RS03765	MHP168L_RS03835
OG0000610	MHP_RS03965	MHP168L_RS04075
OG0000612	MHP_RS03895	MHP168L_RS04070
OG0000615	MHP_RS02555	MHP168L_RS02725
OG0000616	MHP_RS02690	MHP168L_RS03565
OG0000619	MHP_RS01775	MHP168L_RS01885
OG0000620	MHP_RS03770	MHP168L_RS03820
OG0000621	MHP_RS03980	MHP168L_RS04090
