Orthogroup	MHP_232_genes	MHP_F72C_genes
OG0000541	MHP_RS02580	EHI52_RS02710
OG0000542	MHP_RS00360	EHI52_RS00365
OG0000544	MHP_RS00750	EHI52_RS01315
OG0000546	MHP_RS02650	EHI52_RS02780
OG0000547	MHP_RS02855	EHI52_RS02900
OG0000548	MHP_RS01590	EHI52_RS01650
OG0000549	MHP_RS03245	EHI52_RS03335
OG0000550	MHP_RS03380	EHI52_RS03460
OG0000551	MHP_RS02930	EHI52_RS02975
OG0000553	MHP_RS02550	EHI52_RS02680
OG0000554	MHP_RS02265	EHI52_RS02400
OG0000555	MHP_RS03950	EHI52_RS03850
OG0000557	MHP_RS00740	EHI52_RS01325
OG0000558	MHP_RS00770	EHI52_RS01295
OG0000559	MHP_RS01690	EHI52_RS01755
OG0000560	MHP_RS01800	EHI52_RS02125
OG0000561	MHP_RS00900	EHI52_RS01180
OG0000562	MHP_RS01805	EHI52_RS02120
OG0000563	MHP_RS01790	EHI52_RS02135
OG0000564	MHP_RS03855	EHI52_RS03770
OG0000565	MHP_RS01845	EHI52_RS02070
OG0000566	MHP_RS01835	EHI52_RS02080
OG0000567	MHP_RS01815	EHI52_RS02105
OG0000568	MHP_RS01310	EHI52_RS00685
OG0000569	MHP_RS00765	EHI52_RS01300
OG0000570	MHP_RS00760	EHI52_RS01305
OG0000571	MHP_RS00755	EHI52_RS01310
OG0000572	MHP_RS00735	EHI52_RS01330
OG0000573	MHP_RS01685	EHI52_RS01750
OG0000574	MHP_RS00695	EHI52_RS01370
OG0000575	MHP_RS00780	EHI52_RS01285
OG0000576	MHP_RS03620	EHI52_RS01710
OG0000577	MHP_RS02525	EHI52_RS02655
OG0000578	MHP_RS02545	EHI52_RS02675
OG0000579	MHP_RS01780	EHI52_RS02170
OG0000580	MHP_RS02655	EHI52_RS03845
OG0000581	MHP_RS01765	EHI52_RS02175
OG0000582	MHP_RS03860	EHI52_RS03765
OG0000583	MHP_RS01675	EHI52_RS01740
OG0000586	MHP_RS01665	EHI52_RS01725
OG0000587	MHP_RS03775	EHI52_RS03915
OG0000588	MHP_RS01645	EHI52_RS01700
OG0000591	MHP_RS03790	EHI52_RS02045
OG0000592	MHP_RS02515	EHI52_RS02645
OG0000593	MHP_RS03445	EHI52_RS03525
OG0000594	MHP_RS00775	EHI52_RS01290
OG0000596	MHP_RS01725	EHI52_RS01785
OG0000598	MHP_RS01730	EHI52_RS01790
OG0000599	MHP_RS01735	EHI52_RS01795
OG0000601	MHP_RS01795	EHI52_RS02130
OG0000602	MHP_RS02000	EHI52_RS01900
OG0000604	MHP_RS03985	EHI52_RS03890
OG0000606	MHP_RS01770	EHI52_RS02160
OG0000607	MHP_RS03745	EHI52_RS03630
OG0000609	MHP_RS03765	EHI52_RS03640
OG0000611	MHP_RS00090	EHI52_RS00090
OG0000612	MHP_RS03895	EHI52_RS01800
OG0000615	MHP_RS02555	EHI52_RS02685
OG0000618	MHP_RS03210	EHI52_RS03300
