Orthogroup	MHP_232_genes	MHP_TB1_genes
OG0000531	MHP_RS00605	B5M19_RS01175
OG0000532	MHP_RS01630	B5M19_RS04500
OG0000533	MHP_RS01395	B5M19_RS04515
OG0000535	MHP_RS00045	B5M19_RS04610
OG0000536	MHP_RS03460	B5M19_RS00365
OG0000537	MHP_RS01270	B5M19_RS01820
OG0000538	MHP_RS00885	B5M19_RS04340
OG0000539	MHP_RS00220	B5M19_RS00130
OG0000540	MHP_RS02505	B5M19_RS00930
OG0000541	MHP_RS02580	B5M19_RS00855
OG0000542	MHP_RS00360	B5M19_RS00275
OG0000543	MHP_RS02740	B5M19_RS04430
OG0000544	MHP_RS00750	B5M19_RS04410
OG0000545	MHP_RS01810	B5M19_RS00645
OG0000546	MHP_RS02650	B5M19_RS02545
OG0000547	MHP_RS02855	B5M19_RS01355
OG0000548	MHP_RS01590	B5M19_RS03295
OG0000549	MHP_RS03245	B5M19_RS00585
OG0000550	MHP_RS03380	B5M19_RS04055
OG0000551	MHP_RS02930	B5M19_RS01275
OG0000552	MHP_RS03075	B5M19_RS01550
OG0000553	MHP_RS02550	B5M19_RS00885
OG0000554	MHP_RS02265	B5M19_RS02655
OG0000555	MHP_RS03950	B5M19_RS01350
OG0000556	MHP_RS02695	B5M19_RS02885
OG0000557	MHP_RS00740	B5M19_RS02615
OG0000558	MHP_RS00770	B5M19_RS03655
OG0000559	MHP_RS01690	B5M19_RS02075
OG0000560	MHP_RS01800	B5M19_RS00635
OG0000561	MHP_RS00900	B5M19_RS02205
OG0000562	MHP_RS01805	B5M19_RS00640
OG0000563	MHP_RS01790	B5M19_RS00625
OG0000564	MHP_RS03855	B5M19_RS03930
OG0000565	MHP_RS01845	B5M19_RS00685
OG0000566	MHP_RS01835	B5M19_RS00675
OG0000567	MHP_RS01815	B5M19_RS00650
OG0000568	MHP_RS01310	B5M19_RS01860
OG0000569	MHP_RS00765	B5M19_RS03665
OG0000570	MHP_RS00760	B5M19_RS02635
OG0000571	MHP_RS00755	B5M19_RS02630
OG0000572	MHP_RS00735	B5M19_RS02610
OG0000573	MHP_RS01685	B5M19_RS02070
OG0000574	MHP_RS00695	B5M19_RS02570
OG0000575	MHP_RS00780	B5M19_RS03670
OG0000576	MHP_RS03620	B5M19_RS02030
OG0000577	MHP_RS02525	B5M19_RS00910
OG0000578	MHP_RS02545	B5M19_RS00890
OG0000579	MHP_RS01780	B5M19_RS00615
OG0000580	MHP_RS02655	B5M19_RS02550
OG0000581	MHP_RS01765	B5M19_RS00600
OG0000582	MHP_RS03860	B5M19_RS04400
OG0000583	MHP_RS01675	B5M19_RS02060
OG0000584	MHP_RS02715	B5M19_RS02310
OG0000588	MHP_RS01645	B5M19_RS02025
OG0000590	MHP_RS02725	B5M19_RS02875
OG0000591	MHP_RS03790	B5M19_RS04575
OG0000592	MHP_RS02515	B5M19_RS04115
OG0000593	MHP_RS03445	B5M19_RS00380
OG0000594	MHP_RS00775	B5M19_RS03650
OG0000598	MHP_RS01730	B5M19_RS02115
OG0000599	MHP_RS01735	B5M19_RS02120
OG0000600	MHP_RS02710	B5M19_RS02305
OG0000601	MHP_RS01795	B5M19_RS00630
OG0000604	MHP_RS03985	B5M19_RS04585
OG0000605	MHP_RS02700	B5M19_RS02280
OG0000606	MHP_RS01770	B5M19_RS00605
OG0000612	MHP_RS03895	B5M19_RS04320
OG0000615	MHP_RS02555	B5M19_RS00880
OG0000616	MHP_RS02690	B5M19_RS02890
OG0000619	MHP_RS01775	B5M19_RS00610
OG0000620	MHP_RS03770	B5M19_RS03820
OG0000621	MHP_RS03980	B5M19_RS04570
