Orthogroup	MHP_232_genes	MHP_111A_genes
OG0000584	MHP_RS02715	NB623_RS01955
OG0000586	MHP_RS01665	NB623_RS01795
OG0000587	MHP_RS03775	NB623_RS02215
OG0000588	MHP_RS01645	NB623_RS01765
OG0000590	MHP_RS02725	NB623_RS01945
OG0000591	MHP_RS03790	NB623_RS02200
OG0000592	MHP_RS02515	NB623_RS02815
OG0000593	MHP_RS03445	NB623_RS03720
OG0000596	MHP_RS01725	NB623_RS01870
OG0000598	MHP_RS01730	NB623_RS01875
OG0000599	MHP_RS01735	NB623_RS01880
OG0000600	MHP_RS02710	NB623_RS01960
OG0000603	MHP_RS02705	NB623_RS01965
OG0000604	MHP_RS03985	NB623_RS02965
OG0000607	MHP_RS03745	NB623_RS01335
OG0000609	MHP_RS03765	NB623_RS02250
OG0000610	MHP_RS03965	NB623_RS00675
OG0000611	MHP_RS00090	NB623_RS00100
OG0000612	MHP_RS03895	NB623_RS01885
OG0000616	MHP_RS02690	NB623_RS01975
