Orthogroup	MHP_MHP650_proteins	MHP_116_proteins
OG0000574	WP_160600856.1	WP_348602779.1
OG0000575	WP_011284002.1	WP_348602765.1
OG0000576	WP_011290145.1	WP_348602806.1
OG0000577	WP_011290300.1	WP_011290300.1
OG0000578	WP_044284684.1	WP_348602568.1
OG0000579	WP_160601051.1	WP_146379623.1
OG0000580	WP_258556623.1	WP_041361798.1
OG0000581	WP_160601048.1	WP_348602821.1
OG0000582	WP_308704762.1	WP_348602771.1
OG0000583	WP_160601012.1	WP_348602811.1
OG0000585	WP_258556676.1	WP_348602511.1
OG0000586	WP_146379577.1	WP_348602809.1
OG0000587	WP_011284111.1	WP_348602838.1
OG0000588	WP_308704758.1	WP_348602805.1
OG0000589	WP_160601265.1	WP_348602506.1
OG0000592	WP_160601046.1	WP_347952251.1
OG0000593	WP_160600808.1	WP_348602653.1
OG0000594	WP_160601089.1	WP_348602766.1
OG0000601	WP_044284638.1	WP_348602825.1
OG0000606	WP_011206176.1	WP_020835692.1
OG0000609	WP_220190677.1	WP_348602832.1
OG0000611	WP_258556691.1	WP_348602672.1
OG0000690	WP_334199376.1	WP_348602745.1
