Orthogroup	MHP_MHP650_proteins	MHP_4284_proteins
OG0000582	WP_308704762.1	WP_404924434.1
OG0000583	WP_160601012.1	WP_406823269.1
OG0000585	WP_258556676.1	WP_160588364.1
OG0000586	WP_146379577.1	WP_406823267.1
OG0000587	WP_011284111.1	WP_406823285.1
OG0000588	WP_308704758.1	WP_406823265.1
OG0000589	WP_160601265.1	WP_002557988.1
OG0000591	WP_258556645.1	WP_258555396.1
OG0000592	WP_160601046.1	WP_011290298.1
OG0000593	WP_160600808.1	WP_348602653.1
OG0000594	WP_160601089.1	WP_406823294.1
OG0000601	WP_044284638.1	WP_020835695.1
OG0000604	WP_258555242.1	WP_258555242.1
OG0000606	WP_011206176.1	WP_160587871.1
OG0000607	WP_158209054.1	WP_158209054.1
OG0000609	WP_220190677.1	WP_157696717.1
OG0000611	WP_258556691.1	WP_225973003.1
OG0000614	WP_094521688.1	WP_020835740.1
OG0000615	WP_160601035.1	WP_406823148.1
OG0000617	WP_371863322.1	WP_406823296.1
OG0000624	WP_044284705.1	WP_044284705.1
OG0000632	WP_371863323.1	WP_371863323.1
