Orthogroup	MHP_MHP650_proteins	MHP_LH_proteins
OG0000569	WP_160601085.1	WP_160585559.1
OG0000570	WP_160601083.1	WP_233688695.1
OG0000571	WP_044284610.1	WP_044284610.1
OG0000572	WP_160601081.1	WP_233688697.1
OG0000573	WP_160601014.1	WP_014579759.1
OG0000574	WP_160600856.1	WP_011284018.1
OG0000575	WP_011284002.1	WP_233688693.1
OG0000576	WP_011290145.1	WP_011206153.1
OG0000577	WP_011290300.1	WP_233688486.1
OG0000578	WP_044284684.1	WP_233688490.1
OG0000579	WP_160601051.1	WP_233688747.1
OG0000580	WP_258556623.1	WP_233688498.1
OG0000581	WP_160601048.1	WP_233688744.1
OG0000582	WP_308704762.1	WP_233688696.1
OG0000583	WP_160601012.1	WP_011290150.1
OG0000584	WP_160601156.1, WP_318026602.1	WP_233688681.1
OG0000585	WP_258556676.1	WP_160585768.1
OG0000586	WP_146379577.1	WP_233688733.1
OG0000587	WP_011284111.1	WP_011284111.1
OG0000588	WP_308704758.1	WP_233688730.1
OG0000589	WP_160601265.1	WP_002557988.1
OG0000590	WP_160601159.1	WP_233688682.1
OG0000591	WP_258556645.1	WP_258556645.1
OG0000592	WP_160601046.1	WP_233688484.1
OG0000593	WP_160600808.1	WP_233688572.1
OG0000594	WP_160601089.1	WP_233688694.1
OG0000600	WP_160584945.1	WP_011206362.1
OG0000601	WP_044284638.1	WP_020835695.1
OG0000603	WP_135618745.1	WP_011206361.1
OG0000604	WP_258555242.1	WP_258555242.1
OG0000605	WP_160585712.1	WP_233688680.1
OG0000606	WP_011206176.1	WP_233688745.1
OG0000607	WP_158209054.1	WP_158209054.1
OG0000609	WP_220190677.1	WP_157696717.1
OG0000611	WP_258556691.1	WP_232039500.1
OG0000613	WP_258556644.1	WP_233688753.1
OG0000614	WP_094521688.1	WP_233688425.1
