Orthogroup	MHP_168L_genes	MHP_MHP699_genes
OG0000513	MHP168L_RS03410	DR100_RS01375
OG0000514	MHP168L_RS02890	DR100_RS01730
OG0000515	MHP168L_RS01655	DR100_RS04295, DR100_RS04290
OG0000516	MHP168L_RS02100	DR100_RS04805
OG0000517	MHP168L_RS00065	DR100_RS01125
OG0000518	MHP168L_RS03105	DR100_RS01520
OG0000519	MHP168L_RS00880	DR100_RS00885
OG0000520	MHP168L_RS00750	DR100_RS01010
OG0000521	MHP168L_RS00245	DR100_RS00580
OG0000522	MHP168L_RS00280	DR100_RS00545
OG0000523	MHP168L_RS03350	DR100_RS01440
OG0000524	MHP168L_RS02705	DR100_RS02455
OG0000525	MHP168L_RS03320	DR100_RS04860
OG0000526	MHP168L_RS03980	DR100_RS04195
OG0000527	MHP168L_RS03975	DR100_RS04455
OG0000527	MHP168L_RS03970	DR100_RS04460
OG0000528	MHP168L_RS02105	DR100_RS02775
OG0000529	MHP168L_RS02150	DR100_RS03015
OG0000530	MHP168L_RS02370	DR100_RS03460
OG0000531	MHP168L_RS01490	DR100_RS00320
OG0000532	MHP168L_RS01805	DR100_RS03540
OG0000533	MHP168L_RS01060	DR100_RS00715
OG0000534	MHP168L_RS00360	DR100_RS00465
OG0000535	MHP168L_RS00045	DR100_RS04635
OG0000537	MHP168L_RS00935	DR100_RS00825
OG0000538	MHP168L_RS01105	DR100_RS00040
OG0000539	MHP168L_RS00190	DR100_RS00635
OG0000540	MHP168L_RS02670	DR100_RS01830
OG0000541	MHP168L_RS02750	DR100_RS02495
OG0000542	MHP168L_RS00330	DR100_RS00495
OG0000543	MHP168L_RS03535, MHP168L_RS01675	DR100_RS01640
OG0000544	MHP168L_RS01335	DR100_RS04560
OG0000546	MHP168L_RS02820	DR100_RS04445
OG0000547	MHP168L_RS02940	DR100_RS01680
OG0000548	MHP168L_RS01840	DR100_RS03425
OG0000549	MHP168L_RS03310	DR100_RS04865
OG0000550	MHP168L_RS03445	DR100_RS01340
OG0000551	MHP168L_RS03015	DR100_RS03160
OG0000552	MHP168L_RS03140	DR100_RS01555
OG0000553	MHP168L_RS02720	DR100_RS04780
OG0000554	MHP168L_RS02415	DR100_RS02285
OG0000555	MHP168L_RS02945	DR100_RS04155
OG0000556	MHP168L_RS03560, MHP168L_RS01195	DR100_RS04710
OG0000557	MHP168L_RS01345	DR100_RS00185
OG0000558	MHP168L_RS01315	DR100_RS00155
OG0000559	MHP168L_RS01740	DR100_RS02180
OG0000560	MHP168L_RS01915	DR100_RS02115
OG0000561	MHP168L_RS01090	DR100_RS00025
OG0000562	MHP168L_RS01920	DR100_RS02110
OG0000563	MHP168L_RS01905	DR100_RS02125
OG0000564	MHP168L_RS03955	DR100_RS03935
OG0000565	MHP168L_RS01965	DR100_RS02050
OG0000566	MHP168L_RS01955	DR100_RS02065
OG0000567	MHP168L_RS01930	DR100_RS02095
OG0000568	MHP168L_RS00975	DR100_RS00785
OG0000569	MHP168L_RS01320	DR100_RS00160
OG0000570	MHP168L_RS01325	DR100_RS04555
OG0000571	MHP168L_RS01330	DR100_RS00170
OG0000572	MHP168L_RS01350	DR100_RS00190
OG0000573	MHP168L_RS01745	DR100_RS02185
OG0000574	MHP168L_RS01395	DR100_RS00230
OG0000575	MHP168L_RS01305	DR100_RS00145
OG0000576	MHP168L_RS01780	DR100_RS02230
OG0000577	MHP168L_RS02695	DR100_RS01810
OG0000578	MHP168L_RS02715	DR100_RS02465
OG0000579	MHP168L_RS01890	DR100_RS03380
OG0000580	MHP168L_RS04050	DR100_RS04170
OG0000581	MHP168L_RS01875	DR100_RS03395
OG0000582	MHP168L_RS03935	DR100_RS04565
OG0000583	MHP168L_RS01755	DR100_RS02195
OG0000584	MHP168L_RS01245	DR100_RS01610
OG0000585	MHP168L_RS02180	DR100_RS03870
OG0000586	MHP168L_RS01765	DR100_RS02210
OG0000587	MHP168L_RS04085	DR100_RS04190
OG0000588	MHP168L_RS01785	DR100_RS02235
OG0000590	MHP168L_RS03550	DR100_RS01620
OG0000591	MHP168L_RS04095	DR100_RS04185
OG0000593	MHP168L_RS03510	DR100_RS01275
OG0000594	MHP168L_RS01310	DR100_RS00150
OG0000596	MHP168L_RS01705	DR100_RS02145
OG0000598	MHP168L_RS01700	DR100_RS02140
OG0000599	MHP168L_RS01695	DR100_RS02135
OG0000600	MHP168L_RS01240	DR100_RS01605
OG0000601	MHP168L_RS01910	DR100_RS02120
OG0000603	MHP168L_RS01225	DR100_RS01600
OG0000604	MHP168L_RS04100	DR100_RS04165
OG0000605	MHP168L_RS01220	DR100_RS01595
OG0000606	MHP168L_RS01880	DR100_RS03390
OG0000612	MHP168L_RS04070	DR100_RS04200
OG0000616	MHP168L_RS03565	DR100_RS01580
OG0000619	MHP168L_RS01885	DR100_RS03385
OG0000621	MHP168L_RS04090	DR100_RS03825
