Orthogroup	MHP_1257_proteins	MHP_ES2_proteins
OG0000557	WP_146379545.1	WP_011205983.1
OG0000558	WP_020835624.1	WP_135618658.1
OG0000559	WP_020835677.1	WP_011206161.1
OG0000560	WP_011284100.1	WP_011206182.1
OG0000561	WP_094521603.1	WP_240536365.1
OG0000562	WP_348572112.1	WP_135618812.1
OG0000563	WP_011290172.1	WP_135618808.1
OG0000564	WP_348572048.1	WP_240536375.1
OG0000565	WP_011290181.1	WP_135618820.1
OG0000566	WP_348572124.1	WP_094521668.1
OG0000567	WP_348572117.1	WP_240536393.1
OG0000568	WP_044272325.1	WP_135618569.1
OG0000569	WP_348572033.1	WP_135618660.1
OG0000570	WP_348572034.1	WP_135618662.1
OG0000571	WP_348572036.1	WP_135618664.1
OG0000572	WP_348572042.1	WP_135618666.1
OG0000573	WP_020835676.1	WP_135618777.1
OG0000574	WP_011284018.1	WP_014579714.1
OG0000575	WP_146379542.1	WP_135618654.1
OG0000576	WP_011290145.1	WP_011206153.1
OG0000577	WP_011206325.1	WP_011290300.1
OG0000578	WP_041361678.1	WP_044284684.1
OG0000579	WP_146379623.1	WP_135618805.1
OG0000580	WP_020835830.1	WP_240536345.1
OG0000581	WP_348572106.1	WP_135618801.1
OG0000582	WP_348572040.1	WP_240536369.1
OG0000583	WP_348572094.1	WP_135618773.1
OG0000585	WP_348571659.1	WP_135618874.1
OG0000586	WP_348572091.1	WP_044284628.1
OG0000587	WP_348572143.1	WP_318026027.1
OG0000588	WP_243216079.1	WP_228729172.1
OG0000589	WP_002557988.1	WP_002557988.1
OG0000591	WP_160585604.1	WP_276310469.1
OG0000592	WP_348571780.1	WP_011206323.1
OG0000593	WP_348571885.1	WP_135619160.1
OG0000594	WP_348572135.1	WP_135618656.1
OG0000601	WP_044284638.1	WP_135618810.1
OG0000604	WP_258555242.1	WP_258555422.1
OG0000608	WP_348572114.1	WP_135618814.1
OG0000609	WP_157696717.1	WP_158520147.1
OG0000610	WP_269076320.1	WP_269076320.1
OG0000613	WP_240536401.1	WP_240536401.1
OG0000622	WP_348571973.1	WP_225973020.1
OG0000625	WP_308704619.1	WP_308507051.1
