Orthogroup	MHP_111A_genes	MHP_MHP650_genes
OG0000585	NB623_RS02350	DR083_RS04315
OG0000586	NB623_RS01795	DR083_RS02065
OG0000587	NB623_RS02215	DR083_RS05025
OG0000588	NB623_RS01765	DR083_RS02040
OG0000589	NB623_RS01010	DR083_RS03545
OG0000590	NB623_RS01945	DR083_RS02930
OG0000591	NB623_RS02200	DR083_RS04130
OG0000592	NB623_RS02815	DR083_RS02200
OG0000593	NB623_RS03720	DR083_RS00810
OG0000600	NB623_RS01960	DR083_RS03395
OG0000603	NB623_RS01965	DR083_RS03390
OG0000604	NB623_RS02965	DR083_RS03960
OG0000607	NB623_RS01335	DR083_RS02480
OG0000608	NB623_RS02275	DR083_RS02270
OG0000609	NB623_RS02250	DR083_RS05095
OG0000610	NB623_RS00675	DR083_RS04080
OG0000611	NB623_RS00100	DR083_RS04405
OG0000613	NB623_RS02205	DR083_RS04125
OG0000614	NB623_RS00975	DR083_RS03615
OG0000616	NB623_RS01975	DR083_RS03370
OG0000617	NB623_RS01780	DR083_RS05085
OG0000624	NB623_RS03305	DR083_RS05075
