Orthogroup	MHP_111A_genes	MHP_116_genes
OG0000527	NB623_RS02315	ABJ972_RS01725
OG0000528	NB623_RS02080	ABJ972_RS01980
OG0000531	NB623_RS01520	ABJ972_RS01385
OG0000532	NB623_RS01745	ABJ972_RS01605
OG0000533	NB623_RS00595	ABJ972_RS01070
OG0000534	NB623_RS00370	ABJ972_RS00365
OG0000536	NB623_RS03735	ABJ972_RS03445
OG0000540	NB623_RS02805	ABJ972_RS02575
OG0000544	NB623_RS01375	ABJ972_RS01240
OG0000545	NB623_RS02270	ABJ972_RS01790
OG0000546	NB623_RS02950	ABJ972_RS02710
OG0000552	NB623_RS03300	ABJ972_RS03050
OG0000553	NB623_RS02855	ABJ972_RS02620
OG0000554	NB623_RS02535	ABJ972_RS02340
OG0000555	NB623_RS03080	ABJ972_RS02840
OG0000557	NB623_RS01385	ABJ972_RS01250
OG0000558	NB623_RS01355	ABJ972_RS01220
OG0000559	NB623_RS01825	ABJ972_RS01675
OG0000560	NB623_RS02290	ABJ972_RS01780
OG0000561	NB623_RS01240	ABJ972_RS01095
OG0000562	NB623_RS02280	ABJ972_RS01785
OG0000563	NB623_RS02295	ABJ972_RS01770
OG0000564	NB623_RS01405	ABJ972_RS01275
OG0000565	NB623_RS02220	ABJ972_RS01845
OG0000566	NB623_RS02240	ABJ972_RS01830
OG0000567	NB623_RS02265	ABJ972_RS01795
OG0000568	NB623_RS00685	ABJ972_RS00985
OG0000569	NB623_RS01360	ABJ972_RS01225
OG0000570	NB623_RS01365	ABJ972_RS01230
OG0000571	NB623_RS01370	ABJ972_RS01235
OG0000572	NB623_RS01390	ABJ972_RS01255
OG0000573	NB623_RS01820	ABJ972_RS01670
OG0000574	NB623_RS01425	ABJ972_RS01295
OG0000575	NB623_RS01350	ABJ972_RS01210
OG0000576	NB623_RS01775	ABJ972_RS01630
OG0000577	NB623_RS02825	ABJ972_RS02595
OG0000578	NB623_RS02850	ABJ972_RS02615
OG0000579	NB623_RS02305	ABJ972_RS01735
OG0000580	NB623_RS02955	ABJ972_RS02715
OG0000581	NB623_RS02310	ABJ972_RS01730
OG0000582	NB623_RS01380	ABJ972_RS01245
OG0000583	NB623_RS01810	ABJ972_RS01660
OG0000585	NB623_RS02350	ABJ972_RS02155
OG0000586	NB623_RS01795	ABJ972_RS01645
OG0000587	NB623_RS02215	ABJ972_RS01850
OG0000588	NB623_RS01765	ABJ972_RS01620
OG0000589	NB623_RS01010	ABJ972_RS02110
OG0000592	NB623_RS02815	ABJ972_RS02585
OG0000593	NB623_RS03720	ABJ972_RS03430
OG0000595	NB623_RS03160	ABJ972_RS02925
OG0000609	NB623_RS02250	ABJ972_RS01820
OG0000611	NB623_RS00100	ABJ972_RS00090
