Orthogroup	MHP_111A_genes	MHP_MHP653_genes
OG0000588	NB623_RS01765	DR096_RS01980
OG0000589	NB623_RS01010	DR096_RS03445
OG0000591	NB623_RS02200	DR096_RS03895
OG0000592	NB623_RS02815	DR096_RS02445
OG0000593	NB623_RS03720	DR096_RS01040
OG0000595	NB623_RS03160	DR096_RS00790
OG0000596	NB623_RS01870	DR096_RS03350
OG0000598	NB623_RS01875	DR096_RS03355
OG0000599	NB623_RS01880	DR096_RS03360
OG0000604	NB623_RS02965	DR096_RS04005
OG0000607	NB623_RS01335	DR096_RS02275
OG0000608	NB623_RS02275	DR096_RS04805
OG0000611	NB623_RS00100	DR096_RS02585
OG0000612	NB623_RS01885	DR096_RS03365
OG0000613	NB623_RS02205	DR096_RS03890
OG0000614	NB623_RS00975	DR096_RS03560
OG0000617	NB623_RS01780	DR096_RS01990
OG0000622	NB623_RS00960	DR096_RS04235
