Orthogroup	MHP_111A_genes	MHP_UFV01_genes
OG0000565	NB623_RS02220	FEF30_RS02260
OG0000566	NB623_RS02240	FEF30_RS02245
OG0000567	NB623_RS02265	FEF30_RS02230
OG0000568	NB623_RS00685	FEF30_RS00995
OG0000569	NB623_RS01360	FEF30_RS01550
OG0000570	NB623_RS01365	FEF30_RS04240
OG0000571	NB623_RS01370	FEF30_RS01560
OG0000572	NB623_RS01390	FEF30_RS01580
OG0000573	NB623_RS01820	FEF30_RS02010
OG0000574	NB623_RS01425	FEF30_RS01620
OG0000575	NB623_RS01350	FEF30_RS01535
OG0000576	NB623_RS01775	FEF30_RS01970
OG0000577	NB623_RS02825	FEF30_RS03035
OG0000578	NB623_RS02850	FEF30_RS03055
OG0000579	NB623_RS02305	FEF30_RS02195
OG0000580	NB623_RS02955	FEF30_RS03170
OG0000581	NB623_RS02310	FEF30_RS02180
OG0000582	NB623_RS01380	FEF30_RS04250
OG0000583	NB623_RS01810	FEF30_RS02000
OG0000584	NB623_RS01955	FEF30_RS02075
OG0000585	NB623_RS02350	FEF30_RS02585
OG0000586	NB623_RS01795	FEF30_RS01985
OG0000587	NB623_RS02215	FEF30_RS04465
OG0000588	NB623_RS01765	FEF30_RS01960
OG0000589	NB623_RS01010	FEF30_RS02520
OG0000591	NB623_RS02200	FEF30_RS03985
OG0000592	NB623_RS02815	FEF30_RS03025
OG0000593	NB623_RS03720	FEF30_RS00245
OG0000595	NB623_RS03160	FEF30_RS04470
OG0000596	NB623_RS01870	FEF30_RS02140
OG0000597	NB623_RS03155	FEF30_RS03375
OG0000598	NB623_RS01875	FEF30_RS02145
OG0000599	NB623_RS01880	FEF30_RS02150
OG0000600	NB623_RS01960	FEF30_RS02080
OG0000604	NB623_RS02965	FEF30_RS04060
OG0000607	NB623_RS01335	FEF30_RS01525
OG0000610	NB623_RS00675	FEF30_RS03840
OG0000612	NB623_RS01885	FEF30_RS02155
OG0000614	NB623_RS00975	FEF30_RS02535
