Orthogroup	MHP_111A_genes	MHP_1257_genes
OG0000490	NB623_RS03800	ABKJ22_RS03495
OG0000493	NB623_RS00575	ABKJ22_RS00580
OG0000494	NB623_RS00635	ABKJ22_RS01060
OG0000495	NB623_RS03005	ABKJ22_RS02780
OG0000496	NB623_RS02990	ABKJ22_RS02770
OG0000497	NB623_RS02985	ABKJ22_RS02765
OG0000498	NB623_RS02900	ABKJ22_RS02675
OG0000499	NB623_RS02865	ABKJ22_RS02640
OG0000500	NB623_RS02165	ABKJ22_RS01905
OG0000501	NB623_RS03220	ABKJ22_RS02970
OG0000502	NB623_RS01320	ABKJ22_RS01215
OG0000503	NB623_RS00765	ABKJ22_RS00940
OG0000504	NB623_RS00905	ABKJ22_RS00805
OG0000505	NB623_RS01065	ABKJ22_RS00755
OG0000506	NB623_RS01075	ABKJ22_RS00740
OG0000507	NB623_RS01110	ABKJ22_RS00705
OG0000509	NB623_RS00275	ABKJ22_RS00280
OG0000510	NB623_RS00285	ABKJ22_RS00290
OG0000511	NB623_RS00420	ABKJ22_RS00435
OG0000512	NB623_RS02715	ABKJ22_RS02500
OG0000514	NB623_RS03025	ABKJ22_RS02805
OG0000516	NB623_RS02090	ABKJ22_RS01985
OG0000517	NB623_RS00065	ABKJ22_RS00065
OG0000519	NB623_RS00795	ABKJ22_RS00915
OG0000520	NB623_RS00920	ABKJ22_RS00790
OG0000522	NB623_RS00290	ABKJ22_RS00295
OG0000523	NB623_RS03540	ABKJ22_RS03245
OG0000524	NB623_RS02840	ABKJ22_RS02615
OG0000525	NB623_RS03505	ABKJ22_RS03210
OG0000526	NB623_RS02260	ABKJ22_RS01820
OG0000527	NB623_RS02315	ABKJ22_RS01745
OG0000528	NB623_RS02080	ABKJ22_RS01990
OG0000531	NB623_RS01520	ABKJ22_RS01415
OG0000532	NB623_RS01745	ABKJ22_RS01625
OG0000533	NB623_RS00595	ABKJ22_RS01100
OG0000534	NB623_RS00370	ABKJ22_RS00375
OG0000536	NB623_RS03735	ABKJ22_RS03430
OG0000540	NB623_RS02805	ABKJ22_RS02585
OG0000541	NB623_RS02880	ABKJ22_RS02655
OG0000544	NB623_RS01375	ABKJ22_RS01265
OG0000545	NB623_RS02270	ABKJ22_RS01810
OG0000546	NB623_RS02950	ABKJ22_RS02730
OG0000552	NB623_RS03300	ABKJ22_RS03045
OG0000553	NB623_RS02855	ABKJ22_RS02630
OG0000554	NB623_RS02535	ABKJ22_RS02345
OG0000557	NB623_RS01385	ABKJ22_RS01275
OG0000558	NB623_RS01355	ABKJ22_RS01245
OG0000559	NB623_RS01825	ABKJ22_RS01695
OG0000560	NB623_RS02290	ABKJ22_RS01795
OG0000561	NB623_RS01240	ABKJ22_RS01125
OG0000562	NB623_RS02280	ABKJ22_RS01800
OG0000563	NB623_RS02295	ABKJ22_RS01785
OG0000564	NB623_RS01405	ABKJ22_RS01305
OG0000565	NB623_RS02220	ABKJ22_RS01850
OG0000566	NB623_RS02240	ABKJ22_RS01840
OG0000567	NB623_RS02265	ABKJ22_RS01815
OG0000568	NB623_RS00685	ABKJ22_RS01015
OG0000569	NB623_RS01360	ABKJ22_RS01250
OG0000570	NB623_RS01365	ABKJ22_RS01255
OG0000571	NB623_RS01370	ABKJ22_RS01260
OG0000572	NB623_RS01390	ABKJ22_RS01280
OG0000573	NB623_RS01820	ABKJ22_RS01690
OG0000574	NB623_RS01425	ABKJ22_RS01325
OG0000575	NB623_RS01350	ABKJ22_RS01235
OG0000576	NB623_RS01775	ABKJ22_RS01650
OG0000577	NB623_RS02825	ABKJ22_RS02605
OG0000578	NB623_RS02850	ABKJ22_RS02625
OG0000579	NB623_RS02305	ABKJ22_RS01760
OG0000580	NB623_RS02955	ABKJ22_RS02735
OG0000581	NB623_RS02310	ABKJ22_RS01750
OG0000582	NB623_RS01380	ABKJ22_RS01270
OG0000583	NB623_RS01810	ABKJ22_RS01680
OG0000585	NB623_RS02350	ABKJ22_RS02200
OG0000586	NB623_RS01795	ABKJ22_RS01665
OG0000587	NB623_RS02215	ABKJ22_RS01855
OG0000588	NB623_RS01765	ABKJ22_RS01640
OG0000589	NB623_RS01010	ABKJ22_RS02245
OG0000591	NB623_RS02200	ABKJ22_RS01870
OG0000592	NB623_RS02815	ABKJ22_RS02595
OG0000593	NB623_RS03720	ABKJ22_RS03410
OG0000604	NB623_RS02965	ABKJ22_RS02740
OG0000608	NB623_RS02275	ABKJ22_RS01805
OG0000609	NB623_RS02250	ABKJ22_RS01830
OG0000610	NB623_RS00675	ABKJ22_RS01025
OG0000611	NB623_RS00100	ABKJ22_RS00090
OG0000613	NB623_RS02205	ABKJ22_RS01865
OG0000622	NB623_RS00960	ABKJ22_RS00760
OG0000623	NB623_RS01895, NB623_RS02335	ABKJ22_RS00430
