Orthogroup	MHP_111A_genes	MHP_168_genes
OG0000563	NB623_RS02295	MHP168_RS01885
OG0000564	NB623_RS01405	MHP168_RS03865
OG0000565	NB623_RS02220	MHP168_RS01945
OG0000566	NB623_RS02240	MHP168_RS01935
OG0000567	NB623_RS02265	MHP168_RS01910
OG0000568	NB623_RS00685	MHP168_RS00970
OG0000569	NB623_RS01360	MHP168_RS01315
OG0000570	NB623_RS01365	MHP168_RS01320
OG0000571	NB623_RS01370	MHP168_RS01325
OG0000572	NB623_RS01390	MHP168_RS01345
OG0000573	NB623_RS01820	MHP168_RS01730
OG0000574	NB623_RS01425	MHP168_RS01390
OG0000575	NB623_RS01350	MHP168_RS01300
OG0000576	NB623_RS01775	MHP168_RS01765
OG0000577	NB623_RS02825	MHP168_RS02670
OG0000578	NB623_RS02850	MHP168_RS02690
OG0000579	NB623_RS02305	MHP168_RS01875
OG0000580	NB623_RS02955	MHP168_RS04025
OG0000581	NB623_RS02310	MHP168_RS01860
OG0000582	NB623_RS01380	MHP168_RS03935
OG0000583	NB623_RS01810	MHP168_RS01740
OG0000584	NB623_RS01955	MHP168_RS01240
OG0000585	NB623_RS02350	MHP168_RS02165
OG0000586	NB623_RS01795	MHP168_RS01750
OG0000587	NB623_RS02215	MHP168_RS04050
OG0000588	NB623_RS01765	MHP168_RS01770
OG0000590	NB623_RS01945	MHP168_RS03540
OG0000591	NB623_RS02200	MHP168_RS04055
OG0000592	NB623_RS02815	MHP168_RS02655
OG0000593	NB623_RS03720	MHP168_RS03495
OG0000596	NB623_RS01870	MHP168_RS01680
OG0000598	NB623_RS01875	MHP168_RS01675
OG0000599	NB623_RS01880	MHP168_RS01670
OG0000600	NB623_RS01960	MHP168_RS01235
OG0000604	NB623_RS02965	MHP168_RS04060
OG0000609	NB623_RS02250	MHP168_RS03880
OG0000610	NB623_RS00675	MHP168_RS04040
OG0000612	NB623_RS01885	MHP168_RS03735
OG0000613	NB623_RS02205	MHP168_RS03980
OG0000616	NB623_RS01975	MHP168_RS03555
OG0000623	NB623_RS01895, NB623_RS02335	MHP168_RS03595
