Orthogroup	MHP_UFV02_genes	MHP_111A_genes
OG0000564	FEF31_RS00945	NB623_RS01405
OG0000565	FEF31_RS01620	NB623_RS02220
OG0000566	FEF31_RS01605	NB623_RS02240
OG0000567	FEF31_RS01580	NB623_RS02265
OG0000568	FEF31_RS00340	NB623_RS00685
OG0000569	FEF31_RS00895	NB623_RS01360
OG0000570	FEF31_RS04405	NB623_RS01365
OG0000571	FEF31_RS00905	NB623_RS01370
OG0000572	FEF31_RS00925	NB623_RS01390
OG0000573	FEF31_RS01355	NB623_RS01820
OG0000574	FEF31_RS00965	NB623_RS01425
OG0000575	FEF31_RS00880	NB623_RS01350
OG0000576	FEF31_RS01315	NB623_RS01775
OG0000577	FEF31_RS02400	NB623_RS02825
OG0000578	FEF31_RS02420	NB623_RS02850
OG0000579	FEF31_RS01540	NB623_RS02305
OG0000580	FEF31_RS02535	NB623_RS02955
OG0000581	FEF31_RS01530	NB623_RS02310
OG0000582	FEF31_RS04415	NB623_RS01380
OG0000583	FEF31_RS01345	NB623_RS01810
OG0000584	FEF31_RS01425	NB623_RS01955
OG0000585	FEF31_RS01950	NB623_RS02350
OG0000586	FEF31_RS01330	NB623_RS01795
OG0000587	FEF31_RS04780	NB623_RS02215
OG0000588	FEF31_RS01305	NB623_RS01765
OG0000589	FEF31_RS01890	NB623_RS01010
OG0000591	FEF31_RS04065	NB623_RS02200
OG0000592	FEF31_RS02390	NB623_RS02815
OG0000593	FEF31_RS03200	NB623_RS03720
OG0000595	FEF31_RS02735	NB623_RS03160
OG0000596	FEF31_RS01490	NB623_RS01870
OG0000597	FEF31_RS02730	NB623_RS03155
OG0000598	FEF31_RS01495	NB623_RS01875
OG0000599	FEF31_RS01500	NB623_RS01880
OG0000600	FEF31_RS01430	NB623_RS01960
OG0000604	FEF31_RS04155	NB623_RS02965
OG0000607	FEF31_RS00870	NB623_RS01335
OG0000610	FEF31_RS03930	NB623_RS00675
OG0000612	FEF31_RS01505	NB623_RS01885
OG0000613	FEF31_RS01640	NB623_RS02205
OG0000614	FEF31_RS01905	NB623_RS00975
