Orthogroup	MHP_UFV01_genes	MHP_133A_genes
OG0000564	FEF30_RS01600	NB626_RS01410
OG0000565	FEF30_RS02260	NB626_RS02000
OG0000566	FEF30_RS02245	NB626_RS01980
OG0000567	FEF30_RS02230	NB626_RS01950
OG0000568	FEF30_RS00995	NB626_RS00785
OG0000569	FEF30_RS01550	NB626_RS01355
OG0000570	FEF30_RS04240	NB626_RS01360
OG0000571	FEF30_RS01560	NB626_RS01365
OG0000572	FEF30_RS01580	NB626_RS01385
OG0000573	FEF30_RS02010	NB626_RS01810
OG0000574	FEF30_RS01620	NB626_RS01425
OG0000575	FEF30_RS01535	NB626_RS01345
OG0000576	FEF30_RS01970	NB626_RS01765
OG0000577	FEF30_RS03035	NB626_RS02840
OG0000578	FEF30_RS03055	NB626_RS02865
OG0000579	FEF30_RS02195	NB626_RS01910
OG0000580	FEF30_RS03170	NB626_RS02975
OG0000581	FEF30_RS02180	NB626_RS01905
OG0000582	FEF30_RS04250	NB626_RS01375
OG0000583	FEF30_RS02000	NB626_RS01800
OG0000584	FEF30_RS02075	NB626_RS00475
OG0000585	FEF30_RS02585	NB626_RS02365
OG0000586	FEF30_RS01985	NB626_RS01785
OG0000587	FEF30_RS04465	NB626_RS02010
OG0000588	FEF30_RS01960	NB626_RS01755
OG0000589	FEF30_RS02520	NB626_RS02290
OG0000591	FEF30_RS03985	NB626_RS02025
OG0000593	FEF30_RS00245	NB626_RS03735
OG0000595	FEF30_RS04470	NB626_RS03190
OG0000596	FEF30_RS02140	NB626_RS01860
OG0000597	FEF30_RS03375	NB626_RS03185
OG0000598	FEF30_RS02145	NB626_RS01865
OG0000599	FEF30_RS02150	NB626_RS01870
OG0000600	FEF30_RS02080	NB626_RS00470
OG0000603	FEF30_RS02090	NB626_RS00465
OG0000604	FEF30_RS04060	NB626_RS02985
OG0000605	FEF30_RS02095	NB626_RS00460
OG0000607	FEF30_RS01525	NB626_RS01330
OG0000610	FEF30_RS03840	NB626_RS00775
OG0000612	FEF30_RS02155	NB626_RS01875
OG0000615	FEF30_RS03065	NB626_RS02875
