Orthogroup	MHP_UFV01_genes	MHP_MHP682_genes
OG0000544	FEF30_RS04245	DR097_RS04515
OG0000545	FEF30_RS02225	DR097_RS02535
OG0000546	FEF30_RS03165	DR097_RS01750
OG0000547	FEF30_RS03290	DR097_RS04935
OG0000548	FEF30_RS01910	DR097_RS03110
OG0000549	FEF30_RS04100	DR097_RS04765
OG0000550	FEF30_RS00180	DR097_RS00615
OG0000551	FEF30_RS03360	DR097_RS01310
OG0000552	FEF30_RS03490	DR097_RS01380
OG0000553	FEF30_RS04365	DR097_RS04650
OG0000554	FEF30_RS02765	DR097_RS02160
OG0000556	FEF30_RS04300	DR097_RS04700
OG0000557	FEF30_RS01575	DR097_RS00355
OG0000558	FEF30_RS01545	DR097_RS00385
OG0000559	FEF30_RS02015	DR097_RS01855
OG0000560	FEF30_RS02215	DR097_RS02550
OG0000561	FEF30_RS01420	DR097_RS00515
OG0000562	FEF30_RS02220	DR097_RS02545
OG0000563	FEF30_RS02205	DR097_RS02565
OG0000564	FEF30_RS01600	DR097_RS03805
OG0000565	FEF30_RS02260	DR097_RS02490
OG0000566	FEF30_RS02245	DR097_RS02505
OG0000567	FEF30_RS02230	DR097_RS02530
OG0000568	FEF30_RS00995	DR097_RS01135
OG0000569	FEF30_RS01550	DR097_RS00380
OG0000570	FEF30_RS04240	DR097_RS04520
OG0000571	FEF30_RS01560	DR097_RS00370
OG0000572	FEF30_RS01580	DR097_RS00350
OG0000573	FEF30_RS02010	DR097_RS01860
OG0000575	FEF30_RS01535	DR097_RS00395
OG0000576	FEF30_RS01970	DR097_RS01905
OG0000577	FEF30_RS03035	DR097_RS01540
OG0000578	FEF30_RS03055	DR097_RS01520
OG0000579	FEF30_RS02195	DR097_RS03415
OG0000580	FEF30_RS03170	DR097_RS04150
OG0000581	FEF30_RS02180	DR097_RS03400
OG0000582	FEF30_RS04250	DR097_RS04510
OG0000583	FEF30_RS02000	DR097_RS01870
OG0000584	FEF30_RS02075	DR097_RS02035
OG0000585	FEF30_RS02585	DR097_RS02705
OG0000586	FEF30_RS01985	DR097_RS01885
OG0000587	FEF30_RS04465	DR097_RS04895
OG0000589	FEF30_RS02520	DR097_RS03505
OG0000591	FEF30_RS03985	DR097_RS00880
OG0000592	FEF30_RS03025	DR097_RS01550
OG0000593	FEF30_RS00245	DR097_RS00550
OG0000594	FEF30_RS01540	DR097_RS00390
OG0000600	FEF30_RS02080	DR097_RS02040
OG0000601	FEF30_RS02210	DR097_RS02555
OG0000603	FEF30_RS02090	DR097_RS02045
OG0000604	FEF30_RS04060	DR097_RS04140
OG0000605	FEF30_RS02095	DR097_RS02050
OG0000606	FEF30_RS02185	DR097_RS03405
OG0000607	FEF30_RS01525	DR097_RS00405
OG0000610	FEF30_RS03840	DR097_RS04060
OG0000614	FEF30_RS02535	DR097_RS03455
OG0000615	FEF30_RS03065	DR097_RS01510
OG0000618	FEF30_RS03625	DR097_RS03000
OG0000619	FEF30_RS02190	DR097_RS03410
OG0000621	FEF30_RS03980	DR097_RS04020
