Orthogroup	MHP_UFV01_genes	MHP_MHP696_genes
OG0000533	FEF30_RS00915	DR090_RS00215
OG0000534	FEF30_RS00695	DR090_RS00570
OG0000535	FEF30_RS04175	DR090_RS04420
OG0000536	FEF30_RS00260	DR090_RS01180
OG0000537	FEF30_RS01035	DR090_RS00105
OG0000538	FEF30_RS01435	DR090_RS00255
OG0000539	FEF30_RS00530	DR090_RS00740
OG0000540	FEF30_RS03015	DR090_RS01420
OG0000541	FEF30_RS03095	DR090_RS01490
OG0000542	FEF30_RS00665	DR090_RS00600
OG0000544	FEF30_RS04245	DR090_RS04340
OG0000545	FEF30_RS02225	DR090_RS00885
OG0000546	FEF30_RS03165	DR090_RS03955
OG0000547	FEF30_RS03290	DR090_RS01685
OG0000548	FEF30_RS01910	DR090_RS03245
OG0000549	FEF30_RS04100	DR090_RS04490
OG0000550	FEF30_RS00180	DR090_RS02340
OG0000551	FEF30_RS03360	DR090_RS02960
OG0000552	FEF30_RS03490	DR090_RS02170
OG0000553	FEF30_RS04365	DR090_RS04430
OG0000554	FEF30_RS02765	DR090_RS02650
OG0000555	FEF30_RS03295	DR090_RS03975
OG0000557	FEF30_RS01575	DR090_RS00400
OG0000558	FEF30_RS01545	DR090_RS00370
OG0000559	FEF30_RS02015	DR090_RS02375
OG0000560	FEF30_RS02215	DR090_RS00870
OG0000561	FEF30_RS01420	DR090_RS00240
OG0000562	FEF30_RS02220	DR090_RS00875
OG0000563	FEF30_RS02205	DR090_RS00860
OG0000564	FEF30_RS01600	DR090_RS00425
OG0000565	FEF30_RS02260	DR090_RS00935
OG0000566	FEF30_RS02245	DR090_RS00920
OG0000567	FEF30_RS02230	DR090_RS00890
OG0000568	FEF30_RS00995	DR090_RS00145
OG0000569	FEF30_RS01550	DR090_RS00375
OG0000570	FEF30_RS04240	DR090_RS04335
OG0000571	FEF30_RS01560	DR090_RS00385
OG0000572	FEF30_RS01580	DR090_RS00405
OG0000573	FEF30_RS02010	DR090_RS02380
OG0000574	FEF30_RS01620	DR090_RS00445
OG0000575	FEF30_RS01535	DR090_RS00360
OG0000576	FEF30_RS01970	DR090_RS02425
OG0000577	FEF30_RS03035	DR090_RS01440
OG0000578	FEF30_RS03055	DR090_RS01460
OG0000579	FEF30_RS02195	DR090_RS00850
OG0000580	FEF30_RS03170	DR090_RS03960
OG0000581	FEF30_RS02180	DR090_RS00835
OG0000582	FEF30_RS04250	DR090_RS04345
OG0000583	FEF30_RS02000	DR090_RS02390
OG0000585	FEF30_RS02585	DR090_RS03575
OG0000586	FEF30_RS01985	DR090_RS02405
OG0000587	FEF30_RS04465	DR090_RS03815
OG0000588	FEF30_RS01960	DR090_RS02430
OG0000589	FEF30_RS02520	DR090_RS03725
OG0000591	FEF30_RS03985	DR090_RS00965
OG0000592	FEF30_RS03025	DR090_RS01430
OG0000593	FEF30_RS00245	DR090_RS01165
OG0000594	FEF30_RS01540	DR090_RS00365
OG0000595	FEF30_RS04470	DR090_RS03450
OG0000597	FEF30_RS03375	DR090_RS03460
OG0000601	FEF30_RS02210	DR090_RS00865
OG0000602	FEF30_RS02420	DR090_RS03555
OG0000604	FEF30_RS04060	DR090_RS03965
OG0000606	FEF30_RS02185	DR090_RS00840
OG0000607	FEF30_RS01525	DR090_RS00350
OG0000614	FEF30_RS02535	DR090_RS03535
OG0000619	FEF30_RS02190	DR090_RS00845
OG0000621	FEF30_RS03980	DR090_RS03675
