Orthogroup	MHP_UFV01_genes	MHP_111A_genes
OG0000565	FEF30_RS02260	NB623_RS02220
OG0000566	FEF30_RS02245	NB623_RS02240
OG0000567	FEF30_RS02230	NB623_RS02265
OG0000568	FEF30_RS00995	NB623_RS00685
OG0000569	FEF30_RS01550	NB623_RS01360
OG0000570	FEF30_RS04240	NB623_RS01365
OG0000571	FEF30_RS01560	NB623_RS01370
OG0000572	FEF30_RS01580	NB623_RS01390
OG0000573	FEF30_RS02010	NB623_RS01820
OG0000574	FEF30_RS01620	NB623_RS01425
OG0000575	FEF30_RS01535	NB623_RS01350
OG0000576	FEF30_RS01970	NB623_RS01775
OG0000577	FEF30_RS03035	NB623_RS02825
OG0000578	FEF30_RS03055	NB623_RS02850
OG0000579	FEF30_RS02195	NB623_RS02305
OG0000580	FEF30_RS03170	NB623_RS02955
OG0000581	FEF30_RS02180	NB623_RS02310
OG0000582	FEF30_RS04250	NB623_RS01380
OG0000583	FEF30_RS02000	NB623_RS01810
OG0000584	FEF30_RS02075	NB623_RS01955
OG0000585	FEF30_RS02585	NB623_RS02350
OG0000586	FEF30_RS01985	NB623_RS01795
OG0000587	FEF30_RS04465	NB623_RS02215
OG0000588	FEF30_RS01960	NB623_RS01765
OG0000589	FEF30_RS02520	NB623_RS01010
OG0000591	FEF30_RS03985	NB623_RS02200
OG0000592	FEF30_RS03025	NB623_RS02815
OG0000593	FEF30_RS00245	NB623_RS03720
OG0000595	FEF30_RS04470	NB623_RS03160
OG0000596	FEF30_RS02140	NB623_RS01870
OG0000597	FEF30_RS03375	NB623_RS03155
OG0000598	FEF30_RS02145	NB623_RS01875
OG0000599	FEF30_RS02150	NB623_RS01880
OG0000600	FEF30_RS02080	NB623_RS01960
OG0000604	FEF30_RS04060	NB623_RS02965
OG0000607	FEF30_RS01525	NB623_RS01335
OG0000610	FEF30_RS03840	NB623_RS00675
OG0000612	FEF30_RS02155	NB623_RS01885
OG0000614	FEF30_RS02535	NB623_RS00975
