Orthogroup	MHP_F72C_genes	MHP_98_genes
OG0000518	EHI52_RS03125	GOM18_RS00980
OG0000519	EHI52_RS00785	GOM18_RS00215
OG0000520	EHI52_RS00910	GOM18_RS00340
OG0000521	EHI52_RS00275	GOM18_RS01375
OG0000522	EHI52_RS00310	GOM18_RS01410
OG0000523	EHI52_RS03360	GOM18_RS00725
OG0000524	EHI52_RS02665	GOM18_RS02115
OG0000525	EHI52_RS03345	GOM18_RS04345
OG0000526	EHI52_RS03800	GOM18_RS04200
OG0000527	EHI52_RS02185	GOM18_RS03490
OG0000528	EHI52_RS01920	GOM18_RS02240
OG0000529	EHI52_RS02250	GOM18_RS02385
OG0000530	EHI52_RS02355	GOM18_RS02485
OG0000531	EHI52_RS01460	GOM18_RS02760
OG0000532	EHI52_RS01685	GOM18_RS03550
OG0000534	EHI52_RS00395	GOM18_RS01490
OG0000535	EHI52_RS00045	GOM18_RS04305
OG0000536	EHI52_RS03545	GOM18_RS00505
OG0000537	EHI52_RS00725	GOM18_RS00155
OG0000538	EHI52_RS01195	GOM18_RS02910
OG0000539	EHI52_RS00220	GOM18_RS01325
OG0000540	EHI52_RS02635	GOM18_RS02085
OG0000541	EHI52_RS02710	GOM18_RS02155
OG0000542	EHI52_RS00365	GOM18_RS01460
OG0000544	EHI52_RS01315	GOM18_RS04525
OG0000545	EHI52_RS02110	GOM18_RS03390
OG0000546	EHI52_RS02780	GOM18_RS03120
OG0000547	EHI52_RS02900	GOM18_RS01145
OG0000548	EHI52_RS01650	GOM18_RS03615
OG0000549	EHI52_RS03335	GOM18_RS04350
OG0000550	EHI52_RS03460	GOM18_RS00425
OG0000551	EHI52_RS02975	GOM18_RS01075
OG0000553	EHI52_RS02680	GOM18_RS04405
OG0000554	EHI52_RS02400	GOM18_RS02530
OG0000555	EHI52_RS03850	GOM18_RS03930
OG0000557	EHI52_RS01325	GOM18_RS03215
OG0000558	EHI52_RS01295	GOM18_RS03185
OG0000559	EHI52_RS01755	GOM18_RS03000
OG0000560	EHI52_RS02125	GOM18_RS03405
OG0000561	EHI52_RS01180	GOM18_RS02895
OG0000562	EHI52_RS02120	GOM18_RS03400
OG0000563	EHI52_RS02135	GOM18_RS03415
OG0000564	EHI52_RS03770	GOM18_RS02875
OG0000565	EHI52_RS02070	GOM18_RS03330
OG0000566	EHI52_RS02080	GOM18_RS03355
OG0000567	EHI52_RS02105	GOM18_RS03385
OG0000568	EHI52_RS00685	GOM18_RS00115
OG0000569	EHI52_RS01300	GOM18_RS03190
OG0000570	EHI52_RS01305	GOM18_RS04520
OG0000571	EHI52_RS01310	GOM18_RS03200
OG0000572	EHI52_RS01330	GOM18_RS03220
OG0000573	EHI52_RS01750	GOM18_RS03005
OG0000574	EHI52_RS01370	GOM18_RS02845
OG0000575	EHI52_RS01285	GOM18_RS03175
OG0000576	EHI52_RS01710	GOM18_RS03050
OG0000577	EHI52_RS02655	GOM18_RS02105
OG0000578	EHI52_RS02675	GOM18_RS02125
OG0000579	EHI52_RS02170	GOM18_RS03500
OG0000581	EHI52_RS02175	GOM18_RS03495
OG0000582	EHI52_RS03765	GOM18_RS04530
OG0000583	EHI52_RS01740	GOM18_RS03015
OG0000585	EHI52_RS02220	GOM18_RS02355
OG0000586	EHI52_RS01725	GOM18_RS03030
OG0000587	EHI52_RS03915	GOM18_RS04190
OG0000588	EHI52_RS01700	GOM18_RS03055
OG0000591	EHI52_RS02045	GOM18_RS04175
OG0000592	EHI52_RS02645	GOM18_RS03985
OG0000593	EHI52_RS03525	GOM18_RS00490
OG0000594	EHI52_RS01290	GOM18_RS03180
OG0000595	EHI52_RS03000	GOM18_RS01055
OG0000597	EHI52_RS02995	GOM18_RS01060
OG0000601	EHI52_RS02130	GOM18_RS03410
OG0000602	EHI52_RS01900	GOM18_RS02265
OG0000604	EHI52_RS03890	GOM18_RS04135
OG0000607	EHI52_RS03630	GOM18_RS03165
OG0000608	EHI52_RS02115	GOM18_RS03395
OG0000609	EHI52_RS03640	GOM18_RS03365
OG0000611	EHI52_RS00090	GOM18_RS00670
OG0000613	EHI52_RS03785	GOM18_RS04180
OG0000618	EHI52_RS03300	GOM18_RS00805
OG0000623	EHI52_RS03895, EHI52_RS03875, EHI52_RS03645, EHI52_RS03625	GOM18_RS02175
OG0000625	EHI52_RS03920	GOM18_RS04590
OG0000626	EHI52_RS03695	GOM18_RS00940
OG0000633	EHI52_RS03870	GOM18_RS04210
