Orthogroup	MHP_F72C_genes	MHP_11_genes
OG0000520	EHI52_RS00910	B5C39_RS01995
OG0000521	EHI52_RS00275	B5C39_RS01090
OG0000522	EHI52_RS00310	B5C39_RS01125
OG0000523	EHI52_RS03360	B5C39_RS00550
OG0000524	EHI52_RS02665	B5C39_RS02945
OG0000525	EHI52_RS03345	B5C39_RS00515
OG0000526	EHI52_RS03800	B5C39_RS03895
OG0000527	EHI52_RS02185	B5C39_RS03280
OG0000528	EHI52_RS01920	B5C39_RS03520
OG0000529	EHI52_RS02250	B5C39_RS02520
OG0000530	EHI52_RS02355	B5C39_RS02630
OG0000531	EHI52_RS01460	B5C39_RS01500
OG0000532	EHI52_RS01685	B5C39_RS03145
OG0000534	EHI52_RS00395	B5C39_RS01210
OG0000535	EHI52_RS00045	B5C39_RS00860
OG0000536	EHI52_RS03545	B5C39_RS00730
OG0000537	EHI52_RS00725	B5C39_RS02180
OG0000538	EHI52_RS01195	B5C39_RS01785
OG0000539	EHI52_RS00220	B5C39_RS01035
OG0000540	EHI52_RS02635	B5C39_RS02915
OG0000541	EHI52_RS02710	B5C39_RS02990
OG0000542	EHI52_RS00365	B5C39_RS01180
OG0000544	EHI52_RS01315	B5C39_RS01645
OG0000546	EHI52_RS02780	B5C39_RS03060
OG0000547	EHI52_RS02900	B5C39_RS00130
OG0000548	EHI52_RS01650	B5C39_RS03105
OG0000549	EHI52_RS03335	B5C39_RS00505
OG0000550	EHI52_RS03460	B5C39_RS00650
OG0000551	EHI52_RS02975	B5C39_RS00205
OG0000553	EHI52_RS02680	B5C39_RS02960
OG0000554	EHI52_RS02400	B5C39_RS02675
OG0000555	EHI52_RS03850	B5C39_RS03755
OG0000557	EHI52_RS01325	B5C39_RS01635
OG0000558	EHI52_RS01295	B5C39_RS01665
OG0000559	EHI52_RS01755	B5C39_RS03210
OG0000560	EHI52_RS02125	B5C39_RS03320
OG0000561	EHI52_RS01180	B5C39_RS01800
OG0000562	EHI52_RS02120	B5C39_RS03325
OG0000563	EHI52_RS02135	B5C39_RS03310
OG0000564	EHI52_RS03770	B5C39_RS03805
OG0000565	EHI52_RS02070	B5C39_RS03365
OG0000566	EHI52_RS02080	B5C39_RS03355
OG0000567	EHI52_RS02105	B5C39_RS03335
OG0000568	EHI52_RS00685	B5C39_RS02220
OG0000569	EHI52_RS01300	B5C39_RS01660
OG0000570	EHI52_RS01305	B5C39_RS01655
OG0000571	EHI52_RS01310	B5C39_RS01650
OG0000572	EHI52_RS01330	B5C39_RS01630
OG0000573	EHI52_RS01750	B5C39_RS03205
OG0000574	EHI52_RS01370	B5C39_RS01590
OG0000575	EHI52_RS01285	B5C39_RS01675
OG0000576	EHI52_RS01710	B5C39_RS03165
OG0000577	EHI52_RS02655	B5C39_RS02935
OG0000578	EHI52_RS02675	B5C39_RS02955
OG0000579	EHI52_RS02170	B5C39_RS03300
OG0000580	EHI52_RS03845	B5C39_RS03870
OG0000581	EHI52_RS02175	B5C39_RS03285
OG0000582	EHI52_RS03765	B5C39_RS03810
OG0000583	EHI52_RS01740	B5C39_RS03195
OG0000586	EHI52_RS01725	B5C39_RS03180
OG0000587	EHI52_RS03915	B5C39_RS03705
OG0000588	EHI52_RS01700	B5C39_RS03155
OG0000591	EHI52_RS02045	B5C39_RS03720
OG0000592	EHI52_RS02645	B5C39_RS02925
OG0000593	EHI52_RS03525	B5C39_RS00715
OG0000594	EHI52_RS01290	B5C39_RS01670
OG0000596	EHI52_RS01785	B5C39_RS03245
OG0000598	EHI52_RS01790	B5C39_RS03250
OG0000599	EHI52_RS01795	B5C39_RS03255
OG0000601	EHI52_RS02130	B5C39_RS03315
OG0000604	EHI52_RS03890	B5C39_RS03910
OG0000606	EHI52_RS02160	B5C39_RS03290
OG0000607	EHI52_RS03630	B5C39_RS03645
OG0000609	EHI52_RS03640	B5C39_RS03660
OG0000611	EHI52_RS00090	B5C39_RS00905
OG0000612	EHI52_RS01800	B5C39_RS03890
OG0000615	EHI52_RS02685	B5C39_RS02965
OG0000618	EHI52_RS03300	B5C39_RS00470
