Orthogroup	MHP_F72C_genes	MHP_168_genes
OG0000522	EHI52_RS00310	MHP168_RS00275
OG0000523	EHI52_RS03360	MHP168_RS03335
OG0000524	EHI52_RS02665	MHP168_RS02680
OG0000525	EHI52_RS03345	MHP168_RS03305
OG0000526	EHI52_RS03800	MHP168_RS03975
OG0000527	EHI52_RS02185	MHP168_RS03970
OG0000528	EHI52_RS01920	MHP168_RS02090
OG0000529	EHI52_RS02250	MHP168_RS02135
OG0000530	EHI52_RS02355	MHP168_RS02345
OG0000531	EHI52_RS01460	MHP168_RS01485
OG0000532	EHI52_RS01685	MHP168_RS01790
OG0000534	EHI52_RS00395	MHP168_RS00355
OG0000535	EHI52_RS00045	MHP168_RS00045
OG0000536	EHI52_RS03545	MHP168_RS03515
OG0000537	EHI52_RS00725	MHP168_RS00930
OG0000538	EHI52_RS01195	MHP168_RS01105
OG0000539	EHI52_RS00220	MHP168_RS00185
OG0000540	EHI52_RS02635	MHP168_RS02645
OG0000541	EHI52_RS02710	MHP168_RS02725
OG0000542	EHI52_RS00365	MHP168_RS00325
OG0000544	EHI52_RS01315	MHP168_RS01330
OG0000546	EHI52_RS02780	MHP168_RS02795
OG0000547	EHI52_RS02900	MHP168_RS02920
OG0000548	EHI52_RS01650	MHP168_RS01825
OG0000549	EHI52_RS03335	MHP168_RS03295
OG0000550	EHI52_RS03460	MHP168_RS03430
OG0000551	EHI52_RS02975	MHP168_RS02995
OG0000553	EHI52_RS02680	MHP168_RS02695
OG0000554	EHI52_RS02400	MHP168_RS02390
OG0000555	EHI52_RS03850	MHP168_RS02925
OG0000557	EHI52_RS01325	MHP168_RS01340
OG0000558	EHI52_RS01295	MHP168_RS01310
OG0000559	EHI52_RS01755	MHP168_RS01725
OG0000560	EHI52_RS02125	MHP168_RS01895
OG0000561	EHI52_RS01180	MHP168_RS01090
OG0000562	EHI52_RS02120	MHP168_RS01900
OG0000563	EHI52_RS02135	MHP168_RS01885
OG0000564	EHI52_RS03770	MHP168_RS03865
OG0000565	EHI52_RS02070	MHP168_RS01945
OG0000566	EHI52_RS02080	MHP168_RS01935
OG0000567	EHI52_RS02105	MHP168_RS01910
OG0000568	EHI52_RS00685	MHP168_RS00970
OG0000569	EHI52_RS01300	MHP168_RS01315
OG0000570	EHI52_RS01305	MHP168_RS01320
OG0000571	EHI52_RS01310	MHP168_RS01325
OG0000572	EHI52_RS01330	MHP168_RS01345
OG0000573	EHI52_RS01750	MHP168_RS01730
OG0000574	EHI52_RS01370	MHP168_RS01390
OG0000575	EHI52_RS01285	MHP168_RS01300
OG0000576	EHI52_RS01710	MHP168_RS01765
OG0000577	EHI52_RS02655	MHP168_RS02670
OG0000578	EHI52_RS02675	MHP168_RS02690
OG0000579	EHI52_RS02170	MHP168_RS01875
OG0000580	EHI52_RS03845	MHP168_RS04025
OG0000581	EHI52_RS02175	MHP168_RS01860
OG0000582	EHI52_RS03765	MHP168_RS03935
OG0000583	EHI52_RS01740	MHP168_RS01740
OG0000585	EHI52_RS02220	MHP168_RS02165
OG0000586	EHI52_RS01725	MHP168_RS01750
OG0000587	EHI52_RS03915	MHP168_RS04050
OG0000588	EHI52_RS01700	MHP168_RS01770
OG0000591	EHI52_RS02045	MHP168_RS04055
OG0000592	EHI52_RS02645	MHP168_RS02655
OG0000593	EHI52_RS03525	MHP168_RS03495
OG0000594	EHI52_RS01290	MHP168_RS01305
OG0000596	EHI52_RS01785	MHP168_RS01680
OG0000598	EHI52_RS01790	MHP168_RS01675
OG0000599	EHI52_RS01795	MHP168_RS01670
OG0000601	EHI52_RS02130	MHP168_RS01890
OG0000602	EHI52_RS01900	MHP168_RS02255
OG0000604	EHI52_RS03890	MHP168_RS04060
OG0000606	EHI52_RS02160	MHP168_RS01865
OG0000609	EHI52_RS03640	MHP168_RS03880
OG0000612	EHI52_RS01800	MHP168_RS03735
OG0000613	EHI52_RS03785	MHP168_RS03980
OG0000615	EHI52_RS02685	MHP168_RS02700
OG0000623	EHI52_RS03895, EHI52_RS03875, EHI52_RS03645, EHI52_RS03625	MHP168_RS03595
