Orthogroup	MHP_F72C_genes	MHP_MHP691_genes
OG0000544	EHI52_RS01315	DR087_RS04710
OG0000545	EHI52_RS02110	DR087_RS01630
OG0000546	EHI52_RS02780	DR087_RS04305
OG0000547	EHI52_RS02900	DR087_RS01470
OG0000548	EHI52_RS01650	DR087_RS03220
OG0000549	EHI52_RS03335	DR087_RS04650
OG0000550	EHI52_RS03460	DR087_RS00690
OG0000551	EHI52_RS02975	DR087_RS03385
OG0000553	EHI52_RS02680	DR087_RS04565
OG0000554	EHI52_RS02400	DR087_RS01690
OG0000555	EHI52_RS03850	DR087_RS04580
OG0000557	EHI52_RS01325	DR087_RS02850
OG0000558	EHI52_RS01295	DR087_RS02820
OG0000559	EHI52_RS01755	DR087_RS02085
OG0000560	EHI52_RS02125	DR087_RS01645
OG0000561	EHI52_RS01180	DR087_RS01990
OG0000562	EHI52_RS02120	DR087_RS01640
OG0000563	EHI52_RS02135	DR087_RS01655
OG0000564	EHI52_RS03770	DR087_RS03320
OG0000565	EHI52_RS02070	DR087_RS01590
OG0000566	EHI52_RS02080	DR087_RS01600
OG0000567	EHI52_RS02105	DR087_RS04055, DR087_RS01625
OG0000568	EHI52_RS00685	DR087_RS02180
OG0000569	EHI52_RS01300	DR087_RS02825
OG0000570	EHI52_RS01305	DR087_RS04705
OG0000571	EHI52_RS01310	DR087_RS02835
OG0000572	EHI52_RS01330	DR087_RS02855
OG0000573	EHI52_RS01750	DR087_RS02080
OG0000574	EHI52_RS01370	DR087_RS03300
OG0000575	EHI52_RS01285	DR087_RS02810
OG0000576	EHI52_RS01710	DR087_RS02035
OG0000577	EHI52_RS02655	DR087_RS01270
OG0000578	EHI52_RS02675	DR087_RS01250
OG0000580	EHI52_RS03845	DR087_RS04010
OG0000582	EHI52_RS03765	DR087_RS04715
OG0000583	EHI52_RS01740	DR087_RS02070
OG0000585	EHI52_RS02220	DR087_RS00170
OG0000586	EHI52_RS01725	DR087_RS02055
OG0000587	EHI52_RS03915	DR087_RS04775
OG0000588	EHI52_RS01700	DR087_RS02030
OG0000589	EHI52_RS00950	DR087_RS03500
OG0000592	EHI52_RS02645	DR087_RS01280
OG0000593	EHI52_RS03525	DR087_RS00755
OG0000594	EHI52_RS01290	DR087_RS02815
OG0000595	EHI52_RS03000	DR087_RS03405
OG0000601	EHI52_RS02130	DR087_RS01650
OG0000602	EHI52_RS01900	DR087_RS00080
OG0000607	EHI52_RS03630	DR087_RS02800
OG0000608	EHI52_RS02115	DR087_RS04600
OG0000609	EHI52_RS03640	DR087_RS01615
OG0000611	EHI52_RS00090	DR087_RS00520
OG0000613	EHI52_RS03785	DR087_RS04040
OG0000622	EHI52_RS03730	DR087_RS04200
