Orthogroup	MFC_MF30_genes	MHP_1257_genes
OG0000538	DR084_RS01645	ABKJ22_RS01140
OG0000539	DR084_RS00050	ABKJ22_RS00210
OG0000540	DR084_RS00755	ABKJ22_RS02585
OG0000541	DR084_RS00695	ABKJ22_RS02655
OG0000542	DR084_RS00185	ABKJ22_RS00345
OG0000547	DR084_RS00515	ABKJ22_RS02860
OG0000548	DR084_RS00990	ABKJ22_RS01595
OG0000549	DR084_RS02675	ABKJ22_RS03200
OG0000550	DR084_RS02550	ABKJ22_RS03345
OG0000551	DR084_RS01755	ABKJ22_RS02925
