gene_callers_id	source	accession	function	e_value
403	NCBI_PGAP	WP_002557555.1	energy-coupling factor transporter transmembrane component T family protein	0
404	NCBI_PGAP	WP_160605530.1	NAD-dependent DNA ligase LigA (ligA)	0
405	NCBI_PGAP	WP_160605532.1	nucleotidyltransferase	0
406	NCBI_PGAP	WP_160605534.1	cation-translocating P-type ATPase	0
407	NCBI_PGAP	WP_160583976.1	SsrA-binding protein SmpB (smpB)	0
408	NCBI_PGAP	WP_334199004.1	thermonuclease family protein	0
409	NCBI_PGAP	WP_002557698.1	S1C family serine protease	0
410	NCBI_PGAP	WP_308705455.1	dihydrolipoyl dehydrogenase	0
411	NCBI_PGAP	WP_255454504.1	FAD-dependent oxidoreductase	0
412	NCBI_PGAP	WP_160603208.1	amidohydrolase family protein	0
413	NCBI_PGAP	WP_160603210.1	class II fructose-bisphosphate aldolase	0
414	NCBI_PGAP	WP_160605536.1	PTS transporter subunit EIIC	0
415	NCBI_PGAP	WP_002557706.1	glucosamine-6-phosphate deaminase	0
416	NCBI_PGAP	WP_002557707.1	30S ribosomal protein S4 (rpsD)	0
417	NCBI_PGAP	WP_002557708.1	RpiB/LacA/LacB family sugar-phosphate isomerase	0
418	NCBI_PGAP	WP_160605538.1	DNA-formamidopyrimidine glycosylase (mutM)	0
420	NCBI_PGAP	WP_002557711.1	endonuclease/exonuclease/phosphatase family protein	0
421	NCBI_PGAP	WP_160605541.1	5'-3' exonuclease	0
422	NCBI_PGAP	WP_160605542.1	DNA polymerase III subunit alpha	0
423	NCBI_PGAP	WP_160605543.1	ribosome-binding factor A	0
424	NCBI_PGAP	WP_160581263.1	translation initiation factor IF-2 (infB)	0
425	NCBI_PGAP	WP_160605544.1	YlxR family protein	0
426	NCBI_PGAP	WP_002557715.1	transcription termination/antitermination protein NusA (nusA)	0
428	NCBI_PGAP	WP_160605545.1	pullulanase	0
429	NCBI_PGAP	WP_160593449.1	threonine--tRNA ligase (thrS)	0
430	NCBI_PGAP	WP_160581270.1	tryptophan--tRNA ligase (trpS)	0
431	NCBI_PGAP	WP_002557721.1	PTS transporter subunit EIIB	0
432	NCBI_PGAP	WP_160605546.1	DEAD/DEAH box helicase	0
433	NCBI_PGAP	WP_002557724.1	ribonuclease HIII	0
434	NCBI_PGAP	WP_002557725.1	YneF family protein	0
435	NCBI_PGAP	WP_160605547.1	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (gpmI)	0
436	NCBI_PGAP	WP_039387691.1	DNA-binding protein WhiA (whiA)	0
437	NCBI_PGAP	WP_039387693.1	MAG0110 family membrane protein	0
438	NCBI_PGAP	WP_002557729.1	inorganic diphosphatase	0
439	NCBI_PGAP	WP_160605548.1	BMP family ABC transporter substrate-binding protein	0
440	NCBI_PGAP	WP_002557731.1	ABC transporter ATP-binding protein	0
441	NCBI_PGAP	WP_160583916.1	ABC transporter permease	0
442	NCBI_PGAP	WP_160605549.1	ABC transporter permease	0
443	NCBI_PGAP	WP_002557734.1	thymidine kinase	0
444	NCBI_PGAP	WP_002557735.1	HPr family phosphocarrier protein	0
445	NCBI_PGAP	WP_160581282.1	PTS transporter subunit IIABC	0
446	NCBI_PGAP	WP_160605550.1	Ig-specific serine endopeptidase MIP (mip)	0
447	NCBI_PGAP	WP_258555133.1	putative immunoglobulin-blocking virulence protein	0
448	NCBI_PGAP	WP_160581114.1	BC85_0335 family putative methyltransferase	0
449	NCBI_PGAP	WP_160581112.1	transcription elongation factor GreA (greA)	0
450	NCBI_PGAP	WP_160605552.1	MATE family efflux transporter	0
453	NCBI_PGAP	WP_160605554.1	valine--tRNA ligase	0
456	NCBI_PGAP	WP_002557481.1	membrane protein insertase YidC (yidC)	0
457	NCBI_PGAP	WP_039387723.1	ribonuclease P protein component (rnpA)	0
458	NCBI_PGAP	WP_002557480.1	50S ribosomal protein L34 (rpmH)	0
459	NCBI_PGAP	WP_160605558.1	chromosomal replication initiator protein DnaA (dnaA)	0
460	NCBI_PGAP	WP_002557478.1	DNA polymerase III subunit beta	0
461	NCBI_PGAP	WP_002557477.1	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG (mnmG)	0
462	NCBI_PGAP	WP_002557476.1	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH	0
463	NCBI_PGAP	WP_039387473.1	DHH family phosphoesterase	0
464	NCBI_PGAP	WP_002557473.1	DHH family phosphoesterase	0
465	NCBI_PGAP	WP_002557472.1	type II toxin-antitoxin system antitoxin SocA domain-containing protein	0
466	NCBI_PGAP	WP_002557471.1	signal recognition particle-docking protein FtsY (ftsY)	0
467	NCBI_PGAP	WP_160605560.1	thioredoxin domain-containing protein	0
468	NCBI_PGAP	WP_160581091.1	heat-inducible transcriptional repressor HrcA	0
469	NCBI_PGAP	WP_160605562.1	nucleotide exchange factor GrpE (grpE)	0
470	NCBI_PGAP	WP_160605564.1	arginine--tRNA ligase (argS)	0
471	NCBI_PGAP	WP_160581087.1	DNA-directed RNA polymerase subunit delta (rpoE)	0
472	NCBI_PGAP	WP_002557465.1	class II fructose-1,6-bisphosphate aldolase (fba)	0
473	NCBI_PGAP	WP_002557464.1	pseudouridine synthase family protein	0
474	NCBI_PGAP	WP_002557874.1	S26 family signal peptidase	0
477	NCBI_PGAP	WP_002557876.1	amidase family protein	0
478	NCBI_PGAP	WP_160593344.1	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB (gatB)	0
483	NCBI_PGAP	WP_160583743.1	signal peptidase II	0
484	NCBI_PGAP	WP_160605570.1	isoleucine--tRNA ligase (ileS)	0
485	NCBI_PGAP	WP_160605572.1	DNA gyrase subunit A	0
486	NCBI_PGAP	WP_002557948.1	30S ribosomal protein S9 (rpsI)	0
487	NCBI_PGAP	WP_002557947.1	50S ribosomal protein L13 (rplM)	0
488	NCBI_PGAP	WP_002557946.1	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))- dimethyltransferase RsmA (rsmA)	0
489	NCBI_PGAP	WP_160605574.1	TatD family hydrolase	0
490	NCBI_PGAP	WP_039387713.1	ribose-phosphate pyrophosphokinase	0
491	NCBI_PGAP	WP_039387714.1	16S rRNA (guanine(527)-N(7))-methyltransferase RsmG (rsmG)	0
492	NCBI_PGAP	WP_220190796.1	SGNH/GDSL hydrolase family protein	0
493	NCBI_PGAP	WP_160583788.1	AAA family ATPase	0
494	NCBI_PGAP	WP_160605578.1	DEAD/DEAH box helicase family protein	0
495	NCBI_PGAP	WP_160605580.1	site-specific DNA-methyltransferase	0
496	NCBI_PGAP	WP_160583783.1	ATP-binding cassette domain-containing protein	0
497	NCBI_PGAP	WP_160583781.1	ATP-binding cassette domain-containing protein	0
500	NCBI_PGAP	WP_002557497.1	50S ribosomal protein L33 (rpmG)	0
501	NCBI_PGAP	WP_160605582.1	aminopeptidase P family protein	0
502	NCBI_PGAP	WP_160605584.1	LppA-related lipoprotein	0
503	NCBI_PGAP	WP_160605586.1	P110/LppT family adhesin N-terminal domain	0
504	NCBI_PGAP	WP_160605588.1	P97 family adhesin	0
505	NCBI_PGAP	WP_308705457.1	ATP-binding cassette domain-containing protein	0
506	NCBI_PGAP	WP_155897264.1	L-threonylcarbamoyladenylate synthase	0
507	NCBI_PGAP	WP_160603142.1	excinuclease ABC subunit UvrB (uvrB)	0
508	NCBI_PGAP	WP_160605591.1	leucine--tRNA ligase (leuS)	0
509	NCBI_PGAP	WP_039387710.1	DHH family phosphoesterase	0
510	NCBI_PGAP	WP_002557954.1	50S ribosomal protein L9 (rplI)	0
511	NCBI_PGAP	WP_160603144.1	replicative DNA helicase (dnaB)	0
512	NCBI_PGAP	WP_160581382.1	CNNM domain-containing protein	0
513	NCBI_PGAP	WP_160581384.1	YgjP-like metallopeptidase domain-containing protein	0
514	NCBI_PGAP	WP_160605593.1	class I tRNA ligase family protein	0
515	NCBI_PGAP	WP_002557959.1	23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB (rlmB)	0
516	NCBI_PGAP	WP_002557960.1	sigma-70 family RNA polymerase sigma factor	0
517	NCBI_PGAP	WP_002557961.1	50S ribosomal protein L33 (rpmG)	0
518	NCBI_PGAP	WP_081605287.1	preprotein translocase subunit SecE (secE)	0
519	NCBI_PGAP	WP_039387704.1	transcription termination/antitermination protein NusG (nusG)	0
520	NCBI_PGAP	WP_160605595.1	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD (tsaD)	0
521	NCBI_PGAP	WP_160605597.1	lysylphosphatidylglycerol synthase transmembrane domain-containing protein	0
522	NCBI_PGAP	WP_002557965.1	SMC-Scp complex subunit ScpB (scpB)	0
523	NCBI_PGAP	WP_002557966.1	segregation/condensation protein A	0
524	NCBI_PGAP	WP_002557967.1	lysophospholipid acyltransferase family protein	0
525	NCBI_PGAP	WP_160605599.1	5'-nucleotidase C-terminal domain-containing protein	0
526	NCBI_PGAP	WP_160605601.1	MIP family Ig-specific serine endopeptidase	0
527	NCBI_PGAP	WP_160605603.1	ATP-binding cassette domain-containing protein	0
528	NCBI_PGAP	WP_160605605.1	ABC transporter ATP-binding protein	0
529	NCBI_PGAP	WP_308705459.1	DpnII family type II restriction endonuclease	0
530	NCBI_PGAP	WP_160605607.1	Ig-specific serine endopeptidase MIP (mip)	0
531	NCBI_PGAP	WP_160605609.1	putative immunoglobulin-blocking virulence protein	0
532	NCBI_PGAP	WP_220190799.1	P97 family adhesin	0
533	NCBI_PGAP	WP_160581452.1	PTS sugar transporter subunit IIA	0
534	NCBI_PGAP	WP_002557451.1	PTS sugar transporter subunit IIB	0
535	NCBI_PGAP	WP_002557452.1	PTS ascorbate transporter subunit IIC	0
536	NCBI_PGAP	WP_160581449.1	phospho-furanose lactonase	0
537	NCBI_PGAP	WP_160605611.1	P68 family surface lipoprotein	0
538	NCBI_PGAP	WP_160605613.1	ABC transporter ATP-binding protein	0
539	NCBI_PGAP	WP_236681784.1	carbohydrate ABC transporter permease	0
540	NCBI_PGAP	WP_236681783.1	carbohydrate ABC transporter permease	0
541	NCBI_PGAP	WP_002557458.1	YigZ family protein	0
542	NCBI_PGAP	WP_160605615.1	ATP-binding cassette domain-containing protein	0
543	NCBI_PGAP	WP_160605617.1	thioredoxin family protein	0
544	NCBI_PGAP	WP_160605621.1	proline--tRNA ligase (proS)	0
545	NCBI_PGAP	WP_160605623.1	P110/LppT family adhesin N-terminal domain	0
546	NCBI_PGAP	WP_160605625.1	P97 family adhesin	0
548	NCBI_PGAP	WP_160605627.1	phenylalanine--tRNA ligase subunit beta	0
549	NCBI_PGAP	WP_160593526.1	50S ribosomal protein L32 (rpmF)	0
550	NCBI_PGAP	WP_002557566.1	tRNA pseudouridine(55) synthase TruB (truB)	0
551	NCBI_PGAP	WP_002557567.1	YcsE-related riboflavin metabolism phosphatase	0
552	NCBI_PGAP	WP_039387619.1	FAD synthase	0
553	NCBI_PGAP	WP_002557569.1	MurR/RpiR family transcriptional regulator	0
