gene_callers_id	source	accession	function	e_value
401	NCBI_PGAP	WP_160583955.1	transketolase	0
402	NCBI_PGAP	WP_160583957.1	elongation factor P (efp)	0
403	NCBI_PGAP	WP_160583959.1	protein translocase subunit SecDF (secDF)	0
404	NCBI_PGAP	WP_160583961.1	histidine--tRNA ligase (hisS)	0
405	NCBI_PGAP	WP_160581178.1	aspartate--tRNA ligase (aspS)	0
406	NCBI_PGAP	WP_039387777.1	30S ribosomal protein S20 (rpsT)	0
407	NCBI_PGAP	WP_160583963.1	Mbov_0399 family ICE element protein	0
408	NCBI_PGAP	WP_160581182.1	Mbov_0397 family ICE element conjugal transfer ATPase	0
409	NCBI_PGAP	WP_160583965.1	Mbov_0396 family ICE element transmembrane protein	0
411	NCBI_PGAP	WP_002557540.1	DNA-processing protein DprA	0
412	NCBI_PGAP	WP_160581187.1	phosphopyruvate hydratase (eno)	0
413	NCBI_PGAP	WP_002557542.1	serine--tRNA ligase (serS)	0
414	NCBI_PGAP	WP_002557543.1	DJ-1/PfpI family protein	0
415	NCBI_PGAP	WP_160581189.1	alpha/beta fold hydrolase	0
416	NCBI_PGAP	WP_160581190.1	lipoate--protein ligase	0
418	NCBI_PGAP	WP_160583969.1	DNA polymerase III subunit gamma/tau (dnaX)	0
419	NCBI_PGAP	WP_039387613.1	YbaB/EbfC family nucleoid-associated protein	0
420	NCBI_PGAP	WP_160583971.1	recombination protein RecR	0
421	NCBI_PGAP	WP_002557549.1	dTMP kinase (tmk)	0
422	NCBI_PGAP	WP_002557550.1	DNA polymerase III delta subunit	0
423	NCBI_PGAP	WP_002557551.1	16S rRNA (cytidine(1402)-2'-O)-methyltransferase (rsmI)	0
424	NCBI_PGAP	WP_081605280.1	hypoxanthine phosphoribosyltransferase (hpt)	0
425	NCBI_PGAP	WP_160581199.1	energy-coupling factor transporter ATPase	0
426	NCBI_PGAP	WP_002557554.1	ATP-binding cassette domain-containing protein	0
427	NCBI_PGAP	WP_160581203.1	energy-coupling factor transporter transmembrane protein EcfT	0
428	NCBI_PGAP	WP_160603196.1	NAD-dependent DNA ligase LigA (ligA)	0
429	NCBI_PGAP	WP_160581207.1	nucleotidyltransferase	0
430	NCBI_PGAP	WP_160603198.1	cation-translocating P-type ATPase	0
431	NCBI_PGAP	WP_160593532.1	SsrA-binding protein SmpB (smpB)	0
432	NCBI_PGAP	WP_334199004.1	thermonuclease family protein	0
433	NCBI_PGAP	WP_160603200.1	P110/LppT family adhesin N-terminal domain	0
434	NCBI_PGAP	WP_160603202.1	P97 family adhesin	0
436	NCBI_PGAP	WP_160603204.1	phenylalanine--tRNA ligase subunit beta	0
437	NCBI_PGAP	WP_002557565.1	50S ribosomal protein L32 (rpmF)	0
438	NCBI_PGAP	WP_002557566.1	tRNA pseudouridine(55) synthase TruB (truB)	0
439	NCBI_PGAP	WP_002557567.1	YcsE-related riboflavin metabolism phosphatase	0
440	NCBI_PGAP	WP_160603206.1	FAD synthase	0
441	NCBI_PGAP	WP_160584038.1	MurR/RpiR family transcriptional regulator	0
442	NCBI_PGAP	WP_002557698.1	S1C family serine protease	0
443	NCBI_PGAP	WP_308705390.1	FAD-dependent oxidoreductase	0
444	NCBI_PGAP	WP_308705392.1	FAD-dependent oxidoreductase	0
445	NCBI_PGAP	WP_258554042.1	FAD-dependent oxidoreductase	0
446	NCBI_PGAP	WP_160603208.1	amidohydrolase family protein	0
447	NCBI_PGAP	WP_160603210.1	class II fructose-bisphosphate aldolase	0
448	NCBI_PGAP	WP_160583899.1	PTS transporter subunit EIIC	0
449	NCBI_PGAP	WP_160581256.1	glucosamine-6-phosphate deaminase	0
450	NCBI_PGAP	WP_160583901.1	30S ribosomal protein S4 (rpsD)	0
451	NCBI_PGAP	WP_002557708.1	RpiB/LacA/LacB family sugar-phosphate isomerase	0
452	NCBI_PGAP	WP_160583903.1	DNA-formamidopyrimidine glycosylase (mutM)	0
454	NCBI_PGAP	WP_160583905.1	endonuclease/exonuclease/phosphatase family protein	0
455	NCBI_PGAP	WP_002557712.1	5'-3' exonuclease	0
456	NCBI_PGAP	WP_160583907.1	DNA polymerase III subunit alpha	0
457	NCBI_PGAP	WP_039387681.1	ribosome-binding factor A	0
458	NCBI_PGAP	WP_160581263.1	translation initiation factor IF-2 (infB)	0
459	NCBI_PGAP	WP_039387683.1	YlxR family protein	0
460	NCBI_PGAP	WP_160581265.1	transcription termination/antitermination protein NusA (nusA)	0
462	NCBI_PGAP	WP_160583910.1	pullulanase	0
463	NCBI_PGAP	WP_160593449.1	threonine--tRNA ligase (thrS)	0
464	NCBI_PGAP	WP_160581270.1	tryptophan--tRNA ligase (trpS)	0
465	NCBI_PGAP	WP_002557721.1	PTS transporter subunit EIIB	0
466	NCBI_PGAP	WP_039387689.1	ATP-binding protein	0
467	NCBI_PGAP	WP_160581274.1	ribonuclease HIII	0
468	NCBI_PGAP	WP_002557725.1	YneF family protein	0
469	NCBI_PGAP	WP_002557726.1	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (gpmI)	0
471	NCBI_PGAP	WP_039387691.1	DNA-binding protein WhiA (whiA)	0
472	NCBI_PGAP	WP_160603212.1	MAG0110 family membrane protein	0
473	NCBI_PGAP	WP_160603214.1	inorganic diphosphatase	0
474	NCBI_PGAP	WP_160603216.1	BMP family ABC transporter substrate-binding protein	0
475	NCBI_PGAP	WP_002557731.1	ABC transporter ATP-binding protein	0
476	NCBI_PGAP	WP_160603218.1	ABC transporter permease	0
477	NCBI_PGAP	WP_002557733.1	ABC transporter permease	0
478	NCBI_PGAP	WP_002557734.1	thymidine kinase	0
479	NCBI_PGAP	WP_002557735.1	HPr family phosphocarrier protein	0
480	NCBI_PGAP	WP_160581282.1	PTS transporter subunit IIABC	0
481	NCBI_PGAP	WP_160603220.1	Ig-specific serine endopeptidase MIP (mip)	0
482	NCBI_PGAP	WP_160603222.1	putative immunoglobulin-blocking virulence protein	0
484	NCBI_PGAP	WP_160603309.1	FAD-dependent oxidoreductase	0
485	NCBI_PGAP	WP_160583979.1	MAGa7180 family putative nuclease	0
486	NCBI_PGAP	WP_160593482.1	chromate transporter	0
487	NCBI_PGAP	WP_308507115.1	chromate transporter	0
488	NCBI_PGAP	WP_160583983.1	RNA methyltransferase	0
489	NCBI_PGAP	WP_039387638.1	tRNA (cytidine(34)-2'-O)-methyltransferase	0
491	NCBI_PGAP	WP_160581307.1	glutamate--tRNA ligase (gltX)	0
492	NCBI_PGAP	WP_002557785.1	peptide chain release factor N(5)-glutamine methyltransferase	0
493	NCBI_PGAP	WP_160583985.1	peptide chain release factor 1 (prfA)	0
494	NCBI_PGAP	WP_308704658.1	DUF31 family putative serine protease	0
495	NCBI_PGAP	WP_002557783.1	L-lactate dehydrogenase	0
496	NCBI_PGAP	WP_002557782.1	hexose phosphate transporter	0
497	NCBI_PGAP	WP_002557781.1	YitT family protein	0
498	NCBI_PGAP	WP_002557780.1	alpha/beta fold hydrolase	0
499	NCBI_PGAP	WP_002557779.1	50S ribosomal protein L27 (rpmA)	0
500	NCBI_PGAP	WP_002557778.1	50S ribosomal protein L21 (rplU)	0
501	NCBI_PGAP	WP_039387785.1	uracil-DNA glycosylase	0
502	NCBI_PGAP	WP_002557776.1	M20/M25/M40 family metallo-hydrolase	0
504	NCBI_PGAP	WP_160581303.1	leucine-rich repeat domain-containing protein	0
505	NCBI_PGAP	WP_002557773.1	pyruvate kinase (pyk)	0
506	NCBI_PGAP	WP_160603224.1	translation initiation factor IF-3 (infC)	0
507	NCBI_PGAP	WP_039387628.1	50S ribosomal protein L35 (rpmI)	0
508	NCBI_PGAP	WP_002557769.1	50S ribosomal protein L20 (rplT)	0
509	NCBI_PGAP	WP_002557768.1	50S ribosomal protein L28 (rpmB)	0
510	NCBI_PGAP	WP_160593475.1	class 1b ribonucleoside-diphosphate reductase subunit alpha (nrdE)	0
511	NCBI_PGAP	WP_002557766.1	class Ib ribonucleoside-diphosphate reductase assembly flavoprotein NrdI (nrdI)	0
512	NCBI_PGAP	WP_334296058.1	class 1b ribonucleoside-diphosphate reductase subunit beta (nrdF)	0
514	NCBI_PGAP	WP_160603226.1	serine hydroxymethyltransferase (glyA)	0
515	NCBI_PGAP	WP_160603228.1	asparagine--tRNA ligase (asnS)	0
517	NCBI_PGAP	WP_220190045.1	ATP-dependent helicase	0
519	NCBI_PGAP	WP_039387782.1	Holliday junction branch migration protein RuvA (ruvA)	0
520	NCBI_PGAP	WP_002557757.1	Holliday junction branch migration DNA helicase RuvB (ruvB)	0
521	NCBI_PGAP	WP_160583993.1	DUF2779 domain-containing protein	0
523	NCBI_PGAP	WP_160603230.1	30S ribosomal protein S16 (rpsP)	0
524	NCBI_PGAP	WP_002557754.1	tRNA (guanosine(37)-N1)-methyltransferase TrmD (trmD)	0
525	NCBI_PGAP	WP_002557753.1	50S ribosomal protein L19 (rplS)	0
526	NCBI_PGAP	WP_160603232.1	type I DNA topoisomerase (topA)	0
527	NCBI_PGAP	WP_002557751.1	MHJ_0274 family protein	0
528	NCBI_PGAP	WP_160603234.1	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (pgsA)	0
529	NCBI_PGAP	WP_002557749.1	CTP synthase	0
531	NCBI_PGAP	WP_160603240.1	HinT-interacting membrane complex protein P80	0
532	NCBI_PGAP	WP_160593513.1	HAD-IIB family hydrolase	0
533	NCBI_PGAP	WP_160584011.1	DnaD domain protein	0
535	NCBI_PGAP	WP_231237866.1	Rho termination factor N-terminal domain-containing protein	0
536	NCBI_PGAP	WP_002557677.1	30S ribosomal protein S6 (rpsF)	0
537	NCBI_PGAP	WP_160584009.1	single-stranded DNA-binding protein	0
538	NCBI_PGAP	WP_039387554.1	30S ribosomal protein S18 (rpsR)	0
539	NCBI_PGAP	WP_160603242.1	redox-regulated ATPase YchF (ychF)	0
540	NCBI_PGAP	WP_002557673.1	TIGR00282 family metallophosphoesterase	0
541	NCBI_PGAP	WP_160581408.1	methionine adenosyltransferase (metK)	0
542	NCBI_PGAP	WP_160581406.1	ABC transporter ATP-binding protein	0
543	NCBI_PGAP	WP_160603244.1	ABC transporter permease	0
544	NCBI_PGAP	WP_308705394.1	aminoacyl--tRNA ligase-related protein	0
545	NCBI_PGAP	WP_258554049.1	His/Gly/Thr/Pro-type tRNA ligase C-terminal domain-containing protein	0
546	NCBI_PGAP	WP_002557461.1	thioredoxin family protein	0
547	NCBI_PGAP	WP_160603246.1	ATP-binding cassette domain-containing protein	0
548	NCBI_PGAP	WP_002557458.1	YigZ family protein	0
549	NCBI_PGAP	WP_236681783.1	carbohydrate ABC transporter permease	0
550	NCBI_PGAP	WP_236681784.1	carbohydrate ABC transporter permease	0
551	NCBI_PGAP	WP_160603248.1	ABC transporter ATP-binding protein	0
552	NCBI_PGAP	WP_160584021.1	P68 family surface lipoprotein	0
553	NCBI_PGAP	WP_002557453.1	phospho-furanose lactonase	0
554	NCBI_PGAP	WP_002557452.1	PTS ascorbate transporter subunit IIC	0
555	NCBI_PGAP	WP_002557451.1	PTS sugar transporter subunit IIB	0
556	NCBI_PGAP	WP_160581452.1	PTS sugar transporter subunit IIA	0
557	NCBI_PGAP	WP_220190419.1	P97 family adhesin	0
558	NCBI_PGAP	WP_160603250.1	type III restriction endonuclease subunit M	0
559	NCBI_PGAP	WP_308705396.1	site-specific DNA-methyltransferase	0
560	NCBI_PGAP	WP_160603252.1	DEAD/DEAH box helicase	0
565	NCBI_PGAP	WP_160603254.1	S8 family serine peptidase	0
