gene_callers_id	source	accession	function	e_value
431	NCBI_PGAP	WP_002557735.1	HPr family phosphocarrier protein	0
432	NCBI_PGAP	WP_160581282.1	PTS transporter subunit IIABC	0
433	NCBI_PGAP	WP_160581284.1	Ig-specific serine endopeptidase MIP (mip)	0
434	NCBI_PGAP	WP_160581286.1	putative immunoglobulin-blocking virulence protein	0
436	NCBI_PGAP	WP_160581290.1	CTP synthase	0
437	NCBI_PGAP	WP_160581292.1	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (pgsA)	0
438	NCBI_PGAP	WP_002557751.1	MHJ_0274 family protein	0
439	NCBI_PGAP	WP_002557752.1	type I DNA topoisomerase (topA)	0
440	NCBI_PGAP	WP_002557753.1	50S ribosomal protein L19 (rplS)	0
441	NCBI_PGAP	WP_002557754.1	tRNA (guanosine(37)-N1)-methyltransferase TrmD (trmD)	0
442	NCBI_PGAP	WP_002557755.1	30S ribosomal protein S16 (rpsP)	0
444	NCBI_PGAP	WP_160581293.1	DUF2779 domain-containing protein	0
445	NCBI_PGAP	WP_002557757.1	Holliday junction branch migration DNA helicase RuvB (ruvB)	0
446	NCBI_PGAP	WP_039387782.1	Holliday junction branch migration protein RuvA (ruvA)	0
448	NCBI_PGAP	WP_002557760.1	ATP-dependent helicase	0
449	NCBI_PGAP	WP_002557761.1	RDD family protein	0
450	NCBI_PGAP	WP_160581297.1	asparagine--tRNA ligase (asnS)	0
451	NCBI_PGAP	WP_160581299.1	serine hydroxymethyltransferase (glyA)	0
453	NCBI_PGAP	WP_002557765.1	class 1b ribonucleoside-diphosphate reductase subunit beta (nrdF)	0
454	NCBI_PGAP	WP_002557766.1	class Ib ribonucleoside-diphosphate reductase assembly flavoprotein NrdI (nrdI)	0
455	NCBI_PGAP	WP_160581301.1	class 1b ribonucleoside-diphosphate reductase subunit alpha (nrdE)	0
456	NCBI_PGAP	WP_002557768.1	50S ribosomal protein L28 (rpmB)	0
457	NCBI_PGAP	WP_002557769.1	50S ribosomal protein L20 (rplT)	0
458	NCBI_PGAP	WP_039387628.1	50S ribosomal protein L35 (rpmI)	0
459	NCBI_PGAP	WP_039387630.1	translation initiation factor IF-3 (infC)	0
460	NCBI_PGAP	WP_002557773.1	pyruvate kinase (pyk)	0
461	NCBI_PGAP	WP_160581303.1	leucine-rich repeat domain-containing protein	0
463	NCBI_PGAP	WP_002557776.1	M20/M25/M40 family metallo-hydrolase	0
464	NCBI_PGAP	WP_039387785.1	uracil-DNA glycosylase	0
465	NCBI_PGAP	WP_002557778.1	50S ribosomal protein L21 (rplU)	0
466	NCBI_PGAP	WP_002557779.1	50S ribosomal protein L27 (rpmA)	0
467	NCBI_PGAP	WP_220200575.1	alpha/beta fold hydrolase	0
468	NCBI_PGAP	WP_002557781.1	YitT family protein	0
469	NCBI_PGAP	WP_160581305.1	hexose phosphate transporter	0
470	NCBI_PGAP	WP_002557783.1	L-lactate dehydrogenase	0
471	NCBI_PGAP	WP_308704658.1	DUF31 family putative serine protease	0
472	NCBI_PGAP	WP_002557784.1	peptide chain release factor 1 (prfA)	0
473	NCBI_PGAP	WP_002557785.1	peptide chain release factor N(5)-glutamine methyltransferase	0
474	NCBI_PGAP	WP_160581307.1	glutamate--tRNA ligase (gltX)	0
476	NCBI_PGAP	WP_160581309.1	tRNA (cytidine(34)-2'-O)-methyltransferase	0
477	NCBI_PGAP	WP_308704659.1	RNA methyltransferase	0
478	NCBI_PGAP	WP_308704660.1	chromate transporter	0
479	NCBI_PGAP	WP_002557791.1	chromate transporter	0
480	NCBI_PGAP	WP_160581315.1	MAGa7180 family putative nuclease	0
481	NCBI_PGAP	WP_002557850.1	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE (mnmE)	0
482	NCBI_PGAP	WP_002557849.1	HAD family hydrolase	0
483	NCBI_PGAP	WP_160581322.1	lysine--tRNA ligase (lysS)	0
484	NCBI_PGAP	WP_160581324.1	ATP-dependent zinc metalloprotease FtsH (ftsH)	0
485	NCBI_PGAP	WP_160581326.1	tRNA lysidine(34) synthetase TilS (tilS)	0
486	NCBI_PGAP	WP_002557845.1	aminoacyl-tRNA hydrolase (pth)	0
487	NCBI_PGAP	WP_039387658.1	Holliday junction resolvase RuvX (ruvX)	0
488	NCBI_PGAP	WP_160581328.1	alanine--tRNA ligase (alaS)	0
489	NCBI_PGAP	WP_160581330.1	16S rRNA (uracil(1498)-N(3))-methyltransferase	0
491	NCBI_PGAP	WP_002557840.1	30S ribosomal protein S10 (rpsJ)	0
492	NCBI_PGAP	WP_002557839.1	50S ribosomal protein L3 (rplC)	0
493	NCBI_PGAP	WP_160581334.1	50S ribosomal protein L4 (rplD)	0
494	NCBI_PGAP	WP_002557837.1	50S ribosomal protein L23 (rplW)	0
495	NCBI_PGAP	WP_160581335.1	50S ribosomal protein L2 (rplB)	0
496	NCBI_PGAP	WP_002557835.1	30S ribosomal protein S19 (rpsS)	0
497	NCBI_PGAP	WP_002557834.1	50S ribosomal protein L22 (rplV)	0
498	NCBI_PGAP	WP_002557833.1	30S ribosomal protein S3 (rpsC)	0
499	NCBI_PGAP	WP_002557832.1	50S ribosomal protein L16 (rplP)	0
500	NCBI_PGAP	WP_002557831.1	50S ribosomal protein L29 (rpmC)	0
501	NCBI_PGAP	WP_051054304.1	30S ribosomal protein S17 (rpsQ)	0
502	NCBI_PGAP	WP_002557829.1	50S ribosomal protein L14 (rplN)	0
503	NCBI_PGAP	WP_160581337.1	50S ribosomal protein L24 (rplX)	0
504	NCBI_PGAP	WP_002557827.1	50S ribosomal protein L5 (rplE)	0
505	NCBI_PGAP	WP_002557826.1	type Z 30S ribosomal protein S14	0
506	NCBI_PGAP	WP_002557825.1	30S ribosomal protein S8 (rpsH)	0
507	NCBI_PGAP	WP_002557824.1	50S ribosomal protein L6 (rplF)	0
508	NCBI_PGAP	WP_002557823.1	50S ribosomal protein L18 (rplR)	0
509	NCBI_PGAP	WP_160581339.1	30S ribosomal protein S5 (rpsE)	0
510	NCBI_PGAP	WP_002557821.1	50S ribosomal protein L15 (rplO)	0
511	NCBI_PGAP	WP_160581341.1	preprotein translocase subunit SecY (secY)	0
512	NCBI_PGAP	WP_160581343.1	adenylate kinase family protein	0
513	NCBI_PGAP	WP_002557818.1	type I methionyl aminopeptidase (map)	0
514	NCBI_PGAP	WP_002557817.1	translation initiation factor IF-1 (infA)	0
515	NCBI_PGAP	WP_002557816.1	50S ribosomal protein L36 (rpmJ)	0
516	NCBI_PGAP	WP_002557815.1	30S ribosomal protein S13 (rpsM)	0
517	NCBI_PGAP	WP_002557814.1	30S ribosomal protein S11 (rpsK)	0
518	NCBI_PGAP	WP_002557813.1	DNA-directed RNA polymerase subunit alpha	0
519	NCBI_PGAP	WP_160581345.1	50S ribosomal protein L17 (rplQ)	0
520	NCBI_PGAP	WP_160581347.1	pseudouridine synthase	0
521	NCBI_PGAP	WP_039387651.1	iron-sulfur cluster assembly scaffold protein	0
522	NCBI_PGAP	WP_160581348.1	aminotransferase class V-fold PLP-dependent enzyme	0
523	NCBI_PGAP	WP_160581350.1	TlyA family RNA methyltransferase	0
525	NCBI_PGAP	WP_308704661.1	transcription antitermination protein NusB	0
526	NCBI_PGAP	WP_002557806.1	phosphopentomutase	0
527	NCBI_PGAP	WP_039387645.1	Mbov_0121 family peptidase domain-containing ABC transporter	0
528	NCBI_PGAP	WP_220200580.1	MAG1140 family protein	0
529	NCBI_PGAP	WP_002557803.1	rRNA maturation RNase YbeY (ybeY)	0
530	NCBI_PGAP	WP_002557802.1	cytidine deaminase (cdd)	0
531	NCBI_PGAP	WP_160581354.1	GTPase Era (era)	0
532	NCBI_PGAP	WP_258555790.1	recombination protein O N-terminal domain-containing protein	0
533	NCBI_PGAP	WP_002557799.1	16S rRNA (guanine(966)-N(2))-methyltransferase RsmD (rsmD)	0
534	NCBI_PGAP	WP_002557798.1	guanylate kinase (gmk)	0
535	NCBI_PGAP	WP_160581357.1	ribosome small subunit-dependent GTPase A (rsgA)	0
536	NCBI_PGAP	WP_002557796.1	ribulose-phosphate 3-epimerase	0
538	NCBI_PGAP	WP_160581359.1	trigger factor (tig)	0
539	NCBI_PGAP	WP_160581361.1	Hsp33 family molecular chaperone HslO	0
540	NCBI_PGAP	WP_220200585.1	SGNH/GDSL hydrolase family protein	0
541	NCBI_PGAP	WP_160581369.1	16S rRNA (guanine(527)-N(7))-methyltransferase RsmG (rsmG)	0
542	NCBI_PGAP	WP_039387713.1	ribose-phosphate pyrophosphokinase	0
543	NCBI_PGAP	WP_160581371.1	TatD family hydrolase	0
544	NCBI_PGAP	WP_002557946.1	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))- dimethyltransferase RsmA (rsmA)	0
545	NCBI_PGAP	WP_002557947.1	50S ribosomal protein L13 (rplM)	0
546	NCBI_PGAP	WP_002557948.1	30S ribosomal protein S9 (rpsI)	0
547	NCBI_PGAP	WP_155897264.1	L-threonylcarbamoyladenylate synthase	0
548	NCBI_PGAP	WP_160581373.1	excinuclease ABC subunit UvrB (uvrB)	0
549	NCBI_PGAP	WP_160581375.1	leucine--tRNA ligase (leuS)	0
550	NCBI_PGAP	WP_160581377.1	DHH family phosphoesterase	0
551	NCBI_PGAP	WP_002557954.1	50S ribosomal protein L9 (rplI)	0
552	NCBI_PGAP	WP_160581379.1	replicative DNA helicase (dnaB)	0
553	NCBI_PGAP	WP_160581382.1	CNNM domain-containing protein	0
554	NCBI_PGAP	WP_160581384.1	YgjP-like metallopeptidase domain-containing protein	0
555	NCBI_PGAP	WP_039387707.1	class I tRNA ligase family protein	0
556	NCBI_PGAP	WP_002557959.1	23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB (rlmB)	0
557	NCBI_PGAP	WP_002557960.1	sigma-70 family RNA polymerase sigma factor	0
558	NCBI_PGAP	WP_002557961.1	50S ribosomal protein L33 (rpmG)	0
559	NCBI_PGAP	WP_081605287.1	preprotein translocase subunit SecE (secE)	0
560	NCBI_PGAP	WP_039387704.1	transcription termination/antitermination protein NusG (nusG)	0
561	NCBI_PGAP	WP_160581386.1	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD (tsaD)	0
562	NCBI_PGAP	WP_160581388.1	lysylphosphatidylglycerol synthase transmembrane domain-containing protein	0
563	NCBI_PGAP	WP_002557965.1	SMC-Scp complex subunit ScpB (scpB)	0
564	NCBI_PGAP	WP_160581390.1	segregation/condensation protein A	0
565	NCBI_PGAP	WP_002557967.1	lysophospholipid acyltransferase family protein	0
566	NCBI_PGAP	WP_160581392.1	5'-nucleotidase C-terminal domain-containing protein	0
567	NCBI_PGAP	WP_160581394.1	MIP family Ig-specific serine endopeptidase	0
568	NCBI_PGAP	WP_160581395.1	ATP-binding cassette domain-containing protein	0
569	NCBI_PGAP	WP_160581397.1	ABC transporter ATP-binding protein	0
570	NCBI_PGAP	WP_308704662.1	DpnII family type II restriction endonuclease	0
571	NCBI_PGAP	WP_160581399.1	Ig-specific serine endopeptidase MIP (mip)	0
572	NCBI_PGAP	WP_160581401.1	putative immunoglobulin-blocking virulence protein	0
573	NCBI_PGAP	WP_160581404.1	ABC transporter permease	0
574	NCBI_PGAP	WP_160581406.1	ABC transporter ATP-binding protein	0
575	NCBI_PGAP	WP_160581408.1	methionine adenosyltransferase (metK)	0
576	NCBI_PGAP	WP_002557673.1	TIGR00282 family metallophosphoesterase	0
577	NCBI_PGAP	WP_160581410.1	redox-regulated ATPase YchF (ychF)	0
578	NCBI_PGAP	WP_039387554.1	30S ribosomal protein S18 (rpsR)	0
579	NCBI_PGAP	WP_160581412.1	single-stranded DNA-binding protein	0
580	NCBI_PGAP	WP_160581414.1	30S ribosomal protein S6 (rpsF)	0
581	NCBI_PGAP	WP_231237866.1	Rho termination factor N-terminal domain-containing protein	0
583	NCBI_PGAP	WP_160581417.1	DnaD domain protein	0
584	NCBI_PGAP	WP_160581419.1	HAD-IIB family hydrolase	0
585	NCBI_PGAP	WP_160581421.1	HinT-interacting membrane complex protein P80	0
