gene_callers_id	source	accession	function	e_value
407	NCBI_PGAP	WP_002557812.1	50S ribosomal protein L17 (rplQ)	0
408	NCBI_PGAP	WP_002557813.1	DNA-directed RNA polymerase subunit alpha	0
409	NCBI_PGAP	WP_002557814.1	30S ribosomal protein S11 (rpsK)	0
410	NCBI_PGAP	WP_002557815.1	30S ribosomal protein S13 (rpsM)	0
411	NCBI_PGAP	WP_002557816.1	50S ribosomal protein L36 (rpmJ)	0
412	NCBI_PGAP	WP_002557817.1	translation initiation factor IF-1 (infA)	0
413	NCBI_PGAP	WP_002557818.1	type I methionyl aminopeptidase (map)	0
414	NCBI_PGAP	WP_002557819.1	nucleoside monophosphate kinase	0
415	NCBI_PGAP	WP_002557820.1	preprotein translocase subunit SecY (secY)	0
416	NCBI_PGAP	WP_002557821.1	50S ribosomal protein L15 (rplO)	0
417	NCBI_PGAP	WP_002557822.1	30S ribosomal protein S5 (rpsE)	0
418	NCBI_PGAP	WP_002557823.1	50S ribosomal protein L18 (rplR)	0
419	NCBI_PGAP	WP_002557824.1	50S ribosomal protein L6 (rplF)	0
420	NCBI_PGAP	WP_002557825.1	30S ribosomal protein S8 (rpsH)	0
421	NCBI_PGAP	WP_002557826.1	type Z 30S ribosomal protein S14	0
422	NCBI_PGAP	WP_002557827.1	50S ribosomal protein L5 (rplE)	0
423	NCBI_PGAP	WP_002557828.1	50S ribosomal protein L24 (rplX)	0
424	NCBI_PGAP	WP_002557829.1	50S ribosomal protein L14 (rplN)	0
425	NCBI_PGAP	WP_051054304.1	30S ribosomal protein S17 (rpsQ)	0
426	NCBI_PGAP	WP_002557831.1	50S ribosomal protein L29 (rpmC)	0
427	NCBI_PGAP	WP_002557832.1	50S ribosomal protein L16 (rplP)	0
428	NCBI_PGAP	WP_002557833.1	30S ribosomal protein S3 (rpsC)	0
429	NCBI_PGAP	WP_002557834.1	50S ribosomal protein L22 (rplV)	0
430	NCBI_PGAP	WP_002557835.1	30S ribosomal protein S19 (rpsS)	0
431	NCBI_PGAP	WP_002557836.1	50S ribosomal protein L2 (rplB)	0
432	NCBI_PGAP	WP_002557837.1	50S ribosomal protein L23 (rplW)	0
433	NCBI_PGAP	WP_002557838.1	50S ribosomal protein L4 (rplD)	0
434	NCBI_PGAP	WP_002557839.1	50S ribosomal protein L3 (rplC)	0
435	NCBI_PGAP	WP_002557840.1	30S ribosomal protein S10 (rpsJ)	0
437	NCBI_PGAP	WP_002557842.1	16S rRNA (uracil(1498)-N(3))-methyltransferase	0
438	NCBI_PGAP	WP_002557843.1	alanine--tRNA ligase (alaS)	0
439	NCBI_PGAP	WP_039387658.1	Holliday junction resolvase RuvX (ruvX)	0
440	NCBI_PGAP	WP_002557845.1	aminoacyl-tRNA hydrolase (pth)	0
441	NCBI_PGAP	WP_002557846.1	tRNA lysidine(34) synthetase TilS (tilS)	0
442	NCBI_PGAP	WP_002557847.1	ATP-dependent zinc metalloprotease FtsH (ftsH)	0
443	NCBI_PGAP	WP_002557848.1	lysine--tRNA ligase (lysS)	0
444	NCBI_PGAP	WP_002557849.1	HAD family hydrolase	0
445	NCBI_PGAP	WP_002557850.1	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE (mnmE)	0
446	NCBI_PGAP	WP_002557851.1	ABC-F family ATP-binding cassette domain-containing protein	0
447	NCBI_PGAP	WP_002557852.1	fructose-specific PTS transporter subunit EIIC	0
452	NCBI_PGAP	WP_002557856.1	ABC transporter permease	0
453	NCBI_PGAP	WP_002557857.1	ABC transporter permease	0
454	NCBI_PGAP	WP_039387661.1	ABC transporter ATP-binding protein	0
455	NCBI_PGAP	WP_002557860.1	ABC transporter ATP-binding protein	0
456	NCBI_PGAP	WP_002557861.1	PDxFFG protein	0
458	NCBI_PGAP	WP_002557863.1	PTS sugar transporter subunit IIA	0
459	NCBI_PGAP	WP_002557864.1	mannitol-1-phosphate 5-dehydrogenase	0
460	NCBI_PGAP	WP_002557865.1	PTS mannitol transporter subunit IICB	0
461	NCBI_PGAP	WP_002557866.1	MurR/RpiR family transcriptional regulator	0
462	NCBI_PGAP	WP_002557867.1	PTS ascorbate transporter subunit IIC	0
463	NCBI_PGAP	WP_002557868.1	PTS sugar transporter subunit IIB	0
464	NCBI_PGAP	WP_039387665.1	PTS sugar transporter subunit IIA	0
468	NCBI_PGAP	WP_236681776.1	ribulose phosphate epimerase	0
475	NCBI_PGAP	WP_002557698.1	S1C family serine protease	0
478	NCBI_PGAP	WP_002557700.1	AAA family ATPase	0
479	NCBI_PGAP	WP_318023899.1	FAD-dependent oxidoreductase	0
480	NCBI_PGAP	WP_002557702.1	FAD-dependent oxidoreductase	0
481	NCBI_PGAP	WP_002557703.1	amidohydrolase family protein	0
482	NCBI_PGAP	WP_002557704.1	class II fructose-bisphosphate aldolase	0
483	NCBI_PGAP	WP_002557705.1	PTS transporter subunit EIIC	0
484	NCBI_PGAP	WP_002557706.1	glucosamine-6-phosphate deaminase	0
485	NCBI_PGAP	WP_002557707.1	30S ribosomal protein S4 (rpsD)	0
486	NCBI_PGAP	WP_002557708.1	RpiB/LacA/LacB family sugar-phosphate isomerase	0
487	NCBI_PGAP	WP_002557709.1	DNA-formamidopyrimidine glycosylase (mutM)	0
489	NCBI_PGAP	WP_231237872.1	endonuclease/exonuclease/phosphatase family protein	0
490	NCBI_PGAP	WP_002557712.1	5'-3' exonuclease	0
491	NCBI_PGAP	WP_002557713.1	DNA polymerase III subunit alpha	0
492	NCBI_PGAP	WP_039387681.1	ribosome-binding factor A	0
493	NCBI_PGAP	WP_002557714.1	translation initiation factor IF-2 (infB)	0
494	NCBI_PGAP	WP_039387683.1	YlxR family protein	0
495	NCBI_PGAP	WP_002557715.1	transcription termination/antitermination protein NusA (nusA)	0
497	NCBI_PGAP	WP_002557717.1	pullulanase	0
498	NCBI_PGAP	WP_002557719.1	threonine--tRNA ligase (thrS)	0
499	NCBI_PGAP	WP_039387687.1	tryptophan--tRNA ligase (trpS)	0
500	NCBI_PGAP	WP_002557721.1	PTS transporter subunit EIIB	0
501	NCBI_PGAP	WP_039387689.1	ATP-binding protein	0
502	NCBI_PGAP	WP_002557724.1	ribonuclease HIII	0
503	NCBI_PGAP	WP_002557725.1	YneF family protein	0
504	NCBI_PGAP	WP_002557726.1	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (gpmI)	0
507	NCBI_PGAP	WP_039387691.1	DNA-binding protein WhiA (whiA)	0
508	NCBI_PGAP	WP_039387693.1	MAG0110 family membrane protein	0
509	NCBI_PGAP	WP_002557729.1	inorganic diphosphatase	0
510	NCBI_PGAP	WP_039387695.1	BMP family ABC transporter substrate-binding protein	0
511	NCBI_PGAP	WP_002557731.1	ABC transporter ATP-binding protein	0
512	NCBI_PGAP	WP_039387697.1	ABC transporter permease	0
513	NCBI_PGAP	WP_002557733.1	ABC transporter permease	0
514	NCBI_PGAP	WP_002557734.1	thymidine kinase	0
515	NCBI_PGAP	WP_002557735.1	HPr family phosphocarrier protein	0
516	NCBI_PGAP	WP_002557736.1	PTS transporter subunit IIABC	0
517	NCBI_PGAP	WP_002557737.1	Ig-specific serine endopeptidase MIP (mip)	0
518	NCBI_PGAP	WP_002557738.1	putative immunoglobulin-blocking virulence protein	0
519	NCBI_PGAP	WP_002557739.1	50S ribosomal protein L10 (rplJ)	0
520	NCBI_PGAP	WP_002557740.1	50S ribosomal protein L7/L12 (rplL)	0
521	NCBI_PGAP	WP_002557741.1	DNA-directed RNA polymerase subunit beta	0
522	NCBI_PGAP	WP_002557742.1	DNA-directed RNA polymerase subunit beta'	0
523	NCBI_PGAP	WP_002557743.1	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE	0
524	NCBI_PGAP	WP_002557744.1	putative immunoglobulin-blocking virulence protein	0
525	NCBI_PGAP	WP_039387700.1	Ig-specific serine endopeptidase MIP (mip)	0
527	NCBI_PGAP	WP_002557971.1	ABC transporter ATP-binding protein	0
528	NCBI_PGAP	WP_002557970.1	ABC transporter ATP-binding protein	0
529	NCBI_PGAP	WP_002557969.1	MIP family Ig-specific serine endopeptidase	0
530	NCBI_PGAP	WP_002557968.1	5'-nucleotidase C-terminal domain-containing protein	0
531	NCBI_PGAP	WP_002557967.1	1-acyl-sn-glycerol-3-phosphate acyltransferase	0
532	NCBI_PGAP	WP_002557966.1	segregation/condensation protein A	0
533	NCBI_PGAP	WP_002557965.1	SMC-Scp complex subunit ScpB (scpB)	0
534	NCBI_PGAP	WP_002557964.1	lysylphosphatidylglycerol synthase transmembrane domain-containing protein	0
535	NCBI_PGAP	WP_002557963.1	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD (tsaD)	0
536	NCBI_PGAP	WP_039387704.1	transcription termination/antitermination protein NusG (nusG)	0
537	NCBI_PGAP	WP_051054328.1	preprotein translocase subunit SecE (secE)	0
538	NCBI_PGAP	WP_002557961.1	50S ribosomal protein L33 (rpmG)	0
539	NCBI_PGAP	WP_002557960.1	sigma-70 family RNA polymerase sigma factor	0
540	NCBI_PGAP	WP_002557959.1	23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB (rlmB)	0
541	NCBI_PGAP	WP_039387707.1	class I tRNA ligase family protein	0
542	NCBI_PGAP	WP_002557957.1	YgjP-like metallopeptidase domain-containing protein	0
543	NCBI_PGAP	WP_002557956.1	CNNM domain-containing protein	0
544	NCBI_PGAP	WP_039387817.1	replicative DNA helicase (dnaB)	0
545	NCBI_PGAP	WP_002557954.1	50S ribosomal protein L9 (rplI)	0
546	NCBI_PGAP	WP_039387710.1	bifunctional oligoribonuclease/PAP phosphatase NrnA	0
547	NCBI_PGAP	WP_002557951.1	leucine--tRNA ligase (leuS)	0
548	NCBI_PGAP	WP_002557950.1	excinuclease ABC subunit UvrB (uvrB)	0
549	NCBI_PGAP	WP_155897264.1	L-threonylcarbamoyladenylate synthase	0
550	NCBI_PGAP	WP_002557948.1	30S ribosomal protein S9 (rpsI)	0
551	NCBI_PGAP	WP_002557947.1	50S ribosomal protein L13 (rplM)	0
552	NCBI_PGAP	WP_002557946.1	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))- dimethyltransferase RsmA (rsmA)	0
553	NCBI_PGAP	WP_002557945.1	TatD family hydrolase	0
554	NCBI_PGAP	WP_039387713.1	ribose-phosphate pyrophosphokinase	0
555	NCBI_PGAP	WP_039387714.1	16S rRNA (guanine(527)-N(7))-methyltransferase RsmG (rsmG)	0
556	NCBI_PGAP	WP_039387715.1	SGNH/GDSL hydrolase family protein	0
557	NCBI_PGAP	WP_002557941.1	AAA family ATPase	0
562	NCBI_PGAP	WP_002557939.1	class I SAM-dependent DNA methyltransferase	0
563	NCBI_PGAP	WP_082019631.1	restriction endonuclease subunit S	0
564	NCBI_PGAP	WP_231237860.1	restriction endonuclease subunit S	0
565	NCBI_PGAP	WP_002557503.1	DEAD/DEAH box helicase family protein	0
566	NCBI_PGAP	WP_318023901.1	site-specific DNA-methyltransferase	0
568	NCBI_PGAP	WP_002557501.1	ATP-binding cassette domain-containing protein	0
569	NCBI_PGAP	WP_002557500.1	ATP-binding cassette domain-containing protein	0
572	NCBI_PGAP	WP_002557497.1	50S ribosomal protein L33 (rpmG)	0
573	NCBI_PGAP	WP_002557496.1	aminopeptidase P family protein	0
574	NCBI_PGAP	WP_081605276.1	LppA-related lipoprotein	0
575	NCBI_PGAP	WP_002557494.1	P110/LppT family adhesin N-terminal domain	0
576	NCBI_PGAP	WP_002557493.1	P97 family adhesin	0
578	NCBI_PGAP	WP_002557491.1	ABC transporter ATP-binding protein	0
579	NCBI_PGAP	WP_002557490.1	ATP-binding cassette domain-containing protein	0
580	NCBI_PGAP	WP_002557489.1	BC85_0335 family putative methyltransferase	0
581	NCBI_PGAP	WP_039387722.1	transcription elongation factor GreA (greA)	0
582	NCBI_PGAP	WP_002557487.1	MATE family efflux transporter	0
585	NCBI_PGAP	WP_002557484.1	valine--tRNA ligase	0
588	NCBI_PGAP	WP_002557481.1	membrane protein insertase YidC (yidC)	0
589	NCBI_PGAP	WP_039387723.1	ribonuclease P protein component (rnpA)	0
590	NCBI_PGAP	WP_002557480.1	50S ribosomal protein L34 (rpmH)	0
