gene_callers_id	source	accession	function	e_value
399	NCBI_PGAP	WP_002557726.1	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (gpmI)	0
400	NCBI_PGAP	WP_039387691.1	DNA-binding protein WhiA (whiA)	0
401	NCBI_PGAP	WP_039387693.1	MAG0110 family membrane protein	0
402	NCBI_PGAP	WP_002557729.1	inorganic diphosphatase	0
403	NCBI_PGAP	WP_160583914.1	BMP family ABC transporter substrate-binding protein	0
404	NCBI_PGAP	WP_002557731.1	ABC transporter ATP-binding protein	0
405	NCBI_PGAP	WP_160583916.1	ABC transporter permease	0
406	NCBI_PGAP	WP_002557733.1	ABC transporter permease	0
407	NCBI_PGAP	WP_002557734.1	thymidine kinase	0
408	NCBI_PGAP	WP_002557735.1	HPr family phosphocarrier protein	0
409	NCBI_PGAP	WP_160581282.1	PTS transporter subunit IIABC	0
410	NCBI_PGAP	WP_160583918.1	Ig-specific serine endopeptidase MIP (mip)	0
411	NCBI_PGAP	WP_160583920.1	putative immunoglobulin-blocking virulence protein	0
415	NCBI_PGAP	WP_002557510.1	division/cell wall cluster transcriptional repressor MraZ	0
416	NCBI_PGAP	WP_002557511.1	16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH (rsmH)	0
417	NCBI_PGAP	WP_039387606.1	cell division protein FtsZ	0
418	NCBI_PGAP	WP_002557514.1	nicotinate phosphoribosyltransferase	0
419	NCBI_PGAP	WP_160583937.1	tRNA1(Val) (adenine(37)-N6)-methyltransferase	0
420	NCBI_PGAP	WP_160583939.1	methionine--tRNA ligase (metG)	0
421	NCBI_PGAP	WP_160583941.1	ECF transporter S component	0
422	NCBI_PGAP	WP_002557518.1	ribonuclease III (rnc)	0
424	NCBI_PGAP	WP_160583943.1	Mhp366/Mhp367 family surface (lipo)protein	0
425	NCBI_PGAP	WP_160581160.1	3-keto-L-gulonate-6-phosphate decarboxylase UlaD	0
426	NCBI_PGAP	WP_220190224.1	L-ribulose-5-phosphate 3-epimerase	0
427	NCBI_PGAP	WP_160583947.1	L-ribulose-5-phosphate 4-epimerase	0
428	NCBI_PGAP	WP_160583949.1	HAD family hydrolase	0
429	NCBI_PGAP	WP_160583951.1	MPN499 family protein	0
431	NCBI_PGAP	WP_002557528.1	YbhB/YbcL family Raf kinase inhibitor-like protein	0
432	NCBI_PGAP	WP_002557529.1	tRNA 2-thiouridine(34) synthase MnmA (mnmA)	0
433	NCBI_PGAP	WP_002557530.1	MAGa3780 family membrane protein	0
434	NCBI_PGAP	WP_160583955.1	transketolase	0
435	NCBI_PGAP	WP_160583957.1	elongation factor P (efp)	0
436	NCBI_PGAP	WP_160583959.1	protein translocase subunit SecDF (secDF)	0
437	NCBI_PGAP	WP_160583961.1	histidine--tRNA ligase (hisS)	0
438	NCBI_PGAP	WP_160581178.1	aspartate--tRNA ligase (aspS)	0
439	NCBI_PGAP	WP_039387777.1	30S ribosomal protein S20 (rpsT)	0
440	NCBI_PGAP	WP_160583963.1	Mbov_0399 family ICE element protein	0
441	NCBI_PGAP	WP_160581182.1	Mbov_0397 family ICE element conjugal transfer ATPase	0
442	NCBI_PGAP	WP_160583965.1	Mbov_0396 family ICE element transmembrane protein	0
443	NCBI_PGAP	WP_160583967.1	Mbov_0395 family pilin-like conjugal transfer protein	0
444	NCBI_PGAP	WP_002557540.1	DNA-processing protein DprA	0
445	NCBI_PGAP	WP_160581187.1	phosphopyruvate hydratase (eno)	0
446	NCBI_PGAP	WP_002557542.1	serine--tRNA ligase (serS)	0
447	NCBI_PGAP	WP_002557543.1	DJ-1/PfpI family protein	0
448	NCBI_PGAP	WP_160581189.1	alpha/beta fold hydrolase	0
449	NCBI_PGAP	WP_160581190.1	lipoate--protein ligase	0
451	NCBI_PGAP	WP_308507110.1	DNA polymerase III subunit gamma/tau (dnaX)	0
452	NCBI_PGAP	WP_039387613.1	YbaB/EbfC family nucleoid-associated protein	0
453	NCBI_PGAP	WP_160583971.1	recombination protein RecR	0
454	NCBI_PGAP	WP_002557549.1	dTMP kinase (tmk)	0
455	NCBI_PGAP	WP_002557550.1	DNA polymerase III delta subunit	0
456	NCBI_PGAP	WP_002557551.1	16S rRNA (cytidine(1402)-2'-O)-methyltransferase (rsmI)	0
457	NCBI_PGAP	WP_002557552.1	hypoxanthine phosphoribosyltransferase (hpt)	0
458	NCBI_PGAP	WP_160581199.1	energy-coupling factor transporter ATPase	0
459	NCBI_PGAP	WP_002557554.1	ATP-binding cassette domain-containing protein	0
460	NCBI_PGAP	WP_160581203.1	energy-coupling factor transporter transmembrane component T family protein	0
461	NCBI_PGAP	WP_160583973.1	NAD-dependent DNA ligase LigA (ligA)	0
462	NCBI_PGAP	WP_160581207.1	nucleotidyltransferase	0
463	NCBI_PGAP	WP_160583974.1	cation-translocating P-type ATPase	0
464	NCBI_PGAP	WP_160583976.1	SsrA-binding protein SmpB (smpB)	0
465	NCBI_PGAP	WP_334199004.1	thermonuclease family protein	0
466	NCBI_PGAP	WP_160583979.1	MAGa7180 family putative nuclease	0
467	NCBI_PGAP	WP_002557791.1	chromate transporter	0
468	NCBI_PGAP	WP_308507115.1	chromate transporter	0
469	NCBI_PGAP	WP_160583983.1	TrmH family RNA methyltransferase	0
470	NCBI_PGAP	WP_039387638.1	tRNA (cytidine(34)-2'-O)-methyltransferase	0
472	NCBI_PGAP	WP_160581307.1	glutamate--tRNA ligase (gltX)	0
473	NCBI_PGAP	WP_002557785.1	peptide chain release factor N(5)-glutamine methyltransferase	0
474	NCBI_PGAP	WP_160583985.1	peptide chain release factor 1 (prfA)	0
475	NCBI_PGAP	WP_308507113.1	DUF31 family putative serine protease	0
476	NCBI_PGAP	WP_002557783.1	L-lactate dehydrogenase	0
477	NCBI_PGAP	WP_002557782.1	hexose phosphate transporter	0
478	NCBI_PGAP	WP_002557781.1	YitT family protein	0
479	NCBI_PGAP	WP_220190229.1	alpha/beta fold hydrolase	0
480	NCBI_PGAP	WP_002557779.1	50S ribosomal protein L27 (rpmA)	0
481	NCBI_PGAP	WP_002557778.1	50S ribosomal protein L21 (rplU)	0
482	NCBI_PGAP	WP_039387785.1	uracil-DNA glycosylase	0
483	NCBI_PGAP	WP_002557776.1	M20/M25/M40 family metallo-hydrolase	0
485	NCBI_PGAP	WP_002557774.1	leucine-rich repeat domain-containing protein	0
486	NCBI_PGAP	WP_002557773.1	pyruvate kinase (pyk)	0
487	NCBI_PGAP	WP_039387630.1	translation initiation factor IF-3 (infC)	0
488	NCBI_PGAP	WP_039387628.1	50S ribosomal protein L35 (rpmI)	0
489	NCBI_PGAP	WP_002557769.1	50S ribosomal protein L20 (rplT)	0
490	NCBI_PGAP	WP_002557768.1	50S ribosomal protein L28 (rpmB)	0
491	NCBI_PGAP	WP_160583987.1	class 1b ribonucleoside-diphosphate reductase subunit alpha (nrdE)	0
492	NCBI_PGAP	WP_002557766.1	class Ib ribonucleoside-diphosphate reductase assembly flavoprotein NrdI (nrdI)	0
493	NCBI_PGAP	WP_160583989.1	class 1b ribonucleoside-diphosphate reductase subunit beta (nrdF)	0
495	NCBI_PGAP	WP_002557763.1	serine hydroxymethyltransferase (glyA)	0
496	NCBI_PGAP	WP_160581297.1	asparagine--tRNA ligase (asnS)	0
498	NCBI_PGAP	WP_002557760.1	ATP-dependent helicase	0
500	NCBI_PGAP	WP_039387782.1	Holliday junction branch migration protein RuvA (ruvA)	0
501	NCBI_PGAP	WP_002557757.1	Holliday junction branch migration DNA helicase RuvB (ruvB)	0
502	NCBI_PGAP	WP_160583993.1	DUF2779 domain-containing protein	0
504	NCBI_PGAP	WP_002557755.1	30S ribosomal protein S16 (rpsP)	0
505	NCBI_PGAP	WP_002557754.1	tRNA (guanosine(37)-N1)-methyltransferase TrmD (trmD)	0
506	NCBI_PGAP	WP_002557753.1	50S ribosomal protein L19 (rplS)	0
507	NCBI_PGAP	WP_002557752.1	type I DNA topoisomerase (topA)	0
508	NCBI_PGAP	WP_002557751.1	MHJ_0274 family protein	0
509	NCBI_PGAP	WP_160583995.1	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (pgsA)	0
510	NCBI_PGAP	WP_002557749.1	CTP synthase	0
511	NCBI_PGAP	WP_160583997.1	DEAD/DEAH box helicase family protein	0
512	NCBI_PGAP	WP_160584004.1	ABC transporter permease	0
513	NCBI_PGAP	WP_160581406.1	ABC transporter ATP-binding protein	0
514	NCBI_PGAP	WP_160584006.1	methionine adenosyltransferase (metK)	0
515	NCBI_PGAP	WP_002557673.1	TIGR00282 family metallophosphoesterase	0
516	NCBI_PGAP	WP_160581410.1	redox-regulated ATPase YchF (ychF)	0
517	NCBI_PGAP	WP_039387554.1	30S ribosomal protein S18 (rpsR)	0
518	NCBI_PGAP	WP_160584009.1	single-stranded DNA-binding protein	0
519	NCBI_PGAP	WP_002557677.1	30S ribosomal protein S6 (rpsF)	0
520	NCBI_PGAP	WP_231237866.1	Rho termination factor N-terminal domain-containing protein	0
522	NCBI_PGAP	WP_258556605.1	DnaD domain protein	0
523	NCBI_PGAP	WP_160584013.1	HAD-IIB family hydrolase	0
524	NCBI_PGAP	WP_160584015.1	HinT-interacting membrane complex protein P80	0
525	NCBI_PGAP	WP_160584017.1	P97 family adhesin	0
526	NCBI_PGAP	WP_002557450.1	PTS sugar transporter subunit IIA	0
527	NCBI_PGAP	WP_002557451.1	PTS sugar transporter subunit IIB	0
528	NCBI_PGAP	WP_160584019.1	PTS ascorbate transporter subunit IIC	0
529	NCBI_PGAP	WP_160581449.1	phospho-furanose lactonase	0
530	NCBI_PGAP	WP_160584021.1	P68 family surface lipoprotein	0
531	NCBI_PGAP	WP_160584023.1	ABC transporter ATP-binding protein	0
532	NCBI_PGAP	WP_258556607.1	carbohydrate ABC transporter permease	0
533	NCBI_PGAP	WP_236681783.1	carbohydrate ABC transporter permease	0
534	NCBI_PGAP	WP_160581443.1	YigZ family protein	0
535	NCBI_PGAP	WP_160581441.1	ATP-binding cassette domain-containing protein	0
536	NCBI_PGAP	WP_002557461.1	thioredoxin family protein	0
537	NCBI_PGAP	WP_160581439.1	His/Gly/Thr/Pro-type tRNA ligase C-terminal domain-containing protein	0
539	NCBI_PGAP	WP_160584029.1	P110/LppT family adhesin N-terminal domain	0
541	NCBI_PGAP	WP_039387592.1	carbohydrate ABC transporter permease	0
542	NCBI_PGAP	WP_002557446.1	carbohydrate ABC transporter permease	0
543	NCBI_PGAP	WP_160581474.1	ATP-binding cassette domain-containing protein	0
544	NCBI_PGAP	WP_160584031.1	thermonuclease family protein	0
545	NCBI_PGAP	WP_052234586.1	P68 family surface lipoprotein	0
546	NCBI_PGAP	WP_160584033.1	P68 family surface lipoprotein	0
547	NCBI_PGAP	WP_308704670.1	P110/LppT family adhesin N-terminal domain	0
548	NCBI_PGAP	WP_160584036.1	P97 family adhesin	0
550	NCBI_PGAP	WP_160581461.1	phenylalanine--tRNA ligase subunit beta	0
551	NCBI_PGAP	WP_002557565.1	50S ribosomal protein L32 (rpmF)	0
552	NCBI_PGAP	WP_002557566.1	tRNA pseudouridine(55) synthase TruB (truB)	0
553	NCBI_PGAP	WP_002557567.1	YcsE-related riboflavin metabolism phosphatase	0
554	NCBI_PGAP	WP_039387619.1	FAD synthase	0
555	NCBI_PGAP	WP_160584038.1	MurR/RpiR family transcriptional regulator	0
556	NCBI_PGAP	WP_160584040.1	DNA methyltransferase	0
557	NCBI_PGAP	WP_002557987.1	DEAD/DEAH box helicase	0
562	NCBI_PGAP	WP_160584042.1	S8 family serine peptidase	0
