Orthogroup	MHP_7448_proteins	MHP_ES2L_proteins
OG0000555	WP_228366107.1	WP_179221196.1
OG0000556	WP_044272507.1	WP_094521569.1
OG0000557	WP_011205983.1	WP_160606544.1
OG0000558	WP_020835624.1	WP_179221059.1
OG0000559	WP_011290153.1	WP_011206161.1
OG0000560	WP_011284100.1	WP_011206182.1
OG0000561	WP_011290073.1	WP_179221052.1
OG0000562	WP_020835696.1	WP_179221111.1
OG0000563	WP_011290172.1	WP_179221110.1
OG0000564	WP_041361605.1	WP_094521768.1
OG0000565	WP_011290181.1	WP_011290181.1
OG0000566	WP_228366135.1	WP_240536656.1
OG0000567	WP_228366133.1	WP_240536653.1
OG0000568	WP_044272325.1	WP_160585617.1
OG0000569	WP_044272385.1	WP_179221060.1
OG0000570	WP_011290093.1	WP_179221061.1
OG0000571	WP_011205986.1	WP_179221062.1
OG0000572	WP_011290097.1	WP_179221064.1
OG0000573	WP_020835676.1	WP_011206160.1
OG0000574	WP_011284018.1	WP_014579714.1
OG0000575	WP_011290089.1	WP_135618654.1
OG0000576	WP_011290145.1	WP_011206153.1
OG0000577	WP_011290300.1	WP_011290300.1
OG0000578	WP_044272556.1	WP_041361678.1
OG0000579	WP_011290167.1	WP_240536652.1
OG0000580	WP_044272727.1	WP_160600802.1
OG0000581	WP_020835690.1	WP_094521657.1
OG0000582	WP_228366129.1	WP_240536638.1
OG0000583	WP_011290150.1	WP_179221104.1
OG0000584	WP_228366097.1, WP_228366096.1	WP_179221209.1
OG0000586	WP_228366131.1	WP_240536648.1
OG0000587	WP_258555257.1	WP_258555257.1
OG0000588	WP_011290144.1	WP_179221099.1
OG0000591	WP_160585604.1	WP_258556645.1
OG0000592	WP_011290298.1	WP_011206323.1
OG0000593	WP_044272673.1	WP_179221271.1
OG0000594	WP_011290090.1	WP_160584731.1
OG0000595	WP_011290355.1	WP_020835859.1
OG0000597	WP_044272591.1	WP_179221200.1
OG0000600	WP_014579686.1	WP_179221208.1
OG0000601	WP_020835695.1	WP_014579787.1
OG0000602	WP_044272715.1	WP_179221130.1
OG0000603	WP_014579683.1	WP_094521557.1
OG0000604	WP_258555242.1	WP_276310606.1
OG0000605	WP_011290237.1	WP_240536617.1
OG0000606	WP_020835692.1	WP_160587871.1
OG0000608	WP_187145663.1	WP_179221112.1
OG0000609	WP_187145664.1	WP_179221113.1
OG0000615	WP_044272557.1	WP_276310604.1
OG0000618	WP_044272647.1	WP_179221241.1
OG0000620	WP_143826160.1	WP_179221116.1
OG0000623	WP_187145659.1	WP_179221233.1
OG0000626	WP_179221224.1	WP_179221224.1
