Orthogroup	MHP_MHP691_genes	MHP_UFV01_genes
OG0000551	DR087_RS03385	FEF30_RS03360
OG0000552	DR087_RS00910	FEF30_RS03490
OG0000553	DR087_RS04565	FEF30_RS04365
OG0000554	DR087_RS01690	FEF30_RS02765
OG0000555	DR087_RS04580	FEF30_RS03295
OG0000556	DR087_RS04430	FEF30_RS04300
OG0000557	DR087_RS02850	FEF30_RS01575
OG0000558	DR087_RS02820	FEF30_RS01545
OG0000559	DR087_RS02085	FEF30_RS02015
OG0000560	DR087_RS01645	FEF30_RS02215
OG0000561	DR087_RS01990	FEF30_RS01420
OG0000562	DR087_RS01640	FEF30_RS02220
OG0000563	DR087_RS01655	FEF30_RS02205
OG0000564	DR087_RS03320	FEF30_RS01600
OG0000565	DR087_RS01590	FEF30_RS02260
OG0000566	DR087_RS01600	FEF30_RS02245
OG0000567	DR087_RS01625	FEF30_RS02230
OG0000568	DR087_RS02180	FEF30_RS00995
OG0000569	DR087_RS02825	FEF30_RS01550
OG0000570	DR087_RS04705	FEF30_RS04240
OG0000571	DR087_RS02835	FEF30_RS01560
OG0000572	DR087_RS02855	FEF30_RS01580
OG0000573	DR087_RS02080	FEF30_RS02010
OG0000574	DR087_RS03300	FEF30_RS01620
OG0000575	DR087_RS02810	FEF30_RS01535
OG0000576	DR087_RS02035	FEF30_RS01970
OG0000577	DR087_RS01270	FEF30_RS03035
OG0000578	DR087_RS01250	FEF30_RS03055
OG0000580	DR087_RS04010	FEF30_RS03170
OG0000582	DR087_RS04715	FEF30_RS04250
OG0000583	DR087_RS02070	FEF30_RS02000
OG0000584	DR087_RS00315	FEF30_RS02075
OG0000585	DR087_RS00170	FEF30_RS02585
OG0000586	DR087_RS02055	FEF30_RS01985
OG0000587	DR087_RS04775	FEF30_RS04465
OG0000588	DR087_RS02030	FEF30_RS01960
OG0000589	DR087_RS03500	FEF30_RS02520
OG0000592	DR087_RS01280	FEF30_RS03025
OG0000593	DR087_RS00755	FEF30_RS00245
OG0000594	DR087_RS02815	FEF30_RS01540
OG0000595	DR087_RS03405	FEF30_RS04470
OG0000597	DR087_RS03400	FEF30_RS03375
OG0000600	DR087_RS00310	FEF30_RS02080
OG0000601	DR087_RS01650	FEF30_RS02210
OG0000602	DR087_RS00080	FEF30_RS02420
OG0000603	DR087_RS00305	FEF30_RS02090
OG0000605	DR087_RS00300	FEF30_RS02095
OG0000607	DR087_RS02800	FEF30_RS01525
OG0000614	DR087_RS03590	FEF30_RS02535
