Orthogroup	MHP_MHP691_genes	MHP_Ue273_genes
OG0000547	DR087_RS01470	VQY17_RS02895
OG0000548	DR087_RS03220	VQY17_RS01625
OG0000549	DR087_RS04650	VQY17_RS03315
OG0000550	DR087_RS00690	VQY17_RS03465
OG0000552	DR087_RS00910	VQY17_RS03130
OG0000553	DR087_RS04565	VQY17_RS02675
OG0000554	DR087_RS01690	VQY17_RS02395
OG0000557	DR087_RS02850	VQY17_RS01285
OG0000558	DR087_RS02820	VQY17_RS01255
OG0000559	DR087_RS02085	VQY17_RS01745
OG0000560	DR087_RS01645	VQY17_RS01880
OG0000561	DR087_RS01990	VQY17_RS01140
OG0000562	DR087_RS01640	VQY17_RS01885
OG0000563	DR087_RS01655	VQY17_RS01870
OG0000564	DR087_RS03320	VQY17_RS01305
OG0000565	DR087_RS01590	VQY17_RS01945
OG0000566	DR087_RS01600	VQY17_RS01925
OG0000567	DR087_RS01625	VQY17_RS01900
OG0000568	DR087_RS02180	VQY17_RS00685
OG0000569	DR087_RS02825	VQY17_RS01260
OG0000570	DR087_RS04705	VQY17_RS01265
OG0000571	DR087_RS02835	VQY17_RS01270
OG0000572	DR087_RS02855	VQY17_RS01290
OG0000573	DR087_RS02080	VQY17_RS01740
OG0000574	DR087_RS03300	VQY17_RS01325
OG0000575	DR087_RS02810	VQY17_RS01245
OG0000576	DR087_RS02035	VQY17_RS01690
OG0000577	DR087_RS01270	VQY17_RS02650
OG0000578	DR087_RS01250	VQY17_RS02670
OG0000580	DR087_RS04010	VQY17_RS02770
OG0000582	DR087_RS04715	VQY17_RS01280
OG0000583	DR087_RS02070	VQY17_RS01730
OG0000585	DR087_RS00170	VQY17_RS02215
OG0000586	DR087_RS02055	VQY17_RS01705
OG0000587	DR087_RS04775	VQY17_RS01950
OG0000588	DR087_RS02030	VQY17_RS01680
OG0000592	DR087_RS01280	VQY17_RS02640
OG0000593	DR087_RS00755	VQY17_RS03530
OG0000594	DR087_RS02815	VQY17_RS01250
OG0000601	DR087_RS01650	VQY17_RS01875
OG0000602	DR087_RS00080	VQY17_RS02115
OG0000608	DR087_RS04600	VQY17_RS01890
OG0000609	DR087_RS01615	VQY17_RS01915
OG0000611	DR087_RS00520	VQY17_RS00090
OG0000613	DR087_RS04040	VQY17_RS01965
OG0000622	DR087_RS04200	VQY17_RS00950
