Orthogroup	MHP_MHP691_genes	MHP_131B_genes
OG0000593	DR087_RS00755	NB627_RS03730
OG0000594	DR087_RS02815	NB627_RS01340
OG0000595	DR087_RS03405	NB627_RS03195
OG0000597	DR087_RS03400	NB627_RS03190
OG0000600	DR087_RS00310	NB627_RS00480
OG0000603	DR087_RS00305	NB627_RS00475
OG0000605	DR087_RS00300	NB627_RS00470
OG0000607	DR087_RS02800	NB627_RS01325
OG0000608	DR087_RS04600	NB627_RS01950
OG0000611	DR087_RS00520	NB627_RS00095
OG0000613	DR087_RS04040	NB627_RS02030
OG0000617	DR087_RS02040	NB627_RS01785
OG0000622	DR087_RS04200	NB627_RS02340
OG0000624	DR087_RS00905	NB627_RS03345
OG0000642	DR087_RS00335	NB627_RS00505
