Orthogroup	MHP_MHP691_genes	MHP_133A_genes
OG0000593	DR087_RS00755	NB626_RS03735
OG0000595	DR087_RS03405	NB626_RS03190
OG0000597	DR087_RS03400	NB626_RS03185
OG0000600	DR087_RS00310	NB626_RS00470
OG0000603	DR087_RS00305	NB626_RS00465
OG0000605	DR087_RS00300	NB626_RS00460
OG0000607	DR087_RS02800	NB626_RS01330
OG0000608	DR087_RS04600	NB626_RS01940
OG0000611	DR087_RS00520	NB626_RS00095
OG0000613	DR087_RS04040	NB626_RS02020
OG0000617	DR087_RS02040	NB626_RS01770
OG0000622	DR087_RS04200	NB626_RS02335
OG0000624	DR087_RS00905	NB626_RS03340
OG0000642	DR087_RS00335	NB626_RS00495
